"SCHOOL","STATE","CITY","NOC","PROGRAM","TYPE","DEPARTMENT","DELIVERY","DURATION","PREREQ","LINK","LOC_LAT","LOC_LONG","WORLD_RANK","COUNTRY","TEACHING","INTERNATIONAL","RESEARCH","CITATIONS","INCOME","TOTAL_SCORE","NUM_STUDENTS","STUDENT_STAFF_RATIO","INTERNATIONAL_STUDENTS","F_M_RATIO","YEAR","timesData"
"University of Notre Dame","Indiana","Notre Dame",2,"Master of Science in Business Analytics","M","Mendoza College of Business","Campus","30 credit hours","Not Available","http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/admissions/",41.7031,-86.239,"108","United States of America",47.6,"47.6",48.1,81.7,"33.7","57.6","11,829",13.8,"10%","44:56:00",2016,1
"University of Notre Dame","Indiana","Notre Dame",2,"Master of Science in Business Analytics","M","Mendoza College of Business","Campus","30 credit hours","Not Available","http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/admissions/",41.7031,-86.239,"94","United States of America",48.3,"41.6",39.6,93.5,"29.8","58.3","11,829",13.8,"10%","44:56:00",2013,1
"University of Notre Dame","Indiana","Notre Dame",2,"Master of Science in Business Analytics","M","Mendoza College of Business","Campus","30 credit hours","Not Available","http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/admissions/",41.7031,-86.239,"89","United States of America",42.6,"33.1",36.2,94.1,"27.3","55","11,829",13.8,"10%","44:56:00",2012,1
"University of Notre Dame","Indiana","Notre Dame",2,"Master of Science in Business Analytics","M","Mendoza College of Business","Campus","30 credit hours","Not Available","http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/admissions/",41.7031,-86.239,"86","United States of America",43.3,"51.4",38.5,90,"-","56.5","11,829",13.8,"10%","44:56:00",2015,1
"University of Notre Dame","Indiana","Notre Dame",2,"Master of Science in Applied and Computational Mathematics and Statistics with a specialty in Applied Statistics","M","Department of Applied and Computational Mathematics and Statistics (ACMS)","Campus","30 credits","technical bachelor's degree","http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/",41.7031,-86.239,"63","United States of America",56.4,"35.6",45.1,89.1,"-","62.8","11,829",13.8,"10%","44:56:00",2011,1
"University of Notre Dame","Indiana","Notre Dame",2,"Master of Science in Applied and Computational Mathematics and Statistics with a specialty in Applied Statistics","M","Department of Applied and Computational Mathematics and Statistics (ACMS)","Campus","30 credits","technical bachelor's degree","http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/",41.7031,-86.239,"90","United States of America",41.2,"47.5",34.7,91.8,"31.2","54.7","11,829",13.8,"10%","44:56:00",2014,1
"University of Notre Dame","Indiana","Notre Dame",2,"Master of Science in Applied and Computational Mathematics and Statistics with a specialty in Applied Statistics","M","Department of Applied and Computational Mathematics and Statistics (ACMS)","Campus","30 credits","technical bachelor's degree","http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/",41.7031,-86.239,"108","United States of America",47.6,"47.6",48.1,81.7,"33.7","57.6","11,829",13.8,"10%","44:56:00",2016,1
"University of Notre Dame","Indiana","Notre Dame",2,"Master of Science in Applied and Computational Mathematics and Statistics with a specialty in Applied Statistics","M","Department of Applied and Computational Mathematics and Statistics (ACMS)","Campus","30 credits","technical bachelor's degree","http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/",41.7031,-86.239,"94","United States of America",48.3,"41.6",39.6,93.5,"29.8","58.3","11,829",13.8,"10%","44:56:00",2013,1
"University of Notre Dame","Indiana","Notre Dame",2,"Master of Science in Applied and Computational Mathematics and Statistics with a specialty in Applied Statistics","M","Department of Applied and Computational Mathematics and Statistics (ACMS)","Campus","30 credits","technical bachelor's degree","http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/",41.7031,-86.239,"89","United States of America",42.6,"33.1",36.2,94.1,"27.3","55","11,829",13.8,"10%","44:56:00",2012,1
"University of Notre Dame","Indiana","Notre Dame",2,"Master of Science in Applied and Computational Mathematics and Statistics with a specialty in Applied Statistics","M","Department of Applied and Computational Mathematics and Statistics (ACMS)","Campus","30 credits","technical bachelor's degree","http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/",41.7031,-86.239,"86","United States of America",43.3,"51.4",38.5,90,"-","56.5","11,829",13.8,"10%","44:56:00",2015,1
"University of Oklahoma Norman Campus","Oklahoma","Norman",2,"MS in Management Information Systems","M","Division of Management Information Systems","Campus","32 credits","Not Available","http://www.ou.edu/content/coe/academics/graduate/apply.html",35.2082,-97.4457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Oklahoma Norman Campus","Oklahoma","Norman",2,"Master of Data Science and Analytics","M","College of Engineering","Campus or Online","33 units","Not Available","http://www.ou.edu/content/coe/academics/graduate/academics/datascience1.html",35.2082,-97.4457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Phoenix","New Mexico","Albuquerque",2,"Master of Information Systems with a Graduate Business Analytics Certificate","C","College of Information Systems and Technology","Online","42 credits","Not Available","http://www.phoenix.edu/admissions/admission_requirements.html",35.1971,-106.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Phoenix","New Mexico","Albuquerque",2,"Graduate Certificate in Business Analytics","C","College of Information Systems and Technology","Online","18 credits","Not Available","http://www.phoenix.edu/programs/continuing-education/certificate-programs/technology/cert-g-ba.pdf",35.1971,-106.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Pittsburgh-Bradford","Pennsylvania","Bradford",2,"Master's Degree in Biostatistics","M","Graduate School of Public Health","Campus","36 credit hours","math, computer science","http://www.dbmi.pitt.edu/content/apply-program",41.9442,-78.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Pittsburgh-Bradford","Pennsylvania","Bradford",2,"Master's Degree in Biomedical Informatics","M","Department of Biomedical Informatics","Campus","36 credit hours/2 years","Not Available","http://www.dbmi.pitt.edu/training-programs",41.9442,-78.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Pittsburgh-Pittsburgh Campus","Pennsylvania","Pittsburgh",2,"Business Analytics Certificate","C","Joseph M. Katz Graduate School of Business and College of Business Administration","Campus","10.5 Credits","Not Available","http://www.business.pitt.edu/katz/mba/academics/certificates/analytics",40.4445,-79.9547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Pittsburgh-Pittsburgh Campus","Pennsylvania","Pittsburgh",2,"MSIS - Big Data Analytics","M","School of Information Sciences","Campus","36 credit hours","computer science, statistics, math","http://www.business.pitt.edu/katz/mba/admissions/requirements.php",40.4445,-79.9547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Rochester","New York","Rochester",4,"Master of Science in Data Science","M","Institute for Data Science","Campus","1 year / 30 credits","math","http://www.simon.rochester.edu/programs/full-time-ms/admissions/apply-now/application-instructions/index.aspx",43.1264,-77.631,"121","United States of America",41.9,"55.5",29.2,87.7,"36.4","52.7","9,390",4.5,"26%","49:51:00",2015,1
"University of Rochester","New York","Rochester",4,"Master of Science in Data Science","M","Institute for Data Science","Campus","1 year / 30 credits","math","http://www.simon.rochester.edu/programs/full-time-ms/admissions/apply-now/application-instructions/index.aspx",43.1264,-77.631,"81","United States of America",47,"45.7",33.5,94.5,"36.4","56.8","9,390",4.5,"26%","49:51:00",2012,1
"University of Rochester","New York","Rochester",4,"Master of Science in Data Science","M","Institute for Data Science","Campus","1 year / 30 credits","math","http://www.simon.rochester.edu/programs/full-time-ms/admissions/apply-now/application-instructions/index.aspx",43.1264,-77.631,"95","United States of America",42.8,"50.7",29.9,89.7,"41.4","53.6","9,390",4.5,"26%","49:51:00",2014,1
"University of Rochester","New York","Rochester",4,"Master of Science in Data Science","M","Institute for Data Science","Campus","1 year / 30 credits","math","http://www.simon.rochester.edu/programs/full-time-ms/admissions/apply-now/application-instructions/index.aspx",43.1264,-77.631,"158","United States of America",39.7,"55.8",27.9,89,"37","52.1","9,390",4.5,"26%","49:51:00",2016,1
"University of Rochester","New York","Rochester",4,"Master of Science in Data Science","M","Institute for Data Science","Campus","1 year / 30 credits","math","http://www.simon.rochester.edu/programs/full-time-ms/admissions/apply-now/application-instructions/index.aspx",43.1264,-77.631,"102","United States of America",46,"45.9",37.8,92.3,"39.6","57.2","9,390",4.5,"26%","49:51:00",2013,1
"University of Rochester","New York","Rochester",4,"MS in Business Analytics","M","Simon School of Business","Campus","1 year","Not Available","http://www.urmc.rochester.edu/education/graduate/phd/statistics/program/MSMedicalStatistics.cfm",43.1264,-77.631,"121","United States of America",41.9,"55.5",29.2,87.7,"36.4","52.7","9,390",4.5,"26%","49:51:00",2015,1
"University of Rochester","New York","Rochester",4,"MS in Business Analytics","M","Simon School of Business","Campus","1 year","Not Available","http://www.urmc.rochester.edu/education/graduate/phd/statistics/program/MSMedicalStatistics.cfm",43.1264,-77.631,"81","United States of America",47,"45.7",33.5,94.5,"36.4","56.8","9,390",4.5,"26%","49:51:00",2012,1
"University of Rochester","New York","Rochester",4,"MS in Business Analytics","M","Simon School of Business","Campus","1 year","Not Available","http://www.urmc.rochester.edu/education/graduate/phd/statistics/program/MSMedicalStatistics.cfm",43.1264,-77.631,"95","United States of America",42.8,"50.7",29.9,89.7,"41.4","53.6","9,390",4.5,"26%","49:51:00",2014,1
"University of Rochester","New York","Rochester",4,"MS in Business Analytics","M","Simon School of Business","Campus","1 year","Not Available","http://www.urmc.rochester.edu/education/graduate/phd/statistics/program/MSMedicalStatistics.cfm",43.1264,-77.631,"158","United States of America",39.7,"55.8",27.9,89,"37","52.1","9,390",4.5,"26%","49:51:00",2016,1
"University of Rochester","New York","Rochester",4,"MS in Business Analytics","M","Simon School of Business","Campus","1 year","Not Available","http://www.urmc.rochester.edu/education/graduate/phd/statistics/program/MSMedicalStatistics.cfm",43.1264,-77.631,"102","United States of America",46,"45.9",37.8,92.3,"39.6","57.2","9,390",4.5,"26%","49:51:00",2013,1
"University of Rochester","New York","Rochester",4,"MA and MS in Medical Statistics","M","Department of Biostatistics and Computational Biology","Campus","32 credits","statistics, math","http://www.urmc.rochester.edu/education/graduate/phd/statistics/",43.1264,-77.631,"121","United States of America",41.9,"55.5",29.2,87.7,"36.4","52.7","9,390",4.5,"26%","49:51:00",2015,1
"University of Rochester","New York","Rochester",4,"MA and MS in Medical Statistics","M","Department of Biostatistics and Computational Biology","Campus","32 credits","statistics, math","http://www.urmc.rochester.edu/education/graduate/phd/statistics/",43.1264,-77.631,"81","United States of America",47,"45.7",33.5,94.5,"36.4","56.8","9,390",4.5,"26%","49:51:00",2012,1
"University of Rochester","New York","Rochester",4,"MA and MS in Medical Statistics","M","Department of Biostatistics and Computational Biology","Campus","32 credits","statistics, math","http://www.urmc.rochester.edu/education/graduate/phd/statistics/",43.1264,-77.631,"95","United States of America",42.8,"50.7",29.9,89.7,"41.4","53.6","9,390",4.5,"26%","49:51:00",2014,1
"University of Rochester","New York","Rochester",4,"MA and MS in Medical Statistics","M","Department of Biostatistics and Computational Biology","Campus","32 credits","statistics, math","http://www.urmc.rochester.edu/education/graduate/phd/statistics/",43.1264,-77.631,"158","United States of America",39.7,"55.8",27.9,89,"37","52.1","9,390",4.5,"26%","49:51:00",2016,1
"University of Rochester","New York","Rochester",4,"MA and MS in Medical Statistics","M","Department of Biostatistics and Computational Biology","Campus","32 credits","statistics, math","http://www.urmc.rochester.edu/education/graduate/phd/statistics/",43.1264,-77.631,"102","United States of America",46,"45.9",37.8,92.3,"39.6","57.2","9,390",4.5,"26%","49:51:00",2013,1
"University of Rochester","New York","Rochester",4,"Professional MS in Computer Science (Concentration in Data Analytics)","M","Department of Computer Science","Campus","1 year","Not Available","http://www.urmc.rochester.edu/education/financial-aid/graduate-students.cfm",43.1264,-77.631,"121","United States of America",41.9,"55.5",29.2,87.7,"36.4","52.7","9,390",4.5,"26%","49:51:00",2015,1
"University of Rochester","New York","Rochester",4,"Professional MS in Computer Science (Concentration in Data Analytics)","M","Department of Computer Science","Campus","1 year","Not Available","http://www.urmc.rochester.edu/education/financial-aid/graduate-students.cfm",43.1264,-77.631,"81","United States of America",47,"45.7",33.5,94.5,"36.4","56.8","9,390",4.5,"26%","49:51:00",2012,1
"University of Rochester","New York","Rochester",4,"Professional MS in Computer Science (Concentration in Data Analytics)","M","Department of Computer Science","Campus","1 year","Not Available","http://www.urmc.rochester.edu/education/financial-aid/graduate-students.cfm",43.1264,-77.631,"95","United States of America",42.8,"50.7",29.9,89.7,"41.4","53.6","9,390",4.5,"26%","49:51:00",2014,1
"University of Rochester","New York","Rochester",4,"Professional MS in Computer Science (Concentration in Data Analytics)","M","Department of Computer Science","Campus","1 year","Not Available","http://www.urmc.rochester.edu/education/financial-aid/graduate-students.cfm",43.1264,-77.631,"158","United States of America",39.7,"55.8",27.9,89,"37","52.1","9,390",4.5,"26%","49:51:00",2016,1
