,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
16708,50,admin.,single,university.degree,no,unknown,unknown,cellular,jul,wed,623,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
11346,37,technician,married,professional.course,no,yes,no,telephone,jun,thu,683,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes
6868,27,admin.,married,university.degree,no,no,no,telephone,may,wed,191,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
38679,69,retired,married,basic.6y,no,yes,no,cellular,nov,thu,355,3,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,yes
3896,52,blue-collar,married,basic.4y,no,no,yes,telephone,may,mon,79,19,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
14477,45,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,tue,791,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,yes
39456,37,admin.,married,university.degree,no,yes,yes,cellular,apr,thu,214,1,999,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7,yes
7550,43,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,1500,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
24649,51,technician,married,high.school,no,no,no,cellular,nov,mon,198,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
6471,43,blue-collar,single,basic.9y,no,yes,no,telephone,may,wed,112,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
17695,46,admin.,single,university.degree,no,yes,yes,cellular,jul,tue,62,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
20131,57,technician,single,high.school,no,yes,no,cellular,aug,mon,72,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
3819,34,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,344,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
32814,39,blue-collar,single,basic.9y,no,no,no,cellular,may,mon,583,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,yes
7721,47,technician,married,professional.course,no,no,no,telephone,may,fri,135,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
13836,35,admin.,married,high.school,unknown,yes,no,cellular,jul,fri,794,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,yes
13431,58,retired,married,basic.4y,no,no,no,cellular,jul,wed,1014,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
21761,51,blue-collar,married,basic.4y,no,unknown,unknown,telephone,aug,tue,480,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
22272,31,admin.,single,university.degree,no,yes,no,cellular,aug,thu,202,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
26796,31,technician,married,professional.course,no,yes,no,cellular,nov,thu,144,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
39505,26,student,single,high.school,no,yes,yes,cellular,apr,fri,888,1,6,2,success,-1.8,93.749,-34.6,0.645,5008.7,yes
34025,51,blue-collar,married,high.school,no,yes,no,cellular,may,wed,809,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,yes
3987,31,technician,married,university.degree,no,no,no,telephone,may,mon,95,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
39732,46,blue-collar,married,professional.course,no,yes,no,cellular,may,wed,410,1,999,0,nonexistent,-1.8,93.876,-40.0,0.6970000000000001,5008.7,yes
28481,24,services,single,high.school,no,yes,no,cellular,apr,tue,1594,1,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,yes
18959,32,technician,married,university.degree,no,yes,no,cellular,aug,mon,151,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
9854,48,admin.,divorced,high.school,no,no,no,telephone,jun,wed,314,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
29630,34,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,151,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
8764,33,admin.,single,professional.course,no,no,no,telephone,jun,thu,104,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
19900,33,technician,single,professional.course,no,no,yes,cellular,aug,fri,100,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
37667,64,retired,married,high.school,unknown,no,no,cellular,aug,tue,301,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.8590000000000001,5076.2,yes
38633,52,management,married,basic.6y,no,no,no,cellular,nov,mon,209,2,999,1,failure,-3.4,92.649,-30.1,0.722,5017.5,yes
16045,33,services,single,high.school,no,yes,no,cellular,jul,tue,714,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,yes
27866,68,retired,married,university.degree,no,no,no,cellular,mar,wed,201,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6019999999999999,5099.1,yes
12393,29,unemployed,divorced,university.degree,no,yes,no,cellular,jul,mon,148,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
771,54,housemaid,divorced,unknown,no,yes,no,telephone,may,wed,96,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
3436,44,services,married,high.school,unknown,yes,no,telephone,may,thu,1263,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes
26232,44,technician,single,university.degree,no,no,no,cellular,nov,thu,284,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
4622,33,admin.,divorced,high.school,no,no,no,telephone,may,tue,190,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
28035,28,blue-collar,single,high.school,no,no,yes,cellular,apr,thu,333,1,999,1,failure,-1.8,93.075,-47.1,1.483,5099.1,no
38356,36,admin.,married,university.degree,no,no,no,cellular,oct,fri,342,1,999,2,failure,-3.4,92.431,-26.9,0.7390000000000001,5017.5,yes
14435,27,blue-collar,single,basic.9y,no,no,no,cellular,jul,tue,169,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
4066,51,blue-collar,married,basic.4y,no,unknown,unknown,telephone,may,mon,162,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
32147,36,blue-collar,married,high.school,no,yes,no,cellular,may,fri,154,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
11081,60,admin.,married,university.degree,no,no,no,telephone,jun,wed,1574,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,yes
2045,59,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,24,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33294,43,technician,married,university.degree,unknown,unknown,unknown,cellular,may,tue,426,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,yes
2059,54,management,divorced,university.degree,no,no,no,telephone,may,mon,288,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
11318,50,housemaid,married,unknown,no,yes,no,telephone,jun,thu,167,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
19962,31,admin.,single,university.degree,no,yes,no,cellular,aug,fri,136,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
31657,38,technician,single,professional.course,no,yes,no,cellular,may,thu,855,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,yes
34382,35,technician,single,unknown,no,no,no,cellular,may,thu,745,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,yes
31844,59,retired,divorced,high.school,unknown,no,no,cellular,may,thu,97,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
25239,39,technician,married,university.degree,no,no,yes,cellular,nov,tue,1437,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,yes
39547,31,self-employed,single,university.degree,no,no,no,cellular,apr,thu,210,1,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,yes
30269,37,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,270,2,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,no
15796,43,services,married,high.school,no,yes,yes,cellular,jul,mon,1212,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,yes
10009,35,admin.,single,high.school,unknown,yes,no,telephone,jun,wed,93,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
30339,35,management,married,university.degree,no,yes,yes,cellular,apr,thu,435,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
1166,42,services,married,professional.course,no,yes,no,telephone,may,thu,813,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,yes
9489,45,housemaid,single,basic.9y,no,yes,no,telephone,jun,mon,113,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
31187,43,management,married,university.degree,no,yes,no,cellular,may,wed,124,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
11591,26,blue-collar,married,basic.4y,no,no,no,telephone,jun,fri,25,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
4920,52,services,married,high.school,no,no,no,telephone,may,wed,91,3,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
17398,58,retired,married,unknown,unknown,yes,no,telephone,jul,mon,22,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
4731,37,technician,single,university.degree,no,no,no,telephone,may,wed,494,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
11304,28,blue-collar,single,high.school,no,no,no,telephone,jun,thu,1017,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
35502,34,admin.,single,university.degree,no,no,no,cellular,may,mon,283,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
28213,42,technician,divorced,professional.course,no,yes,no,cellular,apr,tue,157,1,999,1,failure,-1.8,93.075,-47.1,1.453,5099.1,no
16868,57,blue-collar,married,basic.4y,no,yes,no,telephone,jul,thu,305,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
35614,46,technician,divorced,professional.course,no,yes,no,cellular,may,mon,431,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,yes
38318,37,blue-collar,married,basic.6y,no,no,no,cellular,oct,thu,128,2,6,3,failure,-3.4,92.431,-26.9,0.74,5017.5,yes
32392,39,blue-collar,married,basic.9y,unknown,no,no,cellular,may,fri,69,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
19334,47,admin.,married,high.school,unknown,yes,no,cellular,aug,wed,136,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
12227,56,management,married,university.degree,no,yes,no,telephone,jul,thu,188,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no
13529,36,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,217,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
4516,37,technician,married,professional.course,no,yes,no,telephone,may,tue,657,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
2494,39,admin.,married,high.school,unknown,yes,no,telephone,may,tue,514,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
40401,31,student,single,unknown,no,yes,no,cellular,aug,thu,375,2,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,yes
29750,37,management,married,university.degree,no,no,no,cellular,apr,mon,666,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
39430,58,housemaid,single,professional.course,no,no,no,cellular,apr,mon,158,2,6,2,success,-1.8,93.749,-34.6,0.642,5008.7,no
24343,39,admin.,married,unknown,no,no,no,cellular,nov,mon,66,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
37133,51,management,married,university.degree,no,yes,no,cellular,aug,tue,249,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,5076.2,yes
31862,41,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,thu,102,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
841,38,technician,married,professional.course,no,no,no,telephone,may,wed,216,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
25056,56,retired,married,basic.4y,no,no,no,cellular,nov,tue,130,3,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
22254,31,admin.,single,university.degree,no,no,no,cellular,aug,thu,419,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
30267,53,admin.,single,university.degree,no,no,yes,cellular,apr,thu,586,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
6310,41,admin.,divorced,high.school,no,no,no,telephone,may,tue,72,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
35763,47,admin.,single,university.degree,no,no,no,cellular,may,mon,53,4,999,1,failure,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
14461,57,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,tue,659,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
26726,43,technician,married,professional.course,no,yes,yes,cellular,nov,thu,47,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
26465,42,admin.,married,university.degree,no,yes,no,cellular,nov,thu,871,5,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,yes
40476,42,technician,married,professional.course,no,no,no,cellular,aug,thu,295,1,6,2,success,-1.7,94.027,-38.3,0.899,4991.6,yes
20320,32,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,1080,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
2331,40,technician,divorced,university.degree,no,yes,no,telephone,may,tue,217,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
40877,22,self-employed,single,professional.course,no,yes,no,cellular,oct,wed,218,1,999,0,nonexistent,-1.1,94.601,-49.5,0.9590000000000001,4963.6,yes
19967,50,blue-collar,married,basic.6y,no,no,no,cellular,aug,fri,733,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
39208,27,services,single,university.degree,no,yes,no,cellular,mar,mon,104,1,6,1,success,-1.8,93.369,-34.8,0.652,5008.7,yes
7965,33,self-employed,single,university.degree,no,yes,no,telephone,jun,mon,171,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
20151,30,admin.,single,university.degree,no,no,yes,cellular,aug,mon,545,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
10034,36,blue-collar,married,basic.6y,no,yes,no,telephone,jun,thu,614,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes
38401,53,entrepreneur,married,basic.4y,no,yes,no,telephone,oct,tue,251,2,999,0,nonexistent,-3.4,92.431,-26.9,0.737,5017.5,no
19108,31,technician,single,professional.course,no,yes,no,cellular,aug,tue,935,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
39637,58,admin.,married,high.school,no,yes,no,cellular,may,wed,309,1,6,1,success,-1.8,93.876,-40.0,0.682,5008.7,yes
6367,35,admin.,married,university.degree,no,no,no,telephone,may,tue,235,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
34690,46,blue-collar,married,basic.9y,no,yes,yes,cellular,may,thu,221,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
1144,44,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,374,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
9738,52,entrepreneur,married,basic.9y,unknown,yes,no,telephone,jun,mon,699,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
39683,29,student,single,university.degree,no,yes,no,cellular,may,mon,556,1,999,1,failure,-1.8,93.876,-40.0,0.685,5008.7,yes
107,35,admin.,married,high.school,no,yes,no,telephone,may,mon,123,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
3401,50,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,544,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
8332,29,admin.,single,high.school,no,yes,no,telephone,jun,tue,235,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
21719,36,technician,single,high.school,no,yes,yes,cellular,aug,tue,629,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
31750,37,services,married,basic.9y,no,no,yes,cellular,may,thu,447,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
9185,32,blue-collar,married,high.school,unknown,no,no,telephone,jun,fri,182,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
15010,24,services,single,high.school,no,no,no,cellular,jul,thu,1150,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,yes
40788,50,management,married,university.degree,no,no,no,cellular,sep,thu,718,4,999,3,failure,-1.1,94.199,-37.5,0.878,4963.6,no
24053,30,admin.,married,university.degree,no,no,no,telephone,oct,wed,313,1,999,0,nonexistent,-0.1,93.79799999999999,-40.4,4.827,5195.8,yes
20472,44,services,married,high.school,unknown,yes,no,cellular,aug,tue,157,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
20116,31,admin.,married,university.degree,unknown,no,no,cellular,aug,mon,275,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
4199,32,admin.,single,university.degree,no,no,no,telephone,may,mon,470,4,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
35335,32,self-employed,married,professional.course,no,no,yes,telephone,may,fri,65,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
20626,45,blue-collar,married,high.school,unknown,yes,no,cellular,aug,wed,969,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
25656,31,admin.,single,high.school,no,yes,no,cellular,nov,wed,242,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
41065,29,technician,single,university.degree,no,no,no,telephone,nov,mon,360,1,3,2,success,-1.1,94.76700000000001,-50.8,1.05,4963.6,yes
13474,32,admin.,divorced,university.degree,no,no,no,cellular,jul,thu,75,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
26325,33,services,married,high.school,no,yes,yes,cellular,nov,thu,422,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
2451,38,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,173,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
5583,46,management,married,university.degree,no,no,no,telephone,may,mon,103,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
40977,42,technician,married,professional.course,no,yes,yes,cellular,oct,mon,509,1,6,1,success,-1.1,94.601,-49.5,1.0,4963.6,yes
36831,52,self-employed,married,university.degree,no,yes,no,cellular,jun,mon,322,1,3,1,success,-2.9,92.963,-40.8,1.26,5076.2,yes
14206,24,blue-collar,single,high.school,no,yes,no,cellular,jul,mon,51,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
10158,59,entrepreneur,divorced,high.school,unknown,yes,no,telephone,jun,thu,1268,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes
1909,50,housemaid,divorced,high.school,no,no,no,telephone,may,fri,177,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
3288,46,unknown,married,basic.6y,unknown,no,no,telephone,may,thu,51,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
12948,27,management,single,university.degree,no,yes,yes,cellular,jul,tue,76,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
38546,55,retired,married,basic.4y,no,yes,no,cellular,oct,thu,139,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes
39451,48,admin.,married,university.degree,no,no,no,telephone,apr,thu,185,1,6,2,success,-1.8,93.749,-34.6,0.644,5008.7,yes
33436,35,admin.,single,university.degree,no,yes,no,cellular,may,tue,536,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
36843,21,admin.,single,high.school,no,no,no,cellular,jun,mon,173,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
9807,32,unknown,single,basic.6y,no,yes,no,telephone,jun,wed,62,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
8621,36,blue-collar,married,basic.9y,no,no,yes,telephone,jun,wed,920,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
30056,52,blue-collar,married,basic.6y,no,no,no,cellular,apr,thu,247,5,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,yes
32832,30,management,married,university.degree,no,yes,no,cellular,may,mon,249,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
37042,31,admin.,single,high.school,no,yes,no,cellular,jul,wed,167,1,999,1,failure,-2.9,92.469,-33.6,1.0290000000000001,5076.2,yes
26478,30,self-employed,single,university.degree,no,no,no,cellular,nov,thu,385,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
40558,37,admin.,married,university.degree,no,yes,no,cellular,sep,wed,729,1,999,1,failure,-1.1,94.199,-37.5,0.8859999999999999,4963.6,yes
37995,43,technician,married,professional.course,no,no,no,cellular,sep,tue,293,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.7879999999999999,5017.5,yes
988,37,admin.,married,university.degree,no,no,no,telephone,may,wed,209,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
20460,32,technician,single,university.degree,no,yes,no,cellular,aug,tue,171,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
8551,24,student,single,high.school,no,no,no,telephone,jun,wed,132,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
18479,43,admin.,married,unknown,no,yes,no,telephone,jul,thu,121,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
33908,32,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,wed,459,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,yes
39325,38,student,single,unknown,no,no,yes,cellular,mar,mon,248,1,3,4,success,-1.8,93.369,-34.8,0.639,5008.7,yes
9565,29,admin.,married,high.school,no,no,no,telephone,jun,mon,100,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
39004,42,services,married,university.degree,no,no,no,cellular,dec,wed,179,1,6,1,success,-3.0,92.713,-33.0,0.715,5023.5,yes
