Adjusted Grade,New?,Other Location Code in LCGMS,School Name,SED Code,Location Code,District,Latitude,Longitude,Address (Full),City,Zip,Grades,Grade Low,Grade High,Community School?,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent Black / Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Rigorous Instruction Rating,Collaborative Teachers %,Collaborative Teachers Rating,Supportive Environment %,Supportive Environment Rating,Effective School Leadership %,Effective School Leadership Rating,Strong Family-Community Ties %,Strong Family-Community Ties Rating,Trust %,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency,Grade 3 ELA - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 ELA 4s - American Indian or Alaska Native,Grade 3 ELA 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 ELA 4s - White,Grade 3 ELA 4s - Multiracial,Grade 3 ELA 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math - All Students tested,Grade 3 Math 4s - All Students,Grade 3 Math 4s - American Indian or Alaska Native,Grade 3 Math 4s - Black or African American,Grade 3 Math 4s - Hispanic or Latino,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 Math 4s - White,Grade 3 Math 4s - Multiracial,Grade 3 Math 4s - Limited English Proficient,Grade 3 Math 4s - Economically Disadvantaged,Grade 4 ELA - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 ELA 4s - American Indian or Alaska Native,Grade 4 ELA 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 ELA 4s - White,Grade 4 ELA 4s - Multiracial,Grade 4 ELA 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math - All Students Tested,Grade 4 Math 4s - All Students,Grade 4 Math 4s - American Indian or Alaska Native,Grade 4 Math 4s - Black or African American,Grade 4 Math 4s - Hispanic or Latino,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 Math 4s - White,Grade 4 Math 4s - Multiracial,Grade 4 Math 4s - Limited English Proficient,Grade 4 Math 4s - Economically Disadvantaged,Grade 5 ELA - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 ELA 4s - American Indian or Alaska Native,Grade 5 ELA 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 ELA 4s - White,Grade 5 ELA 4s - Multiracial,Grade 5 ELA 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math - All Students Tested,Grade 5 Math 4s - All Students,Grade 5 Math 4s - American Indian or Alaska Native,Grade 5 Math 4s - Black or African American,Grade 5 Math 4s - Hispanic or Latino,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 Math 4s - White,Grade 5 Math 4s - Multiracial,Grade 5 Math 4s - Limited English Proficient,Grade 5 Math 4s - Economically Disadvantaged,Grade 6 ELA - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 ELA 4s - American Indian or Alaska Native,Grade 6 ELA 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 ELA 4s - White,Grade 6 ELA 4s - Multiracial,Grade 6 ELA 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math - All Students Tested,Grade 6 Math 4s - All Students,Grade 6 Math 4s - American Indian or Alaska Native,Grade 6 Math 4s - Black or African American,Grade 6 Math 4s - Hispanic or Latino,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 Math 4s - White,Grade 6 Math 4s - Multiracial,Grade 6 Math 4s - Limited English Proficient,Grade 6 Math 4s - Economically Disadvantaged,Grade 7 ELA - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 ELA 4s - American Indian or Alaska Native,Grade 7 ELA 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 ELA 4s - White,Grade 7 ELA 4s - Multiracial,Grade 7 ELA 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math - All Students Tested,Grade 7 Math 4s - All Students,Grade 7 Math 4s - American Indian or Alaska Native,Grade 7 Math 4s - Black or African American,Grade 7 Math 4s - Hispanic or Latino,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 Math 4s - White,Grade 7 Math 4s - Multiracial,Grade 7 Math 4s - Limited English Proficient,Grade 7 Math 4s - Economically Disadvantaged,Grade 8 ELA - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 ELA 4s - American Indian or Alaska Native,Grade 8 ELA 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 ELA 4s - White,Grade 8 ELA 4s - Multiracial,Grade 8 ELA 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math - All Students Tested,Grade 8 Math 4s - All Students,Grade 8 Math 4s - American Indian or Alaska Native,Grade 8 Math 4s - Black or African American,Grade 8 Math 4s - Hispanic or Latino,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 Math 4s - White,Grade 8 Math 4s - Multiracial,Grade 8 Math 4s - Limited English Proficient,Grade 8 Math 4s - Economically Disadvantaged
,,,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION,3.33E+11,32K562,32,40.688922,-73.91033,"125 COVERT ST BROOKLYN, NY 11207",BROOKLYN,11207,"06,07,08",6,8,No,0.85,N/A,0.25,0.01,0.28,0.69,0.96,0.02,0.92,0.25,0.88,Meeting Target,0.95,Meeting Target,0.89,Meeting Target,0.92,Meeting Target,0.79,Meeting Target,0.95,Exceeding Target,Approaching Target,2.11,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,1,0,0,1,0,0,0,0,0,88,1,0,0,1,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,89,1,0,0,0,0,0,0,0,1,92,1,0,0,1,0,0,0,0,1,91,0,0,0,0,0,0,0,0,0
,,,BEGINNING WITH CHILDREN CHARTER SCHOOL II,3.31E+11,84K037,14,40.703878,-73.953472,"215 HEYWARD ST BROOKLYN, NY 11206",BROOKLYN,11206,"0K,01,02,03,04,05,06,07,08",0K,8,No,0.8,40077.78,0.21,0.02,0.31,0.65,0.96,0.01,0.95,0.14,0.94,N/A,0.98,N/A,1,N/A,0.92,N/A,0.9,N/A,0.98,N/A,N/A,N/A,N/A,52,3,0,0,3,0,0,0,0,3,52,21,0,2,16,0,0,0,1,19,40,4,0,3,1,0,0,0,0,0,40,21,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 2,3.31E+11,84K125,14,40.697704,-73.943342,"211 THROOP AVE-3RD FL BROOKLYN, NY 11206",BROOKLYN,11206,"0K,01,02,03,04,05,06,07,08",0K,8,No,0.71,38458.24,0.03,0.01,0.7,0.25,0.95,0.01,1,0,0.91,N/A,0.93,N/A,0.99,N/A,0.85,N/A,0.95,N/A,0.95,N/A,N/A,N/A,N/A,78,22,0,14,8,0,0,0,0,12,78,63,0,43,20,0,0,0,0,29,47,19,0,14,2,0,0,0,0,9,47,39,0,28,7,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,SUCCESS ACADEMY CHARTER SCHOOL - COBBLE HILL,3.32E+11,84K129,15,40.685159,-73.993634,"284 BALTIC ST-BSMT BROOKLYN, NY 11201",BROOKLYN,11201,"0K,01,02,03,04,05,06,07,08",0K,8,No,0.43,70496.26,0.03,0.05,0.33,0.3,0.63,0.29,1,0,0.9,N/A,0.92,N/A,1,N/A,0.84,N/A,0.95,N/A,0.96,N/A,N/A,N/A,N/A,102,39,0,17,7,0,12,0,0,10,102,79,0,30,20,0,23,0,0,21,54,39,0,16,5,4,11,0,0,15,54,49,0,21,9,0,12,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,SUCCESS ACADEMY CHARTER SCHOOL - WILLIAMSBURG,3.31E+11,84K182,14,40.711863,-73.960049,"183 S 3RD ST-4TH FL BROOKLYN, NY 11211",BROOKLYN,11211,"0K,01,03,04,05,06,07,08",0K,8,No,0.67,44501.44,0.06,0.03,0.32,0.54,0.85,0.09,1,0,0.97,N/A,0.96,N/A,1,N/A,0.86,N/A,0.97,N/A,0.99,N/A,N/A,N/A,N/A,99,6,0,0,4,0,0,0,0,2,99,54,0,19,27,0,0,0,0,35,69,34,0,10,16,0,4,0,0,16,69,63,0,21,32,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,EXPLORE EXCEED CHARTER SCHOOL,3.32E+11,84K333,17,40.677036,-73.960074,"443 ST MARKS AVE-RM 114 BROOKLYN, NY 11238",BROOKLYN,11238,"0K,01,02,03,04,05,06,07,08",0K,8,No,0.72,45240.23,0.05,0.03,0.78,0.16,0.94,0,0.94,0.16,0.92,Meeting Target,0.93,Exceeding Target,0.92,Exceeding Target,0.88,Exceeding Target,0.86,Meeting Target,0.96,Exceeding Target,Approaching Target,2.23,2.65,57,2,0,0,1,0,0,0,0,1,57,4,0,1,2,0,0,0,0,3,64,3,0,3,0,0,0,0,0,2,64,1,0,1,0,0,0,0,0,1,60,0,0,0,0,0,0,0,0,0,60,5,0,4,0,0,0,0,0,5,66,3,0,3,0,0,0,0,0,3,66,6,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,WILLIAMSBURG COLLEGIATE CHARTER SCHOOL,3.31E+11,84K355,14,40.705915,-73.962068,"157 WILSON ST-4TH FL BROOKLYN, NY 11211",BROOKLYN,11211,"05,06,07,08,09,10,11,12",5,12,No,0.71,N/A,0.04,0,0.35,0.63,0.98,0.02,0.97,0.04,0.91,Exceeding Target,0.97,Exceeding Target,0.87,Exceeding Target,0.93,Exceeding Target,0.85,Exceeding Target,0.95,Exceeding Target,Exceeding Target,2.62,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,9,0,0,8,0,0,0,0,5,83,8,0,0,8,0,0,0,0,4,87,2,0,0,2,0,0,0,0,2,87,25,0,8,16,0,0,0,0,22,83,8,0,0,6,0,0,0,0,5,83,15,0,0,12,0,0,0,0,11,76,4,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
,,,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL,3.32E+11,84K356,17,40.662087,-73.936458,"790 E NEW YORK AVE BROOKLYN, NY 11203",BROOKLYN,11203,"0K,01,02,03,04,05,06,07,08,09,10,11,12",0K,12,No,0.57,44077.39,0,0,0.95,0.04,0.99,0,0.98,0.01,0.84,Approaching Target,0.84,Meeting Target,0.81,Meeting Target,0.77,Approaching Target,0.85,Meeting Target,0.85,Approaching Target,Meeting Target,2.59,2.93,91,5,0,5,0,0,0,0,0,3,91,36,0,34,0,0,0,0,0,26,84,5,0,5,0,0,0,0,0,3,88,22,0,22,0,0,0,0,0,19,106,14,0,0,0,0,0,0,0,9,104,11,0,0,0,0,0,0,0,6,91,9,0,8,0,0,0,0,0,3,91,29,0,28,0,0,0,0,0,16,86,9,0,0,0,0,0,0,0,5,86,22,0,0,0,0,0,0,0,15,75,8,0,0,0,0,0,0,0,6,75,27,0,0,0,0,0,0,0,20
,,,KIPP AMP CHARTER SCHOOL,3.32E+11,84K357,17,40.672272,-73.937164,"1224 PARK PL-4TH FL BROOKLYN, NY 11213",BROOKLYN,11213,"0K,01,02,03,04,05,06,07,08,09,10,11,12",0K,12,No,0.72,36954.18,0.01,0.01,0.87,0.09,0.96,0.01,0.95,0.16,0.84,Approaching Target,0.82,Approaching Target,0.81,Meeting Target,0.77,Approaching Target,0.83,Approaching Target,0.9,Meeting Target,Exceeding Target,2.48,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,1,0,1,0,0,0,0,0,1,91,2,0,1,1,0,0,0,0,2,83,7,0,6,0,0,0,0,0,6,83,8,0,6,0,0,0,0,0,8,83,5,0,5,0,0,0,0,0,4,83,14,0,10,2,0,0,0,0,12,81,8,0,7,1,0,0,0,0,8,81,14,0,12,2,0,0,0,0,13
,,,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,3.32E+11,84K358,19,40.663784,-73.893259,"557 PENNSYLVANIA AVE BROOKLYN, NY 11207",BROOKLYN,11207,"0K,01,02,03,04,05,06,07,08,09,10,11,12",0K,12,No,0.69,35515.31,0.01,0,0.82,0.16,0.98,0,0.98,0.02,0.91,Meeting Target,0.91,Meeting Target,0.86,Exceeding Target,0.84,Meeting Target,0.89,Meeting Target,0.89,Meeting Target,Meeting Target,2.69,2.95,94,14,0,12,0,0,0,0,0,14,94,49,0,42,0,0,0,0,0,43,88,4,0,4,0,0,0,0,0,4,87,24,0,21,0,0,0,0,0,20,67,6,0,4,0,0,0,0,0,5,66,9,0,9,0,0,0,0,0,8,60,7,0,6,0,0,0,0,0,6,60,20,0,11,0,0,0,0,0,15,64,12,0,0,0,0,0,0,0,9,64,21,0,0,0,0,0,0,0,16,69,13,0,10,0,0,0,0,0,10,69,20,0,15,0,0,0,0,0,15
,,,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,3.32E+11,84K360,16,40.675732,-73.935082,"1580 DEAN ST-3RD FL BROOKLYN, NY 11213",BROOKLYN,11213,"06,07,08,09,10,11,12",6,12,No,0.75,N/A,0.03,0,0.83,0.15,0.98,0.01,0.95,0.13,0.8,Approaching Target,0.83,Meeting Target,0.8,Meeting Target,0.84,Meeting Target,0.78,Approaching Target,0.87,Approaching Target,Approaching Target,2.16,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,4,0,4,0,0,0,0,0,0,85,1,0,0,0,0,0,0,0,0,90,1,0,1,0,0,0,0,0,0,90,3,0,3,0,0,0,0,0,1,94,5,0,4,1,0,0,0,0,4,94,2,0,1,1,0,0,0,0,2
,,,HELLENIC CLASSICAL CHARTER SCHOOL,3.32E+11,84K362,15,40.662963,-73.992106,"646 5TH AVE BROOKLYN, NY 11215",BROOKLYN,11215,"0K,01,02,03,04,05,06,07,08",0K,8,No,0.48,52361.11,0.03,0.03,0.26,0.4,0.66,0.28,0.96,0.07,0.96,Exceeding Target,0.94,Exceeding Target,0.94,Exceeding Target,0.91,Exceeding Target,0.85,Meeting Target,0.95,Exceeding Target,Exceeding Target,2.94,3.34,55,11,0,2,3,0,5,0,0,3,55,29,0,6,9,0,13,0,0,12,52,14,0,3,5,0,5,0,0,8,52,15,0,1,6,0,7,0,0,8,58,12,0,5,4,0,3,0,0,6,57,20,0,4,9,0,5,0,0,10,53,12,0,5,2,0,5,0,0,6,53,19,0,6,4,0,9,0,0,8,46,4,0,1,1,0,0,0,0,1,46,5,0,2,1,0,0,0,0,1,51,12,0,2,0,0,9,0,0,3,51,23,0,5,0,0,13,0,0,8
,,,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1,3.31E+11,84K367,14,40.696726,-73.947309,"70 TOMPKINS AVE-2ND FL BROOKLYN, NY 11206",BROOKLYN,11206,"0K,01,02,03,04,05,06,07,08",0K,8,No,0.75,38902.22,0.04,0.01,0.69,0.27,0.96,0.01,0,1,1,Exceeding Target,0.96,Exceeding Target,0.96,Exceeding Target,0.89,Exceeding Target,0.96,Exceeding Target,0.97,Exceeding Target,N/A,3.3,4.16,76,25,0,18,5,0,0,0,0,12,76,73,0,57,0,0,0,0,0,45,71,43,0,36,6,0,0,0,0,24,71,68,0,54,0,0,0,0,0,36,56,30,0,20,0,0,0,0,0,15,56,50,0,34,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,EXPLORE EXCEL CHARTER SCHOOL,3.32E+11,84K379,18,40.642544,-73.90803,"1077 REMSEN AVE BROOKLYN, NY 11236",BROOKLYN,11236,"0K,01,02,03,04,05,06,07,08",0K,8,No,0.54,57512.74,0.04,0.01,0.9,0.05,0.96,0,0.96,0.1,0.83,Approaching Target,0.81,Approaching Target,0.78,Approaching Target,0.79,Meeting Target,0.84,Meeting Target,0.87,Meeting Target,Approaching Target,2.28,2.5,58,4,0,4,0,0,0,0,0,0,58,14,0,13,0,0,0,0,0,8,57,9,0,8,0,0,0,0,0,6,57,15,0,14,0,0,0,0,0,11,60,0,0,0,0,0,0,0,0,0,60,1,0,1,0,0,0,0,0,0,63,2,0,2,0,0,0,0,0,2,62,2,0,2,0,0,0,0,0,2,58,3,0,2,0,0,0,0,0,2,58,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,INVICTUS PREPARATORY CHARTER SCHOOL,3.32E+11,84K386,19,40.670064,-73.874556,"370 FOUNTAIN AVE-3RD FL BROOKLYN, NY 11208",BROOKLYN,11208,"06,07,08",6,8,No,0.7,N/A,0.03,0.02,0.76,0.19,0.96,0,0.95,0.14,0.78,Approaching Target,0.71,Approaching Target,0.8,Meeting Target,0.65,Not Meeting Target,0.79,Approaching Target,0.79,Approaching Target,Approaching Target,2.3,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,89,3,0,3,0,0,0,0,0,2,92,2,0,1,0,0,0,0,0,1,78,3,0,0,0,0,0,0,0,2,77,6,0,3,0,0,0,0,0,5,91,5,0,5,0,0,0,0,0,2,91,6,0,5,0,0,0,0,0,4
,,,TEACHING FIRMS OF AMERICA-PROFESSIONAL PREPARATORY CHARTER SCHOOL,3.32E+11,84K406,16,40.688447,-73.935295,"616 QUINCY ST-3RD FL BROOKLYN, NY 11221",BROOKLYN,11221,"0K,01,02,03,04,05",0K,5,No,0.82,36971.47,0.08,0.01,0.74,0.2,0.94,0.01,0.92,0.26,0.95,Exceeding Target,0.93,Exceeding Target,0.92,Exceeding Target,0.89,Exceeding Target,0.9,Exceeding Target,0.95,Exceeding Target,N/A,2.72,2.49,64,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,68,8,0,6,0,0,0,0,0,6,68,3,0,3,0,0,0,0,0,3,49,9,0,6,2,0,0,0,0,8,49,3,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,3.31E+11,84K508,13,40.682396,-73.965924,"510 WAVERLY AVE BROOKLYN, NY 11238",BROOKLYN,11238,"0K,01,02,03,04,05,06,07,08,09,10,11,12",0K,12,No,0.69,42984.69,0,0.01,0.88,0.11,0.99,0,0.98,0.01,0.94,Exceeding Target,0.93,Exceeding Target,0.84,Meeting Target,0.9,Exceeding Target,0.88,Meeting Target,0.92,Meeting Target,Meeting Target,2.62,2.98,88,16,0,15,1,0,0,0,0,9,88,39,0,33,6,0,0,0,0,25,87,13,0,12,0,0,0,0,0,8,87,40,0,37,0,0,0,0,0,29,101,11,0,10,1,0,0,0,0,7,101,11,0,10,1,0,0,0,0,7,86,10,0,6,0,0,0,0,0,7,87,12,0,9,0,0,0,0,0,9,84,5,0,3,1,0,0,0,0,5,84,10,0,8,1,0,0,0,0,7,87,15,0,14,1,0,0,0,0,11,87,25,0,23,2,0,0,0,0,17
,,,LEADERSHIP PREP BEDFORD STUYVESANT UNCOMMON PREP CHARTER SCHOOL,3.31E+11,84K517,13,40.681896,-73.945611,"141 MACON ST-1ST FL BROOKLYN, NY 11216",BROOKLYN,11216,"0K,01,02,03,04,05,06,07,08",0K,8,No,0.67,41399.29,0.02,0.01,0.87,0.09,0.96,0.01,0.96,0.12,0.92,Meeting Target,0.89,Meeting Target,0.94,N/A,0.83,Meeting Target,0.87,Meeting Target,0.94,Meeting Target,Exceeding Target,2.79,3.3,87,11,0,10,0,0,0,0,0,11,87,43,0,34,5,0,0,0,0,39,87,30,0,27,0,0,0,0,0,21,87,53,0,48,0,0,0,0,0,37,81,3,0,3,0,0,0,0,0,3,81,8,0,6,1,0,0,0,0,6,89,15,0,14,1,0,0,0,0,10,89,30,0,26,4,0,0,0,0,20,66,15,0,10,3,0,0,0,0,10,67,20,0,14,4,0,0,0,0,14,55,10,0,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
,,,COMMUNITY ROOTS CHARTER SCHOOL,3.31E+11,84K536,13,40.695143,-73.977889,"51 ST EDWARDS ST-3RD FL BROOKLYN, NY 11205",BROOKLYN,11205,"0K,01,02,03,04,05,06,07,08",0K,8,No,0.36,61778.93,0.02,0.04,0.33,0.16,0.48,0.39,1,0,0.91,Meeting Target,0.93,Exceeding Target,0.86,Meeting Target,0.89,Exceeding Target,0.97,Exceeding Target,0.93,Exceeding Target,Meeting Target,2.86,2.86,47,11,0,2,1,0,7,0,0,0,46,18,0,5,3,0,8,0,0,2,50,10,0,0,1,0,6,0,0,0,49,8,0,0,0,0,6,0,0,0,49,3,0,0,0,0,3,0,0,0,49,11,0,2,0,0,8,0,0,0,53,8,0,0,0,0,5,0,0,0,53,7,0,0,0,0,5,0,0,0,54,7,0,0,0,0,4,0,0,0,54,4,0,0,0,0,3,0,0,0,31,2,0,0,0,0,2,0,0,0,27,3,0,1,0,0,0,0,0,0
,,,ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL,3.33E+11,84K538,32,40.697892,-73.919072,"1300 GREENE AVE BROOKLYN, NY 11237",BROOKLYN,11237,"0K,01,02,03,04,05,06,07,08,09,10,11,12",0K,12,No,0.72,N/A,0.08,0.01,0.38,0.6,0.99,0,0.98,0.01,0.93,Exceeding Target,0.93,Exceeding Target,0.9,N/A,0.88,Meeting Target,0.89,Exceeding Target,0.94,Exceeding Target,Exceeding Target,2.73,3.27,91,8,0,3,5,0,0,0,1,8,92,48,0,14,34,0,0,0,0,46,95,15,0,5,8,0,0,0,0,11,95,34,0,8,24,0,0,0,0,30,96,15,0,0,11,0,0,0,0,14,96,34,0,0,24,0,0,0,0,28,96,24,0,0,17,0,0,0,0,15,96,40,0,0,29,0,0,0,0,31,90,13,0,0,9,0,0,0,0,10,90,49,0,0,36,0,0,0,0,43,90,16,0,4,12,0,0,0,0,12,91,49,0,18,31,0,0,0,0,41
,,,EXCELLENCE BOYS CHARTER SCHOOL,3.32E+11,84K593,16,40.683447,-73.925849,"225 PATCHEN AVE BROOKLYN, NY 11233",BROOKLYN,11233,"0K,01,02,03,04,05,06,07,08",0K,8,No,0.65,41262.87,0.02,0.02,0.88,0.08,0.96,0.01,0.94,0,0.89,Meeting Target,0.88,Meeting Target,0.77,Approaching Target,0.84,Meeting Target,0.86,Meeting Target,0.85,Meeting Target,Meeting Target,2.63,3.2,85,4,0,3,0,0,0,0,0,4,85,28,0,25,0,0,0,0,0,23,84,22,0,21,0,0,0,0,0,14,84,50,0,46,0,0,0,0,0,39,56,8,0,7,0,0,0,0,0,2,83,11,0,9,0,0,0,0,0,6,74,12,0,11,0,0,0,0,0,6,74,17,0,14,0,0,0,0,0,11,70,3,0,3,0,0,0,0,0,3,71,15,0,14,0,0,0,0,0,6,50,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,,,KINGS COLLEGIATE CHARTER SCHOOL,3.32E+11,84K608,18,40.677469,-73.942071,"1485 PACIFIC ST-FL 2 BROOKLYN, NY 11212",BROOKLYN,11212,"05,06,07,08,09,10,11,12",5,12,No,0.48,N/A,0.01,0,0.97,0.02,0.99,0,0.97,0.05,0.84,Approaching Target,0.89,Meeting Target,0.86,Exceeding Target,0.89,Exceeding Target,0.85,Exceeding Target,0.94,Exceeding Target,Exceeding Target,2.67,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1,0,1,0,0,0,0,0,0,85,8,0,8,0,0,0,0,0,6,86,11,0,11,0,0,0,0,0,7,85,16,0,15,0,0,0,0,0,10,83,6,0,6,0,0,0,0,0,5,83,18,0,18,0,0,0,0,0,15,71,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
,,,ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,3.32E+11,84K626,23,40.674493,-73.913246,"2021 BERGEN ST-RM 149 BROOKLYN, NY 11233",BROOKLYN,11233,"0K,01,02,03,04,05",0K,5,No,0.74,35872.33,0.01,0,0.88,0.11,0.99,0,0.98,0.04,0.91,Meeting Target,0.91,Meeting Target,0.83,Meeting Target,0.84,Meeting Target,0.87,Meeting Target,0.91,Meeting Target,Approaching Target,2.59,2.78,84,11,0,10,1,0,0,0,0,9,87,29,0,28,1,0,0,0,0,24,89,14,0,13,1,0,0,0,0,12,89,22,0,22,0,0,0,0,0,18,93,7,0,7,0,0,0,0,0,6,93,9,0,8,1,0,0,0,0,6,81,12,0,10,2,0,0,0,0,10,81,29,0,26,3,0,0,0,0,23,86,6,0,6,0,0,0,0,0,5,86,12,0,12,0,0,0,0,0,9,90,19,0,17,2,0,0,0,0,14,90,30,0,28,2,0,0,0,0,22
