Date,Team,Time,Opponent,Rank,Site,TV,Result,Attendance,Current Wins,Current Losses,Stadium Capacity,Fill Rate,New Coach,Tailgating,PRCP,SNOW,SNWD,TMAX,TMIN,Opponent_Rank,Conference,Year,Month,Day
10/25/2003,Virginia,3:00 PM,Troy State*,NR,"Scott StadiumCharlottesville, VA",Not on TV,W 24–0,57580,4,3,61500,0.936260163,FALSE,FALSE,0,0,0,60,34,NR,ACC,2003,10,25
11/22/2003,Virginia,12:00 PM,Georgia Tech,NR,"Scott StadiumCharlottesville, VA",JPS,W 29–17,58526,5,5,61500,0.951642276,FALSE,FALSE,0,0,0,69,48,NR,ACC,2003,11,22
9/11/2004,Virginia,3:30 PM,North Carolina,15,"Scott StadiumCharlottesville, VA (South's Oldest Rivalry)",ABC,W 56–24,62790,1,0,61500,1.02097561,FALSE,FALSE,0,0,0,83,63,NR,ACC,2004,9,11
9/18/2004,Virginia,3:00 PM,Akron*,12,"Scott StadiumCharlottesville, VA",Not on TV,W 51–0,57868,2,0,61500,0.940943089,FALSE,FALSE,1.67,0,0,77,59,NR,ACC,2004,9,18
9/25/2004,Virginia,3:30 PM,Syracuse*,12,"Scott StadiumCharlottesville, VA",Not on TV,W 31–10,59699,3,0,61500,0.970715447,FALSE,FALSE,0,0,0,79,57,NR,ACC,2004,9,25
10/7/2004,Virginia,7:30 PM,Clemson,10,"Scott StadiumCharlottesville, VA",ESPN,W 30–10,61833,4,0,61500,1.005414634,FALSE,FALSE,0,0,0,68,43,NR,ACC,2004,10,7
11/6/2004,Virginia,3:30 PM,Maryland,12,"Scott StadiumCharlottesville, VA (rivalry)",ABC,W 16–0,63072,6,1,61500,1.025560976,FALSE,FALSE,0,0,0,61,42,NR,ACC,2004,11,6
11/13/2004,Virginia,3:30 PM,No. 18 Miami,10,"Scott StadiumCharlottesville, VA",ABC,L 21–31,63701,7,1,61500,1.035788618,FALSE,FALSE,0.92,0,0,46,40,18,ACC,2004,11,13
9/3/2005,Virginia,6:30 PM,Western Michigan*,23,"Scott StadiumCharlottesville, VA",ESPN360,W 31–19,61244,0,0,61500,0.995837398,FALSE,FALSE,0,0,0,87,63,NR,ACC,2005,9,3
9/24/2005,Virginia,3:30 PM,Duke,19,"Scott StadiumCharlottesville, VA",ESPN360,W 38–7,61021,2,0,61500,0.992211382,FALSE,FALSE,0.27,0,0,94,64,NR,ACC,2005,9,24
10/15/2005,Virginia,8:00 PM,No. 5 Florida State,NR,"Scott StadiumCharlottesville, VA (Jefferson-Eppes Trophy)",ESPN,W 26–21,63106,3,2,61500,1.026113821,FALSE,FALSE,0,0,0,72,57,5,ACC,2005,10,15
11/5/2005,Virginia,3:30 PM,Temple*,NR,"Scott StadiumCharlottesville, VA",Not on TV,W 51–3,57060,4,3,61500,0.927804878,FALSE,FALSE,0,0,0,74,46,NR,ACC,2005,11,5
11/12/2005,Virginia,3:30 PM,No. 24 Georgia Tech,NR,"Scott StadiumCharlottesville, VA",ABC,W 27–17,60061,5,3,61500,0.976601626,FALSE,FALSE,0,0,0,57,37,24,ACC,2005,11,12
9/9/2006,Virginia,3:30 PM,Wyoming*,NR,"Scott StadiumCharlottesville, VA",Not on TV,W 13–12 OT,60429,0,1,61500,0.982585366,FALSE,FALSE,0.01,0,0,80,63,NR,ACC,2006,9,9
9/16/2006,Virginia,3:30 PM,Western Michigan*,NR,"Scott StadiumCharlottesville, VA",ESPN360,L 10–17,59679,1,1,61500,0.970390244,FALSE,FALSE,0.03,0,0,78,60,NR,ACC,2006,9,16
10/14/2006,Virginia,3:30 PM,Maryland,NR,"Scott StadiumCharlottesville, VA (rivalry)",ESPN360,L 26–28,59367,2,4,61500,0.965317073,FALSE,FALSE,0,0,0,58,35,NR,ACC,2006,10,14
10/19/2006,Virginia,7:30 PM,North Carolina,NR,"Scott StadiumCharlottesville, VA (South's Oldest Rivalry)",ESPN,W 23–0,56632,2,5,61500,0.920845528,FALSE,FALSE,0.01,0,0,80,57,NR,ACC,2006,10,19
10/28/2006,Virginia,12:00 PM,NC State,NR,"Scott StadiumCharlottesville, VA",LFS,W 14–7,55730,3,5,61500,0.906178862,FALSE,FALSE,1.3,0,0,52,42,NR,ACC,2006,10,28
11/18/2006,Virginia,12:00 PM,Miami,NR,"Scott StadiumCharlottesville, VA",LFS,W 17–7,54552,4,6,61500,0.88702439,FALSE,FALSE,0,0,0,59,36,NR,ACC,2006,11,18
9/8/2007,Virginia,12:00 PM,Duke,NR,"Scott StadiumCharlottesville, VA",LFS,W 24–13,58554,0,1,61500,0.952097561,FALSE,FALSE,0,0,0,93,66,NR,ACC,2007,9,8
9/22/2007,Virginia,12:00 PM,Georgia Tech,NR,"Scott StadiumCharlottesville, VA",ESPNU,W 28–23,57681,2,1,61500,0.937902439,FALSE,FALSE,0.01,0,0,82,60,NR,ACC,2007,9,22
9/29/2007,Virginia,7:00 PM,Pittsburgh*,NR,"Scott StadiumCharlottesville, VA",ESPNU,W 44–14,60888,3,1,61500,0.99004878,FALSE,FALSE,0,0,0,81,56,NR,ACC,2007,9,29
10/13/2007,Virginia,3:30 PM,Connecticut*,NR,"Scott StadiumCharlottesville, VA",ESPNU,W 17–16,60004,5,1,61500,0.975674797,FALSE,FALSE,0,0,0,68,47,NR,ACC,2007,10,13
11/3/2007,Virginia,12:00 PM,No. 21 Wake Forest,NR,"Scott StadiumCharlottesville, VA",LFS,W 17–16,60106,7,2,61500,0.977333333,FALSE,FALSE,0,0,0,56,40,21,ACC,2007,11,3
8/30/2008,Virginia,3:30 PM,No. 2 USC*,NR,"Scott StadiumCharlottesville, VA",ABC,L 7–52,64947,0,0,61500,1.05604878,FALSE,FALSE,0,0,0,82,67,2,ACC,2008,8,30
9/6/2008,Virginia,3:45 PM,Richmond*,NR,"Scott StadiumCharlottesville, VA",ESPNU,W 16–0,51007,0,1,61500,0.829382114,FALSE,FALSE,1.37,0,0,87,66,NR,ACC,2008,9,6
10/4/2008,Virginia,7:00 PM,Maryland,NR,"Scott StadiumCharlottesville, VA (rivalry)",ESPNU,W 31–0,50727,1,3,61500,0.824829268,FALSE,FALSE,0,0,0,73,51,NR,ACC,2008,10,4
10/11/2008,Virginia,12:00 PM,East Carolina*,NR,"Scott StadiumCharlottesville, VA",Raycom,W 35–20,52398,2,3,61500,0.852,FALSE,FALSE,0,0,0,75,53,NR,ACC,2008,10,11
10/18/2008,Virginia,3:30 PM,No. 18 North Carolina,NR,"Scott StadiumCharlottesville, VA (South's Oldest Rivalry)",ABC,W 16–13 OT,52342,3,3,61500,0.851089431,FALSE,FALSE,0.08,0,0,53,43,18,ACC,2008,10,18
11/1/2008,Virginia,12:00 PM,Miami,NR,"Scott StadiumCharlottesville, VA",Raycom,L 17–24 OT,53308,5,3,61500,0.866796748,FALSE,FALSE,0,0,0,69,37,NR,ACC,2008,11,1
11/22/2008,Virginia,12:00 PM,Clemson,NR,"Scott StadiumCharlottesville, VA",Raycom,L 3–13,51979,5,5,61500,0.845186992,FALSE,FALSE,0,0,0,37,23,NR,ACC,2008,11,22
9/5/2009,Virginia,6:00 PM,No. 14 (FCS) William & Mary*,NR,"Scott StadiumCharlottesville, VA",ESPN360,L 14–26,54587,0,0,61500,0.887593496,FALSE,FALSE,0,0,0,84,60,1,ACC,2009,9,5
9/12/2009,Virginia,3:30 PM,No. 16 TCU*,NR,"Scott StadiumCharlottesville, VA",ESPNU,L 14–30,48336,0,1,61500,0.78595122,FALSE,FALSE,0,0,0,79,57,16,ACC,2009,9,12
10/10/2009,Virginia,3:30 PM,Indiana*,NR,"Scott StadiumCharlottesville, VA",ESPN360,W 47–7,45371,1,3,61500,0.737739837,FALSE,FALSE,0.03,0,0,82,55,NR,ACC,2009,10,10
10/24/2009,Virginia,12:00 PM,No. 13 Georgia Tech,NR,"Scott StadiumCharlottesville, VA",Raycom,L 9–34,43016,3,3,61500,0.699447154,FALSE,FALSE,0.2,0,0,67,57,13,ACC,2009,10,24
10/31/2009,Virginia,3:30 PM,Duke,NR,"Scott StadiumCharlottesville, VA",ESPN360,L 17–28,41713,3,4,61500,0.678260163,FALSE,FALSE,0.01,0,0,57,52,NR,ACC,2009,10,31
11/14/2009,Virginia,3:30 PM,Boston College,NR,"Scott StadiumCharlottesville, VA",ESPN360,L 10–14,44324,3,6,61500,0.720715447,FALSE,FALSE,0.15,0,0,54,47,NR,ACC,2009,11,14
9/4/2010,Virginia,6:00 PM,Richmond*,NR,"Scott StadiumCharlottesville, VA",ESPN3,W 34–13,54146,0,0,61500,0.880422764,TRUE,FALSE,0,0,0,95,64,NR,ACC,2010,9,4
9/25/2010,Virginia,1:30 PM,VMI*,NR,"Scott StadiumCharlottesville, VA",ESPN3,W 48–7,43592,1,1,61500,0.708813008,TRUE,FALSE,0,0,0,98,65,NR,ACC,2010,9,25
10/16/2010,Virginia,6:00 PM,North Carolina,NR,"Scott StadiumCharlottesville, VA (South's Oldest Rivalry)",ESPN3,L 10–44,50830,2,3,61500,0.826504065,TRUE,FALSE,0,0,0,61,46,NR,ACC,2010,10,16
10/23/2010,Virginia,6:00 PM,Eastern Michigan*,NR,"Scott StadiumCharlottesville, VA",ESPN3,W 48–21,37386,2,4,61500,0.607902439,TRUE,FALSE,0,0,0,62,44,NR,ACC,2010,10,23
10/30/2010,Virginia,12:00 PM,No. 22 Miami (FL),NR,"Scott StadiumCharlottesville, VA",ESPN,W 24–19,39328,3,4,61500,0.639479675,TRUE,FALSE,0,0,0,58,38,22,ACC,2010,10,30
11/13/2010,Virginia,3:30 PM,Maryland,NR,"Scott StadiumCharlottesville, VA (rivalry)",ESPN3,L 23–42,45634,4,5,61500,0.74201626,TRUE,FALSE,0,0,0,64,42,NR,ACC,2010,11,13
9/3/2011,Virginia,6:00 PM,No. 3 (FCS) William & Mary*,NR,"Scott StadiumCharlottesville, VA",ESPN3,W 40–3,51956,0,0,61500,0.844813008,FALSE,FALSE,0,0,0,79,64,NR,ACC,2011,9,3
9/24/2011,Virginia,3:30 PM,Southern Miss*,NR,"Scott StadiumCharlottesville, VA",ACCRSN,L 24–30,43220,2,1,61500,0.702764228,FALSE,FALSE,0.55,0,0,69,62,NR,ACC,2011,9,24
10/1/2011,Virginia,3:30 PM,Idaho*,NR,"Scott StadiumCharlottesville, VA",ESPN3,W 21–20 OT,39827,2,2,61500,0.647593496,FALSE,FALSE,0,0,0,73,48,NR,ACC,2011,10,1
10/15/2011,Virginia,3:30 PM,No. 12 Georgia Tech,NR,"Scott StadiumCharlottesville, VA",ESPNU,W 24–21,47692,3,2,61500,0.775479675,FALSE,FALSE,0.05,0,0,69,50,12,ACC,2011,10,15
10/22/2011,Virginia,3:30 PM,NC State,NR,"Scott StadiumCharlottesville, VA",ESPNU,L 14–28,46030,4,2,61500,0.748455285,FALSE,FALSE,0,0,0,62,44,NR,ACC,2011,10,22
11/12/2011,Virginia,3:00 PM,Duke,NR,"Scott StadiumCharlottesville, VA",ACCRSN,W 31–21,45733,6,3,61500,0.743626016,FALSE,FALSE,0,0,0,49,33,NR,ACC,2011,11,12
9/1/2012,Virginia,3:00 PM,Richmond*,NR,"Scott StadiumCharlottesville, VA",ESPN3,W 43–19,50081,0,0,61500,0.814325203,FALSE,FALSE,0.01,0,0,93,68,NR,ACC,2012,9,1
9/8/2012,Virginia,12:00 PM,Penn State*,NR,"Scott StadiumCharlottesville, VA",ABC,W 17–16,56087,1,0,61500,0.91198374,FALSE,FALSE,0,0,0,89,68,NR,ACC,2012,9,8
9/29/2012,Virginia,3:30 PM,Louisiana Tech*,NR,"Scott StadiumCharlottesville, VA",ESPN3,L 38–44,42027,2,2,61500,0.683365854,FALSE,FALSE,0.08,0,0,77,57,NR,ACC,2012,9,29
10/13/2012,Virginia,3:00 PM,Maryland,NR,"Scott StadiumCharlottesville, VA (rivalry)",ACCRSN,L 20–27,45556,2,4,61500,0.740747967,FALSE,FALSE,0,0,0,68,38,NR,ACC,2012,10,13
10/20/2012,Virginia,12:30 PM,Wake Forest,NR,"Scott StadiumCharlottesville, VA",ACCN,L 10–16,41167,2,5,61500,0.669382114,FALSE,FALSE,0,0,0,73,51,NR,ACC,2012,10,20
11/10/2012,Virginia,12:00 PM,Miami,NR,"Scott StadiumCharlottesville, VA",ABC,W 41–40,45870,3,6,61500,0.745853659,FALSE,FALSE,0,0,0,62,39,NR,ACC,2012,11,10
8/31/2013,Virginia,3:30 PM,BYU*,NR,"Scott StadiumCharlottesville, VA",ESPNU,W 19–16,53310,0,0,61500,0.866829268,FALSE,FALSE,0,0,0,84,68,NR,ACC,2013,8,31
9/7/2013,Virginia,3:30 PM,No. 2 Oregon*,NR,"Scott StadiumCharlottesville, VA",ABC/ESPN2,L 10–59,58502,1,0,61500,0.951252033,FALSE,FALSE,0,0,0,77,56,2,ACC,2013,9,7
9/21/2013,Virginia,3:30 PM,VMI*,NR,"Scott StadiumCharlottesville, VA",ESPN3,W 49–0,40165,1,1,61500,0.653089431,FALSE,FALSE,0,0,0,74,59,NR,ACC,2013,9,21
10/5/2013,Virginia,12:00 PM,Ball State*,NR,"Scott StadiumCharlottesville, VA",ACCRSN,L 27–48,38228,2,2,61500,0.621593496,FALSE,FALSE,0,0,0,87,65,NR,ACC,2013,10,5
10/19/2013,Virginia,3:30 PM,Duke,NR,"Scott StadiumCharlottesville, VA",ACCRSN,L 22–35,39071,2,4,61500,0.635300813,FALSE,FALSE,0,0,0,69,48,NR,ACC,2013,10,19
10/26/2013,Virginia,12:30 PM,Georgia Tech,NR,"Scott StadiumCharlottesville, VA",ACCN,L 25–35,41930,2,5,61500,0.681788618,FALSE,FALSE,0,0,0,57,33,NR,ACC,2013,10,26
11/2/2013,Virginia,3:30 PM,No. 9 Clemson,NR,"Scott StadiumCharlottesville, VA",ESPN,L 10–59,46959,2,6,61500,0.763560976,FALSE,FALSE,0.05,0,0,77,54,9,ACC,2013,11,2
8/30/2014,Virginia,12:00 PM,No. 7 UCLA*,NR,"Scott StadiumCharlottesville, VA",ESPN,L 20–28,44749,0,0,61500,0.727626016,FALSE,FALSE,0,0,0,81,61,7,ACC,2014,8,30
9/6/2014,Virginia,3:30 PM,No. 17 (FCS) Richmond*,NR,"Scott StadiumCharlottesville, VA",ESPN3,W 45–13,34533,0,1,61500,0.561512195,FALSE,FALSE,0,0,0,89,69,1,ACC,2014,9,6
9/13/2014,Virginia,12:30 PM,No. 21 Louisville,NR,"Scott StadiumCharlottesville, VA",ACCN,W 23–21,34816,1,1,61500,0.566113821,FALSE,FALSE,0,0,0,76,61,21,ACC,2014,9,13
9/27/2014,Virginia,3:30 PM,Kent State*,NR,"Scott StadiumCharlottesville, VA",ESPN3,W 45–13,33526,2,2,61500,0.545138211,FALSE,FALSE,0,0,0,77,56,NR,ACC,2014,9,27
10/4/2014,Virginia,7:30 PM,Pittsburgh,NR,"Scott StadiumCharlottesville, VA",ACCRSN,W 24–19,43307,3,2,61500,0.704178862,FALSE,FALSE,0.63,0,0,71,58,NR,ACC,2014,10,4
10/25/2014,Virginia,12:30 PM,North Carolina,NR,"Scott StadiumCharlottesville, VA (South's Oldest Rivalry)",ACCN,L 27–28,45200,4,3,61500,0.73495935,FALSE,FALSE,0,0,0,70,48,NR,ACC,2014,10,25
11/22/2014,Virginia,7:30 PM,Miami (FL),NR,"Scott StadiumCharlottesville, VA",ESPN2,W 30–13,39112,4,6,61500,0.63596748,FALSE,FALSE,0,0,0,39,23,NR,ACC,2014,11,22
9/12/2015,Virginia,3:30 PM,No. 9 Notre Dame*,NR,"Scott StadiumCharlottesville, VA",ABC,L 27–34,58200,0,1,61500,0.946341463,FALSE,FALSE,1.1,0,0,84,63,9,ACC,2015,9,12
9/19/2015,Virginia,3:30 PM,William & Mary*,NR,"Scott StadiumCharlottesville, VA",ESPN3,W 35–29,41881,0,2,61500,0.68099187,FALSE,FALSE,0,0,0,85,61,NR,ACC,2015,9,19
9/25/2015,Virginia,8:00 PM,Boise State*,NR,"Scott StadiumCharlottesville, VA",ESPN,L 14–56,42427,1,2,61500,0.689869919,FALSE,FALSE,0,0,0,76,56,NR,ACC,2015,9,25
10/17/2015,Virginia,3:30 PM,Syracuse,NR,"Scott StadiumCharlottesville, VA",ACCRSN,W 44–38 3OT,39223,1,4,61500,0.637772358,FALSE,FALSE,0,0,0,69,48,NR,ACC,2015,10,17
10/31/2015,Virginia,3:00 PM,Georgia Tech,NR,"Scott StadiumCharlottesville, VA",ACCRSN,W 27–21,32308,2,5,61500,0.525333333,FALSE,FALSE,0,0,0,60,39,NR,ACC,2015,10,31
11/21/2015,Virginia,3:30 PM,Duke,NR,"Scott StadiumCharlottesville, VA",ESPN3,W 42–34,35178,3,7,61500,0.572,FALSE,FALSE,0,0,0,56,35,NR,ACC,2015,11,21
9/3/2016,Virginia,3:30 PM,No. 4 (FCS) Richmond*,NR,"Scott StadiumCharlottesville, VA",ACCN+,L 20–37,49270,0,0,61500,0.801138211,TRUE,FALSE,0,0,0,76,61,NR,ACC,2016,9,3
9/24/2016,Virginia,12:30 PM,Central Michigan*,NR,"Scott StadiumCharlottesville, VA",ACCRSN,W 49–35,35211,0,3,61500,0.572536585,TRUE,FALSE,0,0,0,89,65,NR,ACC,2016,9,24
10/15/2016,Virginia,12:30 PM,Pittsburgh,NR,"Scott StadiumCharlottesville, VA",ACCN,L 31–45,39522,2,3,61500,0.642634146,TRUE,FALSE,0,0,0,63,47,NR,ACC,2016,10,15
10/22/2016,Virginia,3:00 PM,No. 22 North Carolina,NR,"Scott StadiumCharlottesville, VA (South's Oldest Rivalry)",ACCRSN,L 14–35,40882,2,4,61500,0.664747967,TRUE,FALSE,0.04,0,0,65,48,22,ACC,2016,10,22
10/29/2016,Virginia,12:00 PM,No. 5 Louisville,NR,"Scott StadiumCharlottesville, VA",ABC/ESPN2,L 25–32,34824,2,5,61500,0.566243902,TRUE,FALSE,0,0,0,65,48,5,ACC,2016,10,29
11/12/2016,Virginia,2:00 PM,Miami (FL),NR,"Scott StadiumCharlottesville, VA",ACCRSN,L 14–34,39867,2,7,61500,0.648243902,TRUE,FALSE,0,0,0,63,33,NR,ACC,2016,11,12
9/2/2017,Virginia,3:30 PM,William & Mary*,NR,"Scott StadiumCharlottesville, VA",ACCN Extra,W 28–10,38828,0,0,61500,0.631349593,FALSE,FALSE,1.13,0,0,62,52,NR,ACC,2017,9,2
9/9/2017,Virginia,3:30 PM,Indiana*,NR,"Scott StadiumCharlottesville, VA",ESPNU,L 17–34,38993,1,0,61500,0.63403252,FALSE,FALSE,0,0,0,76,55,NR,ACC,2017,9,9
9/16/2017,Virginia,12:00 PM,UConn*,NR,"Scott StadiumCharlottesville, VA",ESPN2,W 38–18,33056,1,1,61500,0.537495935,FALSE,FALSE,0,0,0,81,62,NR,ACC,2017,9,16
10/7/2017,Virginia,12:20 PM,Duke,NR,"Scott StadiumCharlottesville, VA",ACCN,W 28–21,38638,3,1,61500,0.628260163,FALSE,FALSE,0,0,0,86,59,NR,ACC,2017,10,7
10/21/2017,Virginia,12:30 PM,Boston College,NR,"Scott StadiumCharlottesville, VA",ACCRSN,L 10–41,39216,5,1,61500,0.637658537,FALSE,FALSE,0,0,0,79,54,NR,ACC,2017,10,21
11/4/2017,Virginia,3:00 PM,Georgia Tech,NR,"Scott StadiumCharlottesville, VA",ACCRSN,W 40–36,38448,5,3,61500,0.625170732,FALSE,FALSE,0,0,0,80,49,NR,ACC,2017,11,4
9/1/2018,Virginia,6:00 PM,Richmond*,NR,"Scott StadiumCharlottesville, VA",ACCN Extra,W 42–13,40524,0,0,61500,0.658926829,FALSE,FALSE,0,0,0,87,68,NR,ACC,2018,9,1
9/22/2018,Virginia,12:30 PM,Louisville,NR,"Scott StadiumCharlottesville, VA",ACCRSN,W 27–3,34446,2,1,61500,0.560097561,FALSE,FALSE,0,0,0,81,67,NR,ACC,2018,9,22
10/13/2018,Virginia,7:00 PM,No. 16 Miami (FL),NR,"Scott StadiumCharlottesville, VA",ESPN2,W 16–13,42393,3,2,61500,0.689317073,FALSE,FALSE,0.02,0,0,67,48,16,ACC,2018,10,13
10/27/2018,Virginia,12:20 PM,North Carolina,NR,"Scott StadiumCharlottesville, VA (South's Oldest Rivalry)",Raycom,W 31–21,43000,5,2,61500,0.699186992,FALSE,FALSE,1.56,0,0,48,40,NR,ACC,2018,10,27
11/2/2018,Virginia,7:30 PM,Pittsburgh,23,"Scott StadiumCharlottesville, VA",ESPN2,L 13–23,36256,6,2,61500,0.589528455,FALSE,FALSE,0,0,0,69,54,NR,ACC,2018,11,2
11/10/2018,Virginia,3:00 PM,Liberty*,NR,"Scott StadiumCharlottesville, VA",ACCRSN,W 45–24,41485,6,3,61500,0.674552846,FALSE,FALSE,0.32,0,0,49,38,NR,ACC,2018,11,10
9/2/2000,Washington,12:30 PM,Idaho*,14,"Husky StadiumSeattle, WA",FSN,W 44–20,70117,0,0,72500,0.967131034,FALSE,TRUE,0,0,0,68,53,NR,Pac-12,2000,9,2
10/21/2000,Washington,3:30 PM,California,9,"Husky StadiumSeattle, WA",FSN,W 36–24,70113,5,1,72500,0.967075862,FALSE,TRUE,0,0,0,57,43,NR,Pac-12,2000,10,21
11/4/2000,Washington,12:30 PM,Arizona,8,"Husky StadiumSeattle, WA",ABC,W 35–32,70411,7,1,72500,0.971186207,FALSE,TRUE,0.28,0,0,55,46,NR,Pac-12,2000,11,4
11/11/2000,Washington,12:30 PM,UCLA,7,"Husky StadiumSeattle, WA",ABC,W 35–28,71886,8,1,72500,0.991531034,FALSE,TRUE,0,0,0,44,32,NR,Pac-12,2000,11,11
9/8/2001,Washington,12:30 PM,No. 11 Michigan*,15,"Husky StadiumSeattle, WA",ABC,W 23–18,74080,0,0,72500,1.021793103,FALSE,TRUE,0,0,0,76,51,11,Pac-12,2001,9,8
9/22/2001,Washington,12:30 PM,Idaho*,13,"Husky StadiumSeattle, WA",FSN,W 53–3,70145,1,0,72500,0.967517241,FALSE,TRUE,0,0,0,78,54,NR,Pac-12,2001,9,22
10/6/2001,Washington,12:30 PM,USC,11,"Husky StadiumSeattle, WA",FSN,W 27–24,72946,3,0,72500,1.006151724,FALSE,TRUE,0,0,0,63,48,NR,Pac-12,2001,10,6
10/20/2001,Washington,3:30 PM,Arizona,15,"Husky StadiumSeattle, WA",FSN,W 31–28,71108,4,1,72500,0.9808,FALSE,TRUE,0,0,0,53,44,NR,Pac-12,2001,10,20
11/3/2001,Washington,12:30 PM,No. 10 Stanford,11,"Husky StadiumSeattle, WA",FSN,W 42–28,72090,6,1,72500,0.994344828,FALSE,TRUE,0,0,0,60,45,10,Pac-12,2001,11,3
11/17/2001,Washington,12:30 PM,No. 9 Washington State,16,"Husky StadiumSeattle, WA (Apple Cup)",ABC,W 26–14,74442,7,2,72500,1.026786207,FALSE,TRUE,0,0,0,50,40,9,Pac-12,2001,11,17
9/7/2002,Washington,12:30 PM,San Jose State*,11,"Husky StadiumSeattle, WA",FSN,W 34–10,70147,0,1,72500,0.967544828,FALSE,TRUE,0,0,0,70,54,NR,Pac-12,2002,9,7
9/21/2002,Washington,7:00 PM,Wyoming*,11,"Husky StadiumSeattle, WA",FSN,W 38–7,72898,1,1,72500,1.005489655,FALSE,TRUE,0,0,0,70,44,NR,Pac-12,2002,9,21
9/28/2002,Washington,12:30 PM,Idaho*,13,"Husky StadiumSeattle, WA",FSN,W 41–27,70070,2,1,72500,0.966482759,FALSE,TRUE,0,0,0,74,47,NR,Pac-12,2002,9,28
10/5/2002,Washington,12:30 PM,California,12,"Husky StadiumSeattle, WA",FSN,L 27–34,71337,3,1,72500,0.983958621,FALSE,TRUE,0.01,0,0,59,50,NR,Pac-12,2002,10,5
10/12/2002,Washington,12:30 PM,Arizona,22,"Husky StadiumSeattle, WA",FSN,W 32–28,71016,3,2,72500,0.979531034,FALSE,TRUE,0,0,0,61,39,NR,Pac-12,2002,10,12
11/2/2002,Washington,4:00 PM,UCLA,NR,"Husky StadiumSeattle, WA",TBS,L 24–34,72017,4,4,72500,0.993337931,FALSE,TRUE,0,0,0,55,27,NR,Pac-12,2002,11,2
11/9/2002,Washington,12:30 PM,Oregon State,NR,"Husky StadiumSeattle, WA",FSN,W 41–29,72557,4,5,72500,1.000786207,FALSE,TRUE,0.27,0,0,57,46,NR,Pac-12,2002,11,9
9/6/2003,Washington,1:00 PM,Indiana*,22,"Husky StadiumSeattle, WA",FSN,W 38–13,71125,0,1,72500,0.981034483,TRUE,TRUE,0,0,0,80,55,NR,Pac-12,2003,9,6
9/20/2003,Washington,1:00 PM,Idaho*,21,"Husky StadiumSeattle, WA",FSN,W 45–14,71178,1,1,72500,0.981765517,TRUE,TRUE,0,0,0,67,49,NR,Pac-12,2003,9,20
9/27/2003,Washington,12:30 PM,Stanford,18,"Husky StadiumSeattle, WA",FSN,W 28–17,71875,2,1,72500,0.99137931,TRUE,TRUE,0,0,0,80,56,NR,Pac-12,2003,9,27
10/11/2003,Washington,12:30 PM,Nevada*,NR,"Husky StadiumSeattle, WA",FSN,L 17–28,70149,3,2,72500,0.967572414,TRUE,TRUE,0.29,0,0,55,48,NR,Pac-12,2003,10,11
11/1/2003,Washington,7:00 PM,Oregon,NR,"Husky StadiumSeattle, WA  - (rivalry)",TBS,W 42–10,72450,4,4,72500,0.999310345,TRUE,TRUE,0.03,0,0,44,30,NR,Pac-12,2003,11,1
11/22/2003,Washington,3:30 PM,No. 8 Washington State,NR,"Husky StadiumSeattle, WA  - (Apple Cup)",FSN,W 27–19,74549,5,6,72500,1.028262069,TRUE,TRUE,0,0,0,40,29,8,Pac-12,2003,11,22
9/5/2004,Washington,2:30 PM,Fresno State*,NR,"Husky StadiumSeattle, WA",FSN,L 16–35,65345,0,0,72500,0.901310345,FALSE,TRUE,0,0,0,71,55,NR,Pac-12,2004,9,5
9/18/2004,Washington,4:00 PM,UCLA,NR,"Husky StadiumSeattle, WA",ABC,L 31–37,65235,0,1,72500,0.899793103,FALSE,TRUE,0.05,0,0,59,50,NR,Pac-12,2004,9,18
10/9/2004,Washington,12:30 PM,San Jose State*,NR,"Husky StadiumSeattle, WA",Not on TV,W 21–6,65816,0,4,72500,0.907806897,FALSE,TRUE,0.05,0,0,61,51,NR,Pac-12,2004,10,9
10/16/2004,Washington,12:30 PM,Oregon State,NR,"Husky StadiumSeattle, WA",Not on TV,L 14–29,65351,1,4,72500,0.901393103,FALSE,TRUE,0.56,0,0,57,52,NR,Pac-12,2004,10,16
11/6/2004,Washington,12:30 PM,Arizona,NR,"Husky StadiumSeattle, WA",Not on TV,L 13–23,63225,1,7,72500,0.872068966,FALSE,TRUE,0.02,0,0,52,42,NR,Pac-12,2004,11,6
11/13/2004,Washington,12:30 PM,No. 5 California,NR,"Husky StadiumSeattle, WA",Not on TV,L 12–42,63451,1,8,72500,0.875186207,FALSE,TRUE,0,0,0,56,45,5,Pac-12,2004,11,13
9/10/2005,Washington,12:30 PM,No. 16 California,NR,"Husky StadiumSeattle, WA",ABC,L 17–56,57775,0,1,72500,0.796896552,TRUE,TRUE,0.61,0,0,66,52,16,Pac-12,2005,9,10
9/17/2005,Washington,12:30 PM,Idaho*,NR,"Husky StadiumSeattle, WA",Not on TV,W 34–6,61183,0,2,72500,0.843903448,TRUE,TRUE,0,0,0,67,51,NR,Pac-12,2005,9,17
9/24/2005,Washington,12:30 PM,No. 16 Notre Dame*,NR,"Husky StadiumSeattle, WA",ABC,L 17–36,71473,1,2,72500,0.985834483,TRUE,TRUE,0,0,0,67,42,16,Pac-12,2005,9,24
10/22/2005,Washington,12:30 PM,No. 1 USC,NR,"Husky StadiumSeattle, WA",ABC,L 24–51,64096,1,5,72500,0.884082759,TRUE,TRUE,0,0,0,71,46,1,Pac-12,2005,10,22
