,Movie,Year,Genre,RunTime,Rating,Director,Actor,Description,IMDB_Score,Metascore,Votes,USA_Gross,Category
625, Batman Beyond,(1999–2001),"Animation,Action,Adventure",22 min,Not Rated,CurtGeda,"WillFriedle,KevinConroy,LaurenTom,TaranNoahSmith","Terry and Dana's relationship is strained when Terry's Batman duties get in the way of their relationship. Receiving a flower, Dana believes it's from Terry but comes to realize it's from ...                See full summary »",7.2,,264,,DC
626, Batman Beyond,(1999–2001),"Animation,Action,Adventure",22 min,Not Rated,CurtGeda,"WillFriedle,KevinConroy,TeriGarr,MichaelGross","Fifty years into the future, a young Terry McGinnis meets the aged and reclusive Bruce Wayne even as the boy's father discovers a foul secret of his corrupt employer that leads to his death.",8.5,,510,,DC
627, Batman Beyond,(1999–2001),"Animation,Action,Adventure",22 min,Not Rated,CurtGeda,"WillFriedle,KevinConroy,ShermanHoward,GeorgeTakei","Determined to bring his father's murderers to justice, Terry finally impulsively resorts to using Wayne's last Batsuit to investigate as the new Batman.",8.4,,468,,DC
628, Batman Beyond,(1999–2001),"Animation,Action,Adventure",22 min,Not Rated,KyungWonLim,"WillFriedle,KevinConroy,ScottMcAfee,CreeSummer",McGinnis' high school seems to be haunted by a poltergeist.,7.8,,251,,DC
629, Batman Beyond,(1999–2001),"Animation,Action,Adventure",22 min,Not Rated,CurtGeda,"WillFriedle,KevinConroy,ShermanHoward,ChrisMulkey",An inventor of a sound-based weapon plots against Bruce Wayne.,8.2,,347,,DC
630, Batman Beyond,(1999–2001),"Animation,Action,Adventure",22 min,Not Rated,DanRiba,"WillFriedle,KevinConroy,MichaelMcKean,PaulWinfield",An arrogantly intrusive reporter with a special ability to become intangible discovers Terry and Bruce's big secret.,8.6,,298,,DC
631, Batman Beyond,(1999–2001),"Animation,Action,Adventure",22 min,Not Rated,DanRiba,"WillFriedle,KevinConroy,MalachiThrone,ReinerSchöne",A genetically enhanced gorilla enlists Batman's help to hunt his kidnappers.,7.9,,214,,DC
632, Batman Beyond,(1999–2001),"Animation,Action,Adventure",22 min,Not Rated,ButchLukic,"WillFriedle,KevinConroy,JonCypher,StockardChanning",A new supervillain is manipulating victims to commit crimes for him using extremely lifelike illusions.,8.0,,320,,DC
633, Batman Beyond,(1999–2001),"Animation,Action,Adventure",22 min,Not Rated,CurtGeda,"WillFriedle,KevinConroy,IanBuchanan,CreeSummer",Splicing genetics into humans is the new thing among the kids at Terry's school. The city wants to make it illegal due to overly aggressive behavior in the subjects. Batman is suspicious.,8.4,,370,,DC
634, Batman Beyond,(1999–2001),"Animation,Action,Adventure",22 min,Not Rated,DanRiba,"WillFriedle,KevinConroy,MaxBrooks,ShiriAppleby","A status-seeking nerd illegally buys a robot girlfriend, only to have it become dangerously jealous.",7.3,,259,,DC
635, Batman Beyond,(1999–2001),"Animation,Action,Adventure",22 min,Not Rated,ButchLukic,"WillFriedle,KevinConroy,ChristopherMcDonald,FarrahForke",Superman comes for a visit to offer Terry membership in the Justice League. Superman needs Batman's help to find a traitor in the League.,8.6,,284,,DC
636, Batman Beyond,(1999–2001),"Animation,Action,Adventure",22 min,Not Rated,ButchLukic,"WillFriedle,KevinConroy,ChristopherMcDonald,JodiBenson","The identity of the traitor is revealed, which set the stage for a confrontation.",8.7,,283,,DC
637, Batman Beyond,(1999–2001),"Animation,Action,Adventure",22 min,Not Rated,JamesTucker,"WillFriedle,KevinConroy,AlexisDenisof,CreeSummer","Terry goes for advanced martial arts training at a special dojo, but there is far more to one of his fellow students than he realizes.",7.7,,213,,DC
638, Batman Beyond,(1999–2001),"Animation,Action,Adventure",22 min,Not Rated,DanRiba,"WillFriedle,KevinConroy,AlexisDenisof,CreeSummer","After being seriously injured trying to stop Zander of the Kobra cult from kidnapping Max as his bride, Terry is still determined to stop him and his ultimate scheme.",8.0,,216,,DC
639, Batman Beyond,(1999–2001),"Animation,Action,Adventure",22 min,Not Rated,JamesTucker,"WillFriedle,KevinConroy,KathleenFreeman,AndyDick","Terry has a school project where he must constantly care for a baby simulator, even when he's out in the field as Batman.",7.9,,263,,DC
640, Batman Beyond,(1999–2001),"Animation,Action,Adventure",22 min,Not Rated,CurtGeda,"WillFriedle,KevinConroy,RachaelLeighCook,JohnRitter",Terry investigates a troubled child reform camp that is more like a prison.,7.9,,241,,DC
641, Batman Beyond,(1999–2001),"Animation,Action,Adventure",22 min,Not Rated,"YukioSuzuki,CurtGeda,ButchLukic,DanRiba","WillFriedle,KevinConroy,PeterJason,TeriGarr","While Terry investigates the source of illegal performance-enhancing stimulants based on Bane's venom, his mother suspects he is using them himself.",7.6,,338,,DC
642, Batman Beyond,(1999–2001),"Animation,Action,Adventure",22 min,Not Rated,KyungWonLim,"WillFriedle,KevinConroy,CreeSummer,KerriganMahan",Terry explains to Max why he needs a secret identity by telling the story of the trouble caused when he revealed it to a small boy who is then kidnapped by Kobra to interrogate him.,8.2,,225,,DC
643, Batman Beyond,(1999–2001),"Animation,Action,Adventure",22 min,Not Rated,DanRiba,"WillFriedle,KevinConroy,GeddeWatanabe,JoannaHulce",Batman hunts for a mysterious criminal with a personal repulsion field and one of the occupants of a medical research lab may be that person.,7.5,,226,,DC
644, Batman Beyond,(1999–2001),"Animation,Action,Adventure",22 min,Not Rated,KyungWonLim,"WillFriedle,KevinConroy,ChrisMulkey,EliMarienthal","When Terry goes missing, Wayne and Max go searching for him.",7.8,,228,,DC
645, Batman Beyond,(1999–2001),"Animation,Action,Adventure",22 min,Not Rated,DanRiba,"WillFriedle,JoeSpano,GaryCole,CreeSummer",Batman meets a good-hearted artificially intelligent robot assassin on the run from his creators.,7.8,,244,,DC
646, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",21 min,Unrated,FrankPaur,"KevinConroy,EfremZimbalistJr.,RobertCostanzo,LianeSchirmer",Det. Bullock reluctantly asks for Batman's assistance when he is convinced someone is trying to kill him.,8.3,,"1,015",,DC
647, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,EricRadomski,"KevinConroy,MarkHamill,ArleenSorkin,RichardMoll","In a bar, a collection of Batman's enemies chat about their failed attempts to kill him.",9.3,,"1,734",,DC
648, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,BoydKirkland,"KevinConroy,EfremZimbalistJr.,EdwardAsner,MariDevon","On Batman's annual intensive patrol of the street where his parents were murdered, Roland Dagget plots to devastate it.",7.8,,"1,372",,DC
649, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,KevinAltieri,"KevinConroy,EfremZimbalistJr.,BrockPeters,DavidWarner",Batman travels to Egypt and joins with Talia to hunt down Ra's al Ghul who is searching for an ancient source of ultimate power.,7.7,,951,,DC
650, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,DanRiba,"KevinConroy,LorenLester,RobertCostanzo,BobHastings",A washed-up actress with a bizarre condition that makes her look permanently like a child seeks revenge against her canceled show's cast and crew.,8.0,,"1,076",,DC
651, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,KevinAltieri,"KevinConroy,LorenLester,EfremZimbalistJr.,HenrySilva",Rupert Thorne hires steroid-enhanced mercenary Bane to eliminate Batman.,8.3,,"1,052",,DC
652, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,DanRiba,"KevinConroy,LorenLester,MelissaGilbert,AdrienneBarbeau","Batgirl, Catwoman and Robin team up to investigate the theft of a valuable cat statuette.",7.9,,957,,DC
653, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,FrankPaur,"KevinConroy,BobHastings,LloydBochner,JimCummings",The Joker infiltrates the birthday party of Mayor Hill's son to plant a bomb.,7.8,,"1,544",,DC
654, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,BoydKirkland,"KevinConroy,BobHastings,EfremZimbalistJr.,MariDevon",A series of bombings reminiscent of a long lost TV series occur and the washed up star of it may be connected.,9.0,,"1,646",,DC
655, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,FrankPaur,"KevinConroy,BobHastings,MariluHenner,PaulWilliams","It's love for the Penguin when socialite Veronica Vreeland hooks up with him, but it's only an attempt to raise her social status.",7.9,,"1,081",,DC
656, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,DanRiba,"KevinConroy,BobHastings,LloydBochner,RobertCostanzo","Although temporarily blinded, Batman is still determined to stop The Penguin who is threatening the city with a prototype attack helicopter.",7.7,,998,,DC
657, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,BoydKirkland,"KevinConroy,EfremZimbalistJr.,EdwardAsner,AdrienneBarbeau","While Catwoman searches for her missing cat, she uncovers a plot to infect Gotham City that Batman must help stop.",7.5,,"1,127",,DC
658, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,BoydKirkland,"KevinConroy,AdrienneBarbeau,MariluHenner,LianeSchirmer","Catwoman is trying to go straight, but is recruited by The Ventriloquist as a jewel thief.",8.0,,960,,DC
659, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,KentButterworth,"KevinConroy,RobertCostanzo,BobHastings,CliveRevill","On Christmas Eve, Joker broadcasts a pirate Christmas special on television. Batman and Robin have until midnight to fight their way past Joker's traps hidden all over town and rescue ...                See full summary »",8.1,,"1,826",,DC
660, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,BruceTimm,"KevinConroy,EfremZimbalistJr.,RobertIto,GohMisawa",Batman visits one of his teachers to help fight Kyodai Ken who has learned the secret of a death touch attack.,8.1,,"1,078",,DC
661, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,KevinAltieri,"KevinConroy,LorenLester,MichaelAnsara,DanO'Herlihy","An elderly amusement park owner breaks Mr. Freeze out of jail, hoping to be ""frozen"" like him in order to achieve immortality.",8.3,,"1,026",,DC
662, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,DickSebast,"KevinConroy,EfremZimbalistJr.,RichardDysart,TakayoFischer","While affected by the Scarecrow's fear toxin, Batman finds himself an inmate of Arkham Asylum.",8.4,,"1,280",,DC
663, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,KevinAltieri,"KevinConroy,BobHastings,EfremZimbalistJr.,JulieBrown","A health resort, reputed to able to restore one's youth, has a horrific price Batman must cancel.",7.5,,"1,254",,DC
664, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,DickSebast,"KevinConroy,BobHastings,MarkHamill,LorenLester","While investigating a mysterious series of athlete panic attacks during games, Robin is exposed to the fear toxin of the culprit, The Scarecrow.",7.9,,"1,270",,DC
665, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,DickSebast,"KevinConroy,EfremZimbalistJr.,EdwardAsner,MariDevon",A disfigured actor is forced to frame Bruce Wayne.,8.5,,"1,665",,DC
666, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,KevinAltieri,"KevinConroy,EfremZimbalistJr.,EdwardAsner,EdBegleyJr.","Forcibly overdosed on a shapechanging substance, Matt Hagan has become the shapeshifting monster, Clayface, and now wants revenge on Roland Dagget.",8.7,,"1,657",,DC
667, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,DanRiba,"KevinConroy,BobHastings,SteveSusskind,BessArmstrong","An energy weapon developed by the Army has disappeared, and Batman discovers that a mad shipping magnate who now fancies himself the god Zeus will use it to devastate Gotham.",7.3,,"1,011",,DC
668, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,KevinAltieri,"KevinConroy,LorenLester,BobHastings,LloydBochner","When Joker steals a nuclear weapon, Batman arranges for Harley Quinn's release from Arkham, so she can help him track the Joker down.",8.7,,"1,100",,DC
669, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,BoydKirkland,"KevinConroy,EfremZimbalistJr.,IngridOliu,MarkHamill","Harley Quinn teams up with Poison Ivy and both become the Queens of Crime, after the Joker and Batman find out.",8.7,,"1,240",,DC
670, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,KevinAltieri,"KevinConroy,LorenLester,RobertCostanzo,BobHastings","On her first day of release, Harley Quinn gets into a ridiculous amount of trouble in record time.",8.6,,"1,082",,DC
671, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,BruceTimm,"KevinConroy,EfremZimbalistJr.,MichaelAnsara,MariDevon",Batman must stop a vengeful Mr. Freeze from fulfilling his vendetta against a callous businessman.,9.1,,"2,317",,DC
672, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,KevinAltieri,"KevinConroy,EfremZimbalistJr.,BobHastings,BrockPeters","A hyper-sophisticated robot steals computer technology from Wayne Enterprises, leading Batman to a sentient supercomputer, H.A.R.D.A.C., and its plan to replace humans with androids.",8.1,,"1,133",,DC
673, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,KevinAltieri,"KevinConroy,BobHastings,LloydBochner,RobertCostanzo","Batman tracks a series of robots to Cybertron's headquarters, with some assistance from Barbara Gordon.",8.1,,"1,137",,DC
674, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,BoydKirkland,"KevinConroy,BobHastings,EfremZimbalistJr.,WilliamSanderson","H.A.R.D.A.C.'s robot replica of Bruce Wayne wanders around, believing itself to be the real Batman.",8.3,,"1,093",,DC
675, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,BoydKirkland,"KevinConroy,LorenLester,BobHastings,EfremZimbalistJr.","Poison Ivy, after being released from Arkham, has apparently settled for a normal life, married to her psychiatrist and doting on his two children. Batman and Robin are suspicious, however,...                See full summary »",8.4,,"1,035",,DC
676, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,BoydKirkland,"KevinConroy,LorenLester,EfremZimbalistJr.,BobHastings",Batman has serious doubts about his calling when Commissioner Gordon is seriously wounded.,8.6,,"1,256",,DC
677, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,FrankPaur,"KevinConroy,MatthewBrooks,AdamCarl,LindsayCrouse","While trying to thwart Penguin's robbery of a rare Faberge egg, Batman is weakened by exposure to a toxic gas. He takes shelter in a basement apartment belonging to a teen-aged amateur detective.",6.8,,"1,413",,DC
678, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,EricRadomski,"KevinConroy,LorenLester,EfremZimbalistJr.,BrockPeters",A fired puzzle designer seeks revenge against his greedy former employer as The Riddler.,8.4,,"1,245",,DC
679, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,BoydKirkland,"KevinConroy,RobertCostanzo,BobHastings,TownsendColeman",Batman intervenes in a gang war and tries to convince the older of two rival bosses to change his ways.,7.8,,"1,582",,DC
680, Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",22 min,Unrated,BoydKirkland,"KevinConroy,BobHastings,RobertCostanzo,EfremZimbalistJr.",An ordinary man finds himself forced to assist The Joker in one of his crimes.,8.6,,"1,721",,DC
