"Adjusted Grade","New?","Other Location Code in LCGMS","School Name","SED Code","Location Code","District","Latitude","Longitude","Address (Full)","City","Zip","Grades","Grade Low","Grade High","Community School?","Economic Need Index","School Income Estimate","Percent ELL","Percent Asian","Percent Black","Percent Hispanic","Percent Black / Hispanic","Percent White","Student Attendance Rate","Percent of Students Chronically Absent","Rigorous Instruction %","Rigorous Instruction Rating","Collaborative Teachers %","Collaborative Teachers Rating","Supportive Environment %","Supportive Environment Rating","Effective School Leadership %","Effective School Leadership Rating","Strong Family-Community Ties %","Strong Family-Community Ties Rating","Trust %","Trust Rating","Student Achievement Rating","Average ELA Proficiency","Average Math Proficiency","Grade 3 ELA - All Students Tested","Grade 3 ELA 4s - All Students","Grade 3 ELA 4s - American Indian or Alaska Native","Grade 3 ELA 4s - Black or African American","Grade 3 ELA 4s - Hispanic or Latino","Grade 3 ELA 4s - Asian or Pacific Islander","Grade 3 ELA 4s - White","Grade 3 ELA 4s - Multiracial","Grade 3 ELA 4s - Limited English Proficient","Grade 3 ELA 4s - Economically Disadvantaged","Grade 3 Math - All Students tested","Grade 3 Math 4s - All Students","Grade 3 Math 4s - American Indian or Alaska Native","Grade 3 Math 4s - Black or African American","Grade 3 Math 4s - Hispanic or Latino","Grade 3 Math 4s - Asian or Pacific Islander","Grade 3 Math 4s - White","Grade 3 Math 4s - Multiracial","Grade 3 Math 4s - Limited English Proficient","Grade 3 Math 4s - Economically Disadvantaged","Grade 4 ELA - All Students Tested","Grade 4 ELA 4s - All Students","Grade 4 ELA 4s - American Indian or Alaska Native","Grade 4 ELA 4s - Black or African American","Grade 4 ELA 4s - Hispanic or Latino","Grade 4 ELA 4s - Asian or Pacific Islander","Grade 4 ELA 4s - White","Grade 4 ELA 4s - Multiracial","Grade 4 ELA 4s - Limited English Proficient","Grade 4 ELA 4s - Economically Disadvantaged","Grade 4 Math - All Students Tested","Grade 4 Math 4s - All Students","Grade 4 Math 4s - American Indian or Alaska Native","Grade 4 Math 4s - Black or African American","Grade 4 Math 4s - Hispanic or Latino","Grade 4 Math 4s - Asian or Pacific Islander","Grade 4 Math 4s - White","Grade 4 Math 4s - Multiracial","Grade 4 Math 4s - Limited English Proficient","Grade 4 Math 4s - Economically Disadvantaged","Grade 5 ELA - All Students Tested","Grade 5 ELA 4s - All Students","Grade 5 ELA 4s - American Indian or Alaska Native","Grade 5 ELA 4s - Black or African American","Grade 5 ELA 4s - Hispanic or Latino","Grade 5 ELA 4s - Asian or Pacific Islander","Grade 5 ELA 4s - White","Grade 5 ELA 4s - Multiracial","Grade 5 ELA 4s - Limited English Proficient","Grade 5 ELA 4s - Economically Disadvantaged","Grade 5 Math - All Students Tested","Grade 5 Math 4s - All Students","Grade 5 Math 4s - American Indian or Alaska Native","Grade 5 Math 4s - Black or African American","Grade 5 Math 4s - Hispanic or Latino","Grade 5 Math 4s - Asian or Pacific Islander","Grade 5 Math 4s - White","Grade 5 Math 4s - Multiracial","Grade 5 Math 4s - Limited English Proficient","Grade 5 Math 4s - Economically Disadvantaged","Grade 6 ELA - All Students Tested","Grade 6 ELA 4s - All Students","Grade 6 ELA 4s - American Indian or Alaska Native","Grade 6 ELA 4s - Black or African American","Grade 6 ELA 4s - Hispanic or Latino","Grade 6 ELA 4s - Asian or Pacific Islander","Grade 6 ELA 4s - White","Grade 6 ELA 4s - Multiracial","Grade 6 ELA 4s - Limited English Proficient","Grade 6 ELA 4s - Economically Disadvantaged","Grade 6 Math - All Students Tested","Grade 6 Math 4s - All Students","Grade 6 Math 4s - American Indian or Alaska Native","Grade 6 Math 4s - Black or African American","Grade 6 Math 4s - Hispanic or Latino","Grade 6 Math 4s - Asian or Pacific Islander","Grade 6 Math 4s - White","Grade 6 Math 4s - Multiracial","Grade 6 Math 4s - Limited English Proficient","Grade 6 Math 4s - Economically Disadvantaged","Grade 7 ELA - All Students Tested","Grade 7 ELA 4s - All Students","Grade 7 ELA 4s - American Indian or Alaska Native","Grade 7 ELA 4s - Black or African American","Grade 7 ELA 4s - Hispanic or Latino","Grade 7 ELA 4s - Asian or Pacific Islander","Grade 7 ELA 4s - White","Grade 7 ELA 4s - Multiracial","Grade 7 ELA 4s - Limited English Proficient","Grade 7 ELA 4s - Economically Disadvantaged","Grade 7 Math - All Students Tested","Grade 7 Math 4s - All Students","Grade 7 Math 4s - American Indian or Alaska Native","Grade 7 Math 4s - Black or African American","Grade 7 Math 4s - Hispanic or Latino","Grade 7 Math 4s - Asian or Pacific Islander","Grade 7 Math 4s - White","Grade 7 Math 4s - Multiracial","Grade 7 Math 4s - Limited English Proficient","Grade 7 Math 4s - Economically Disadvantaged","Grade 8 ELA - All Students Tested","Grade 8 ELA 4s - All Students","Grade 8 ELA 4s - American Indian or Alaska Native","Grade 8 ELA 4s - Black or African American","Grade 8 ELA 4s - Hispanic or Latino","Grade 8 ELA 4s - Asian or Pacific Islander","Grade 8 ELA 4s - White","Grade 8 ELA 4s - Multiracial","Grade 8 ELA 4s - Limited English Proficient","Grade 8 ELA 4s - Economically Disadvantaged","Grade 8 Math - All Students Tested","Grade 8 Math 4s - All Students","Grade 8 Math 4s - American Indian or Alaska Native","Grade 8 Math 4s - Black or African American","Grade 8 Math 4s - Hispanic or Latino","Grade 8 Math 4s - Asian or Pacific Islander","Grade 8 Math 4s - White","Grade 8 Math 4s - Multiracial","Grade 8 Math 4s - Limited English Proficient","Grade 8 Math 4s - Economically Disadvantaged"
,,,"P.S. 095 SHEILA MENCHER","321000010095","10X095",10,40.883022,-73.891672,"3961 HILLMAN AVE BRONX, NY 10463","BRONX","10463","PK,0K,01,02,03,04,05,06,07,08","PK","08","No",0.786,"$42,357.53 ",19%,7%,17%,70%,87%,4%,92%,29%,85%,"N/A",71%,"N/A",84%,"Meeting Target",63%,"N/A",87%,"Meeting Target",82%,"Approaching Target","Meeting Target",2.41,2.41,142,5,0,2,1,2,0,0,0,2,143,5,0,1,3,1,0,0,1,4,119,6,0,1,2,3,0,0,0,3,124,11,0,3,5,2,0,0,0,8,128,1,0,0,0,0,0,0,0,1,130,6,0,1,4,0,0,0,0,4,132,6,0,2,3,1,0,0,0,5,136,8,0,2,5,1,0,0,0,6,136,9,0,0,6,0,0,0,0,7,134,5,0,2,2,0,0,0,0,4,135,10,0,0,6,2,0,0,0,5,85,0,0,0,0,0,0,0,0,0
,,,"J.H.S. 118 WILLIAM W. NILES","321000010118","10X118",10,40.848559,-73.89257,"577 E 179TH ST BRONX, NY 10457","BRONX","10457","06,07,08","06","08","No",0.843,"N/A",11%,15%,21%,60%,81%,3%,92%,26%,84%,"Approaching Target",76%,"Approaching Target",83%,"Approaching Target",69%,"Not Meeting Target",69%,"Not Meeting Target",88%,"Meeting Target","Meeting Target",2.54,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,62,0,10,29,19,0,0,0,51,378,70,0,11,30,26,0,0,0,58,348,51,0,5,24,20,2,0,0,46,352,60,0,7,19,30,4,0,0,56,340,37,0,7,15,11,3,0,0,31,328,45,0,9,17,14,3,0,0,38
,,,"RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141)","321000011141","10X141",10,40.887701,-73.913605,"660 W 237TH ST BRONX, NY 10463","BRONX","10463","06,07,08,09,10,11,12","06","12","No",0.418,"N/A",7%,7%,10%,56%,66%,26%,94%,13%,84%,"Meeting Target",81%,"Meeting Target",82%,"Meeting Target",75%,"Approaching Target",75%,"Approaching Target",86%,"Meeting Target","Meeting Target",2.74,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,32,0,3,11,0,14,0,0,7,212,49,0,3,16,0,24,0,1,13,228,24,0,3,8,1,12,0,0,8,227,37,0,2,15,4,16,0,0,13,192,40,0,5,10,0,16,0,0,12,148,16,0,3,5,2,6,0,0,6
,,,"P.S. 159 LUIS MUNOZ MARIN BILING","321000010159","10X159",10,40.855521,-73.893276,"2315 WASHINGTON AVE BRONX, NY 10457","BRONX","10457","0K,01,02,03,04,05","0K","05","No",0.907,"$23,307.95 ",30%,0%,8%,90%,98%,1%,93%,26%,99%,"Meeting Target",99%,"Meeting Target",96%,"Meeting Target",93%,"Exceeding Target",93%,"Exceeding Target",100%,"Exceeding Target","Meeting Target",2.33,2.43,23,2,0,0,0,0,0,0,0,0,23,2,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,4,23,4,0,0,0,0,0,0,0,4,40,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"P.S. 205 FIORELLO LAGUARDIA","321000010205","10X205",10,40.855742,-73.881407,"2475 SOUTHERN BLVD BRONX, NY 10458","BRONX","10458","0K,01,02,03,04,05","0K","05","No",0.887,"$23,907.92 ",20%,1%,15%,79%,94%,5%,93%,26%,88%,"Meeting Target",91%,"Meeting Target",93%,"Meeting Target",80%,"Meeting Target",83%,"Approaching Target",94%,"Exceeding Target","Meeting Target",2.4,2.51,174,1,0,0,1,0,0,0,0,1,176,9,0,0,9,0,0,0,0,7,171,4,0,1,3,0,0,0,0,4,179,3,0,0,2,0,1,0,1,2,153,5,0,1,2,0,2,0,0,3,157,12,0,1,8,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"I.S. 206 ANN MERSEREAU","321000010206","10X206",10,40.859604,-73.906275,"2280 AQUEDUCT AVE BRONX, NY 10468","BRONX","10468","05,06,07,08","05","08","No",0.909,"N/A",24%,1%,19%,78%,97%,1%,91%,33%,89%,"Meeting Target",91%,"Meeting Target",83%,"Approaching Target",83%,"Meeting Target",84%,"Meeting Target",94%,"Exceeding Target","Approaching Target",2.06,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,66,3,0,0,3,0,0,0,0,2,68,2,0,0,2,0,0,0,0,1,96,1,0,0,1,0,0,0,0,1,104,0,0,0,0,0,0,0,0,0
,,,"THEATRE ARTS PRODUCTION COMPANY SCHOOL","321000010225","10X225",10,40.854655,-73.897036,"2225 WEBSTER AVE BRONX, NY 10457","BRONX","10457","06,07,08,09,10,11,12","06","12","No",0.806,"N/A",6%,1%,27%,68%,95%,2%,92%,26%,84%,"Approaching Target",87%,"Meeting Target",81%,"Meeting Target",80%,"Meeting Target",76%,"Approaching Target",91%,"Meeting Target","Meeting Target",2.38,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,0,1,2,0,0,0,0,3,53,5,0,2,3,0,0,0,0,4,69,3,0,0,2,0,0,0,0,2,67,0,0,0,0,0,0,0,0,0,58,2,0,0,0,0,0,0,0,0,58,5,0,1,2,0,0,0,0,2
,,,"P.S. 226","321000010226","10X226",10,40.855568,-73.91622,"1950 SEDGWICK AVE BRONX, NY 10453","BRONX","10453","PK,0K,01,02,03,04","PK","04","No",0.903,"$30,205.50 ",22%,1%,23%,76%,98%,0%,93%,23%,82%,"Approaching Target",80%,"Approaching Target",86%,"Meeting Target",70%,"Approaching Target",81%,"Approaching Target",85%,"Approaching Target","Meeting Target",2.22,2.34,75,2,0,0,1,0,0,0,0,0,78,6,0,0,5,0,0,0,0,4,76,1,0,0,1,0,0,0,0,0,81,1,0,0,0,0,0,0,0,0,71,6,0,3,3,0,0,0,0,0,73,8,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"JONAS BRONCK ACADEMY","321000010228","10X228",10,40.861305,-73.891283,"400 E FORDHAM RD BRONX, NY 10458","BRONX","10458","06,07,08","06","08","No",0.821,"N/A",4%,5%,18%,72%,91%,2%,98%,2%,91%,"Exceeding Target",92%,"Exceeding Target",92%,"Exceeding Target",86%,"Meeting Target",86%,"Exceeding Target",94%,"Exceeding Target","Meeting Target",2.7,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,12,0,1,11,0,0,0,0,11,87,11,0,0,10,1,0,0,0,11,85,7,0,0,5,0,0,0,0,5,85,0,0,0,0,0,0,0,0,0,85,8,0,1,6,0,0,0,0,8,85,5,0,0,4,1,0,0,0,5
,,,"WEST BRONX ACADEMY FOR THE FUTURE","321000011243","10X243",10,40.859516,-73.88858,"500 E FORDHAM RD BRONX, NY 10458","BRONX","10458","06,07,08,09,10,11,12","06","12","No",0.851,"N/A",11%,2%,20%,75%,95%,2%,92%,25%,84%,"Approaching Target",85%,"Meeting Target",81%,"Meeting Target",82%,"Meeting Target",74%,"Approaching Target",89%,"Meeting Target","Meeting Target",2.35,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,3,0,0,2,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,86,1,0,0,1,0,0,0,0,0,85,1,0,0,1,0,0,0,0,0,74,3,0,0,3,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0
,,,"THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM","321000010244","10X244",10,40.875451,-73.901516,"120 W 231ST ST BRONX, NY 10463","BRONX","10463","06,07,08","06","08","No",0.85,"N/A",20%,2%,11%,83%,94%,3%,93%,24%,92%,"Meeting Target",88%,"Meeting Target",89%,"Meeting Target",86%,"Meeting Target",84%,"Meeting Target",92%,"Meeting Target","Exceeding Target",2.51,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,11,0,1,8,0,0,0,0,9,171,27,0,3,21,0,0,0,1,24,256,18,0,1,15,0,1,0,0,17,267,19,0,2,14,0,1,0,0,17,297,24,0,2,15,0,4,0,0,20,245,2,0,0,2,0,0,0,1,2
,,,"P.S. 246 POE CENTER","321000010246","10X246",10,40.865975,-73.895314,"2641 GRAND CONCOURSE BRONX, NY 10468","BRONX","10468","0K,01,02,03,04,05,06","0K","06","No",0.88,"$34,941.39 ",27%,2%,10%,85%,95%,2%,92%,30%,81%,"Approaching Target",82%,"Approaching Target",86%,"Approaching Target",67%,"Approaching Target",84%,"Meeting Target",91%,"Meeting Target","Meeting Target",2.13,2.3,130,1,0,0,1,0,0,0,0,1,137,10,0,2,6,0,1,0,1,10,105,1,0,0,1,0,0,0,0,1,107,4,0,0,3,0,0,0,0,4,108,1,0,0,1,0,0,0,0,1,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"I.S. 254","321000010254","10X254",10,40.858858,-73.889841,"2452 WASHINGTON AVE BRONX, NY 10458","BRONX","10458","06,07,08","06","08","No",0.885,"N/A",34%,3%,18%,78%,95%,1%,91%,30%,77%,"Approaching Target",83%,"Meeting Target",83%,"Meeting Target",74%,"Approaching Target",76%,"Approaching Target",88%,"Meeting Target","Exceeding Target",2.2,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,4,0,1,3,0,0,0,0,3,135,9,0,2,6,0,0,0,1,6,174,4,0,1,3,0,0,0,0,3,175,5,0,0,5,0,0,0,0,3,126,1,0,0,1,0,0,0,0,0,138,13,0,3,6,0,0,0,0,9
,,,"P.S. 279 CAPTAIN MANUEL RIVERA, JR.","321000010279","10X279",10,40.854751,-73.905024,"2100 WALTON AVE BRONX, NY 10453","BRONX","10453","0K,01,02,03,04,05,06,07,08","0K","08","No",0.918,"$26,313.10 ",29%,3%,17%,79%,96%,0%,93%,26%,90%,"Meeting Target",92%,"Meeting Target",88%,"Meeting Target",89%,"Exceeding Target",87%,"Meeting Target",93%,"Meeting Target","Meeting Target",2.26,2.33,129,4,0,1,1,0,0,0,0,4,132,6,0,1,4,0,0,0,1,6,106,0,0,0,0,0,0,0,0,0,109,8,0,0,8,0,0,0,0,0,100,1,0,0,1,0,0,0,0,0,104,1,0,0,1,0,0,0,0,0,119,5,0,0,4,0,0,0,0,5,123,15,0,4,10,0,0,0,0,13,110,3,0,0,2,0,0,0,0,2,110,4,0,0,2,0,0,0,0,3,111,7,0,0,7,0,0,0,0,6,116,6,0,0,4,0,0,0,0,6
,,,"P.S./M.S. 280 MOSHOLU PARKWAY","321000010280","10X280",10,40.877179,-73.881546,"3202 STEUBEN AVE BRONX, NY 10467","BRONX","10467","0K,01,02,03,04,05,06,07,08","0K","08","No",0.837,"$37,116.54 ",12%,11%,9%,74%,83%,5%,93%,22%,95%,"Exceeding Target",92%,"Exceeding Target",96%,"Exceeding Target",84%,"Meeting Target",81%,"Approaching Target",94%,"Exceeding Target","Exceeding Target",2.48,2.66,98,3,0,0,1,1,1,0,0,3,101,8,0,1,4,2,1,0,0,7,96,8,0,0,7,1,0,0,0,0,97,15,0,0,12,3,0,0,0,0,126,3,0,0,1,1,1,0,0,3,126,5,0,1,2,1,1,0,0,5,97,7,0,0,3,4,0,0,0,6,98,21,0,0,14,5,0,0,0,17,96,6,0,0,4,2,0,0,0,0,95,2,0,0,0,2,0,0,0,0,85,7,0,1,4,2,0,0,0,7,79,6,0,1,2,2,1,0,0,6
,,,"P.S. 291","321000010291","10X291",10,40.859165,-73.909733,"2195 ANDREWS AVE BRONX, NY 10453","BRONX","10453","0K,01,02,03,04","0K","04","No",0.923,"$24,753.36 ",24%,0%,11%,88%,99%,0%,91%,30%,97%,"Meeting Target",96%,"Meeting Target",97%,"Exceeding Target",93%,"Exceeding Target",86%,"Meeting Target",98%,"Exceeding Target","Exceeding Target",2.4,2.67,109,5,0,1,4,0,0,0,0,0,112,15,0,2,13,0,0,0,1,0,109,17,0,0,14,0,0,0,1,17,113,21,0,0,18,0,0,0,2,21,98,4,0,0,3,0,0,0,0,4,102,8,0,0,7,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"P.S. 306","321000010306","10X306",10,40.851349,-73.910712,"40 W TREMONT AVE BRONX, NY 10453","BRONX","10453","0K,01,02,03,04,05","0K","05","No",0.91,"$23,044.61 ",17%,1%,28%,70%,98%,1%,92%,27%,86%,"Approaching Target",76%,"Approaching Target",88%,"Meeting Target",69%,"Approaching Target",84%,"Approaching Target",85%,"Meeting Target","Meeting Target",2.19,2.3,138,3,0,1,2,0,0,0,0,3,141,3,0,0,3,0,0,0,2,3,124,5,0,0,3,0,0,0,0,1,131,6,0,0,3,0,0,0,0,4,107,3,0,0,2,0,0,0,0,2,111,4,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"LUISA PINEIRO FUENTES SCHOOL OF SCIENCE AND DISCOVERY","321000010307","10X307",10,40.869145,-73.901836,"124 EAMES PL BRONX, NY 10468","BRONX","10468","PK,0K,01,02,03,04,05","PK","05","No",0.836,"$35,736.86 ",25%,8%,8%,82%,91%,1%,95%,16%,91%,"Meeting Target",93%,"Meeting Target",90%,"Meeting Target",85%,"Meeting Target",84%,"Approaching Target",96%,"Exceeding Target","Approaching Target",2.27,2.43,55,0,0,0,0,0,0,0,0,0,55,1,0,0,1,0,0,0,0,1,56,4,0,1,3,0,0,0,0,4,58,6,0,0,4,0,0,0,0,4,54,1,0,0,1,0,0,0,0,0,54,3,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"BRONX DANCE ACADEMY SCHOOL","321000010308","10X308",10,40.885328,-73.878058,"3617 BAINBRIDGE AVE BRONX, NY 10467","BRONX","10467","06,07,08","06","08","No",0.824,"N/A",6%,2%,21%,77%,97%,1%,94%,18%,89%,"Meeting Target",86%,"Meeting Target",86%,"Meeting Target",74%,"Approaching Target",73%,"Approaching Target",86%,"Meeting Target","Meeting Target",2.52,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1,0,0,1,0,0,0,0,1,79,6,0,2,4,0,0,0,0,4,94,5,0,0,4,0,0,0,0,5,94,1,0,0,1,0,0,0,0,1,85,7,0,0,6,0,0,0,0,5,49,0,0,0,0,0,0,0,0,0
,,,"P.S. 310 MARBLE HILL","321000010310","10X310",10,40.872481,-73.905299,"260 W KINGSBRIDGE RD BRONX, NY 10463","BRONX","10463","PK,0K,01,02,03,04,05","PK","05","No",0.874,"$36,529.19 ",15%,1%,9%,85%,95%,3%,93%,21%,93%,"Meeting Target",84%,"Exceeding Target",92%,"Meeting Target",74%,"Approaching Target",82%,"Approaching Target",86%,"Approaching Target","Meeting Target",2.23,2.56,109,4,0,0,3,0,0,0,0,0,115,12,0,0,12,0,0,0,1,0,104,4,0,0,2,0,0,0,0,4,108,8,0,1,5,0,0,0,1,8,115,1,0,0,1,0,0,0,0,0,118,12,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"P.S. 315 LAB SCHOOL","321000010315","10X315",10,40.857969,-73.903757,"2246 JEROME AVE BRONX, NY 10453","BRONX","10453","0K,01,02,03,04,05,06,07,08","0K","08","No",0.868,"$26,738.54 ",16%,1%,16%,82%,98%,1%,94%,19%,95%,"Exceeding Target",93%,"Exceeding Target",80%,"Meeting Target",90%,"Exceeding Target",87%,"Meeting Target",89%,"Meeting Target","Exceeding Target",2.46,2.61,31,3,0,0,0,0,0,0,0,0,31,5,0,0,0,0,0,0,0,0,30,7,0,0,0,0,0,0,0,7,30,8,0,0,0,0,0,0,0,8,28,2,0,0,2,0,0,0,0,0,28,2,0,0,2,0,0,0,0,0,30,3,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,26,4,0,0,0,0,0,0,0,0,26,2,0,0,0,0,0,0,0,0,47,5,0,0,3,0,0,0,0,0,47,3,0,0,2,0,0,0,0,0
,,,"THE BRONX SCHOOL OF YOUNG LEADERS","321000010331","10X331",10,40.851349,-73.910712,"40 W TREMONT ST BRONX, NY 10453","BRONX","10453","06,07,08","06","08","Yes",0.894,"N/A",18%,1%,24%,74%,98%,1%,94%,20%,85%,"Meeting Target",86%,"Exceeding Target",85%,"Meeting Target",81%,"Meeting Target",84%,"Meeting Target",90%,"Meeting Target","Meeting Target",2.2,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,5,0,0,3,0,0,0,0,3,112,6,0,0,3,0,0,0,1,4,121,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,110,2,0,0,2,0,0,0,0,2,112,3,0,0,3,0,0,0,0,3
,,,"P.S. 340","321000010340","10X340",10,40.869429,-73.897161,"25 W 195TH ST BRONX, NY 10468","BRONX","10468","0K,01,02,03,04,05","0K","05","No",0.909,"$33,837.87 ",23%,3%,9%,85%,94%,2%,92%,30%,90%,"Meeting Target",95%,"Exceeding Target",93%,"Meeting Target",86%,"Meeting Target",83%,"Approaching Target",97%,"Exceeding Target","Meeting Target",2.29,2.52,105,5,0,0,2,0,0,0,0,3,105,11,0,0,6,0,0,0,0,9,88,2,0,0,1,0,0,0,0,1,92,7,0,1,6,0,0,0,0,5,83,2,0,0,1,1,0,0,0,2,87,7,0,0,5,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"INTERNATIONAL SCHOOL FOR LIBERAL ARTS","321000011342","10X342",10,40.870295,-73.897019,"2780 RESERVOIR AVE BRONX, NY 10468","BRONX","10468","06,07,08,09,10,11,12","06","12","No",0.857,"N/A",61%,0%,0%,99%,100%,0%,97%,8%,91%,"Meeting Target",93%,"Exceeding Target",87%,"Meeting Target",88%,"Meeting Target",82%,"Meeting Target",92%,"Meeting Target","Meeting Target",2.15,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,55,2,0,0,2,0,0,0,0,2,57,0,0,0,0,0,0,0,0,0,44,1,0,0,1,0,0,0,0,1,50,1,0,0,1,0,0,0,0,1
