Release_Date,Title,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Poster_Url
2021-10-08,Grudge,"Ahead of a promotion, a police chief becomes entangled in a deadly incident and uncovers an intrigue fueled by grudge that threatens his colleagues.",98.25,41,6.4,tr,Thriller,https://image.tmdb.org/t/p/original/6fhqb5JegWJGMuomR3Jqmo0Skqn.jpg
2021-07-08,Next-Door Nightmare,"When young couple Sarah and Kyle move next door to Helen, a charismatic older woman, they have no idea she's a deeply disturbed psychopath who will stop at nothing to become Sarah's surrogate mother, and grandmother to the child she is expecting. Julia Borsellino, Mark Taylor, Deborah Grover, Marium Carvell star. (2021)",98.191,6,6.2,en,"Thriller, TV Movie, Drama",https://image.tmdb.org/t/p/original/lkCi5Cm71QqHEwuIppWoI7paiZn.jpg
2021-07-21,Trollhunters: Rise of the Titans,"The Guardians of Arcadia reunite to battle the nefarious Arcane Order, who've reawakened the primordial Titans.",98.17,228,7.9,en,"Animation, Fantasy, Family, Action, Adventure",https://image.tmdb.org/t/p/original/zvUNFeTz0Sssb210wSiIiHRjA4W.jpg
2006-03-29,Ice Age: The Meltdown,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",98.161,8171,6.7,en,"Animation, Family, Comedy, Adventure",https://image.tmdb.org/t/p/original/vdluBXie4qDvh0dFX2Fpq8v16it.jpg
1999-03-30,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",98.071,21182,8.2,en,"Action, Science Fiction",https://image.tmdb.org/t/p/original/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg
2018-08-09,The Meg,"A deep sea submersible pilot revisits his past fears in the Mariana Trench, and accidentally unleashes the seventy foot ancestor of the Great White Shark believed to be extinct.",98.052,5739,6.2,en,"Action, Science Fiction, Horror",https://image.tmdb.org/t/p/original/xqECHNvzbDL5I3iiOVUkVPJMSbc.jpg
1993-07-10,Dragon Ball Z: Bojack Unbound,"Mr. Money is holding another World Martial Arts Tournament and Mr. Satan invites everyone in the world to join in. Little does he know that Bojack, an ancient villain who has escaped his prison, is competing. Since Goku is currently dead, it is up to Gohan, Vegeta, and Trunks to defeat Bojack and his henchman.",97.953,402,7.0,ja,"Action, Animation, Science Fiction",https://image.tmdb.org/t/p/original/iihTK9Af8G1ZzBjkIIAV4qQMkzF.jpg
2018-11-20,Ralph Breaks the Internet,"Video game bad guy Ralph and fellow misfit Vanellope von Schweetz must risk it all by traveling to the World Wide Web in search of a replacement part to save Vanellope's video game, Sugar Rush. In way over their heads, Ralph and Vanellope rely on the citizens of the internet — the netizens — to help navigate their way, including an entrepreneur named Yesss, who is the head algorithm and the heart and soul of trend-making site BuzzzTube.",97.581,6100,7.2,en,"Family, Animation, Comedy, Adventure",https://image.tmdb.org/t/p/original/44cb3fCGKUaSxxIjI2ejrgeYfye.jpg
2006-06-08,Cars,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",97.111,11412,6.9,en,"Animation, Adventure, Comedy, Family",https://image.tmdb.org/t/p/original/qa6HCwP4Z15l3hpsASz3auugEW6.jpg
2016-12-10,Hidden Figures,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.",96.612,7565,8.0,en,"Drama, History",https://image.tmdb.org/t/p/original/9lfz2W2uGjyow3am00rsPJ8iOyq.jpg
2012-06-29,Ted,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",96.572,10437,6.4,en,"Comedy, Fantasy",https://image.tmdb.org/t/p/original/osJNr64CNyGhCzdlg6oHt3a6vNA.jpg
2021-07-02,The 8th Night,"With prayer beads in one hand and an ax in the other, a monk hunts down a millennia-old spirit that's possessing humans and unleashing hell on Earth.",96.326,66,6.2,ko,"Mystery, Thriller, Horror",https://image.tmdb.org/t/p/original/trSDStH3UP4ux4lAILNNSqDXSB3.jpg
2010-05-19,Prince of Persia: The Sands of Time,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",96.162,5725,6.2,en,"Adventure, Fantasy, Action",https://image.tmdb.org/t/p/original/lkp1GFmWyf7k2WKvKIQuuGyichI.jpg
2015-11-25,Creed,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",95.997,5847,7.4,en,Drama,https://image.tmdb.org/t/p/original/iBq4od6j1ZAvDVO7hwmHT2Xf2Bt.jpg
2011-07-22,Captain America: The First Avenger,"During World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",95.548,18257,7.0,en,"Action, Adventure, Science Fiction",https://image.tmdb.org/t/p/original/vSNxAJTlD0r02V9sPYpOjqDZXUK.jpg
2012-06-21,Brave,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",95.271,11353,7.0,en,"Animation, Adventure, Comedy, Family, Action, Fantasy",https://image.tmdb.org/t/p/original/L6qqU6Q3k4MmPojncNbT43FSTL.jpg
2005-05-25,Madagascar,"Alex the lion is the king of the urban jungle, the main attraction at New York's Central Park Zoo. He and his best friends—Marty the zebra, Melman the giraffe and Gloria the hippo—have spent their whole lives in blissful captivity before an admiring public and with regular meals provided for them. Not content to leave well enough alone, Marty lets his curiosity get the better of him and makes his escape—with the help of some prodigious penguins—to explore the world.",95.061,8956,6.9,en,"Family, Animation, Adventure, Comedy",https://image.tmdb.org/t/p/original/uHkmbxb70IQhV4q94MiBe9dqVqv.jpg
2021-02-24,Chaos Walking,"Two unlikely companions embark on a perilous adventure through the badlands of an unexplored planet as they try to escape a dangerous and disorienting reality, where all inner thoughts are seen and heard by everyone.",95.011,1632,6.8,en,Science Fiction,https://image.tmdb.org/t/p/original/9kg73Mg8WJKlB9Y2SAJzeDKAnuB.jpg
1992-07-11,Dragon Ball Z: Super Android 13!,"Dr. Gero's Androids #13, #14, and #15 are awakened by the laboratory computers and immediately head to the mall where Goku is shopping. After Goku, Trunks, and Vegeta defeat #14 and #15, #13 absorbs their inner computers and becomes a super being greater than the original three separately were. Now it is up to Goku to stop him.",94.91,373,6.7,ja,"Action, Animation, Science Fiction",https://image.tmdb.org/t/p/original/uVJqC187rKxQ1sJsWlKjNfAzeTk.jpg
2020-11-27,Life in a Year,"A 17 year old finds out that his girlfriend is dying, so he sets out to give her an entire life, in the last year she has left.",94.854,962,8.3,en,"Drama, Romance",https://image.tmdb.org/t/p/original/bP7u19opmHXYeTCUwGjlLldmUMc.jpg
2012-01-01,Wreck-It Ralph,"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",94.718,10488,7.3,en,"Family, Animation, Comedy, Adventure",https://image.tmdb.org/t/p/original/zWoIgZ7mgmPkaZjG0102BSKFIqQ.jpg
2016-04-23,Yu-Gi-Oh!: The Dark Side of Dimensions,Yugi and Kaiba have a special duel that transcends dimensions.,94.633,262,7.5,ja,"Adventure, Animation",https://image.tmdb.org/t/p/original/nFQkn1KE0Is3FUW0yPPgdVvCnlo.jpg
2021-02-25,Come Play With Me,"Sofia, an insecure young woman, begins babysitting two troublesome siblings that turn her job into a complete living hell. That is until a devilish presence starts messing with the trio and they must band together to fight the demon away.",94.605,145,7.1,es,Horror,https://image.tmdb.org/t/p/original/iM5kNvZzcMSmWv7CFTxnTu5zfoa.jpg
2010-07-31,Naruto Shippuden the Movie: The Lost Tower,"Assigned on a mission to capture Mukade, a missing-nin, Naruto Uzumaki sets out for the once glorious historic ruins of ""Ouran"", where he pursues and corners the rouge ninja. Mukade's goal is revealed to be a dormant leyline within the ruins; he unleashes the power of the leyline, causing a light to envelop Naruto, sending him into the past, 20 years before the series began. When Naruto awakens, he comes into contact with the Fourth Hokage, Minato Namikaze.",94.563,291,7.0,ja,"Adventure, Action, Animation",https://image.tmdb.org/t/p/original/6e2YvN1tQK4xQHlmy7GJTuXOt2u.jpg
2014-06-26,Dawn of the Planet of the Apes,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",94.549,9345,7.3,en,"Science Fiction, Action, Drama, Thriller",https://image.tmdb.org/t/p/original/ie14Sm0hRI5f7Te2KIfU64NyCPr.jpg
2014-03-12,Need for Speed,"The film revolves around a local street-racer who partners with a rich and arrogant business associate, only to find himself framed by his colleague and sent to prison. After he gets out, he joins a New York-to-Los Angeles race to get revenge. But when the ex-partner learns of the scheme, he puts a massive bounty on the racer's head, forcing him to run a cross-country gauntlet of illegal racers in all manner of supercharged vehicles.",94.492,3532,6.3,en,"Action, Crime, Drama, Thriller",https://image.tmdb.org/t/p/original/z42kyMizgDKetejusZgucSQsQ4l.jpg
2008-07-21,Batman Tech,"He's caped, cowled and the coolest superhero of them all, because underneath that Batsuit, Batman only has his human strength and intellect to rely on. That and the greatest arsenal of crime fighting weaponry ever devised. But just where does comic book science fiction end and scientific fact begin? What technologies are behind the gadgets in Batman's utility belt? And just how plausible is the Batmobile? Get ready for a real life trip to the Batcave as we reveal the secrets behind Batman Tech.",94.351,13,7.2,en,Documentary,https://image.tmdb.org/t/p/original/tlAYMNTvga69AUXMIY0HeeoblHT.jpg
2009-07-01,Public Enemies,"Depression-era bank robber John Dillinger's charm and audacity endear him to much of America's downtrodden public, but he's also a thorn in the side of J. Edgar Hoover and the fledgling FBI. Desperate to capture the elusive outlaw, Hoover makes Dillinger his first Public Enemy Number One and assigns his top agent, Melvin Purvis, the task of bringing him in dead or alive.",94.341,3597,6.7,en,"Action, Crime",https://image.tmdb.org/t/p/original/3KgtekisQBrHRsm2cD5UOB6Ce3k.jpg
2011-10-27,In Time,"In the not-too-distant future the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time, though too late to help his mother from dying. He ends up on the run from a corrupt police force known as 'time keepers'.",94.268,9360,6.9,en,"Action, Thriller, Science Fiction",https://image.tmdb.org/t/p/original/3Mwj2sIONQckOZP3YwsUXF7U5I4.jpg
2021-06-24,Rock Dog 2: Rock Around the Park,"When Bodi and his band 'True Blue' leave Snow Mountain, to tour with pop sensation, Lil' Foxy, they learn that fame comes at a price.",94.249,68,7.1,en,"Animation, Comedy, Music, Family",https://image.tmdb.org/t/p/original/kETYRGA15L0wkVPugSl8lKmSgFn.jpg
