Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,PKG/A,HmG,RdG,G/90min,SC%,GWA,HmA,RdA,A/90min,FC,FS,OFF,YC,RC,SOG%,Year,Season
Shaker Asad,MIA,M,20,9,978,1,2,14,5,0,0/0,1,0,0.09,7.1,0,2,0,0.18,28,26,2,3,0,35.71,2001,reg
Steve Trittschuh,TB ,D,18,18,1600,1,2,19,7,0,0/0,1,0,0.06,5.3,1,2,0,0.11,43,10,0,5,0,36.84,2001,reg
Brian Ching,LA ,F,8,1,228,1,1,4,2,0,0/0,1,0,0.39,25.0,0,1,0,0.39,6,1,2,0,0,50.0,2001,reg
Mark Santel,KC ,M,21,7,813,1,1,4,3,1,0/0,1,0,0.11,25.0,0,0,1,0.11,24,13,3,1,0,75.0,2001,reg
Jose Alegria,DC ,M,7,2,277,1,1,4,3,0,0/0,1,0,0.32,25.0,0,1,0,0.32,7,3,0,1,1,75.0,2001,reg
Joseph Addo,TB ,D,20,17,1467,1,1,8,2,0,0/0,0,1,0.06,12.5,0,1,0,0.06,19,10,0,4,0,25.0,2001,reg
Leonel Alvarez,NE ,M,22,22,1849,1,1,10,6,0,0/0,0,1,0.05,10.0,0,1,0,0.05,50,20,0,5,0,60.0,2001,reg
Pedro Alvarez,MET,M,21,17,1494,1,1,13,4,0,0/0,0,1,0.06,7.7,0,1,0,0.06,45,21,1,9,2,30.77,2001,reg
Ramiro Corrales,SJ ,M,14,11,1058,1,1,17,10,0,0/0,1,0,0.09,5.9,0,0,1,0.09,32,17,0,5,1,58.82,2001,reg
Chris Albright,DC ,D,23,14,1411,1,1,41,24,0,0/0,0,1,0.06,2.4,1,0,1,0.06,30,39,13,5,0,58.54,2001,reg
Michael Butler,MET,F,1,0,24,1,0,1,1,1,0/0,0,1,3.75,100.0,0,0,0,0.0,0,0,0,0,0,100.0,2001,reg
Andrew Lewis,CHI,M,13,5,502,1,0,1,1,0,0/0,1,0,0.18,100.0,0,0,0,0.0,4,3,0,0,1,100.0,2001,reg
David Hayes,CHI,F,3,1,80,1,0,2,1,0,0/0,1,0,1.13,50.0,0,0,0,0.0,2,1,0,0,0,50.0,2001,reg
Ansil Elcock,CLB,D,15,6,725,1,0,3,2,1,0/0,1,0,0.12,33.3,0,0,0,0.0,16,16,3,3,1,66.67,2001,reg
John Wolyniec,CHI,F,5,3,330,1,0,6,3,0,0/0,0,1,0.27,16.7,0,0,0,0.0,8,8,4,3,0,50.0,2001,reg
Danny Pena,LA ,D,16,11,1117,1,0,9,3,0,0/0,1,0,0.08,11.1,0,0,0,0.0,22,14,0,8,0,33.33,2001,reg
Ian Bishop,MIA,M,23,23,2115,0,13,14,6,0,0/0,0,0,0.0,0.0,0,9,4,0.55,20,20,0,3,1,42.86,2001,reg
Marco Etcheverry,DC ,M,23,23,2024,0,12,27,11,0,0/0,0,0,0.0,0.0,2,4,8,0.53,21,63,2,7,1,40.74,2001,reg
Bryan Namoff,DC ,D,15,13,1152,0,7,9,4,0,0/0,0,0,0.0,0.0,1,2,5,0.55,39,8,0,2,0,44.44,2001,reg
Tab Ramos,MET,M,18,17,1459,0,5,23,12,0,0/0,0,0,0.0,0.0,1,4,1,0.31,16,60,2,3,0,52.17,2001,reg
David Vaudreuil,CHI,D,9,4,415,0,4,2,2,0,0/0,0,0,0.0,0.0,1,1,3,0.87,9,5,0,1,0,100.0,2001,reg
Jason Moore,COL,M,26,19,1798,0,4,12,1,0,0/0,0,0,0.0,0.0,0,2,2,0.2,31,77,3,2,0,8.33,2001,reg
Paul Caligiuri,LA ,D,24,21,1854,0,4,17,6,0,0/0,0,0,0.0,0.0,2,3,1,0.19,30,19,1,4,0,35.29,2001,reg
Jay Heaps,MIA,D,28,17,1917,0,4,31,9,0,0/0,0,0,0.0,0.0,0,4,0,0.19,46,38,9,5,0,29.03,2001,reg
Craig Ziadie,DC ,D,18,13,1307,0,3,4,3,0,0/0,0,0,0.0,0.0,1,1,2,0.21,44,25,0,6,0,75.0,2001,reg
Scott Bower,SJ ,M,12,3,391,0,3,5,1,0,0/0,0,0,0.0,0.0,1,0,3,0.69,9,8,0,0,0,20.0,2001,reg
Tenywa Bonseu,CLB,D,24,24,2160,0,3,6,1,0,0/0,0,0,0.0,0.0,1,1,2,0.13,21,8,0,4,2,16.67,2001,reg
Mike Burns,KC ,M,19,14,1179,0,3,7,1,0,0/0,0,0,0.0,0.0,1,3,0,0.23,24,10,1,3,0,14.29,2001,reg
Lazo Alavanja,DAL,M,16,11,896,0,3,7,3,0,0/0,0,0,0.0,0.0,1,3,0,0.3,19,10,2,3,0,42.86,2001,reg
Braeden Cloutier,NE ,M,13,12,1057,0,3,8,2,0,0/0,0,0,0.0,0.0,0,2,1,0.26,18,12,1,3,0,25.0,2001,reg
Evan Whitfield,CHI,D,26,21,1882,0,3,10,3,0,0/0,0,0,0.0,0.0,1,1,2,0.14,36,26,3,4,0,30.0,2001,reg
Steve Jolley,MET,D,26,26,2370,0,3,10,3,0,0/0,0,0,0.0,0.0,1,3,0,0.11,33,14,1,6,0,30.0,2001,reg
John Harkes,CLB,M,23,20,1793,0,3,12,3,0,0/0,0,0,0.0,0.0,1,1,2,0.15,31,34,0,3,0,25.0,2001,reg
Mark Watson,DC ,D,11,10,923,0,2,1,0,0,0/0,0,0,0.0,0.0,1,2,0,0.2,20,9,0,3,0,0.0,2001,reg
Robin Fraser,COL,D,20,19,1714,0,2,1,0,0,0/0,0,0,0.0,0.0,0,1,1,0.11,8,10,0,0,1,0.0,2001,reg
Ian Woan,CLB,M,4,0,107,0,2,4,2,0,0/0,0,0,0.0,0.0,1,2,0,1.68,4,1,0,0,0,50.0,2001,reg
Richie Williams,MET,M,21,21,1868,0,2,4,2,0,0/0,0,0,0.0,0.0,1,2,0,0.1,48,33,0,6,0,50.0,2001,reg
Eddie Pope,DC ,D,19,18,1528,0,2,6,2,0,0/0,0,0,0.0,0.0,0,2,0,0.12,30,13,0,5,0,33.33,2001,reg
Ivan McKinley,MIA,D-M,19,17,1250,0,2,8,1,0,0/0,0,0,0.0,0.0,1,1,1,0.14,32,15,0,8,1,12.5,2001,reg
Brian Kamler,DC ,M,17,11,1094,0,2,10,4,0,0/0,0,0,0.0,0.0,0,2,0,0.16,17,13,0,1,0,40.0,2001,reg
Peter Vermes,KC ,D,20,20,1826,0,2,10,1,0,0/0,0,0,0.0,0.0,2,2,0,0.1,20,18,0,2,0,10.0,2001,reg
Andrew Gregor,KC ,M,13,7,812,0,2,10,3,0,0/0,0,0,0.0,0.0,0,2,0,0.22,18,16,1,2,0,30.0,2001,reg
Ryan Nelsen,DC ,D,19,19,1643,0,2,11,4,0,0/0,0,0,0.0,0.0,1,2,0,0.11,33,12,0,4,0,36.36,2001,reg
Greg Simmonds,MIA,F,9,5,415,0,2,14,4,0,0/0,0,0,0.0,0.0,0,2,0,0.43,8,8,5,0,0,28.57,2001,reg
Ronnie Ekelund,SJ ,M,16,16,1421,0,2,20,9,0,0/0,0,0,0.0,0.0,0,2,0,0.13,36,16,0,2,0,45.0,2001,reg
Brandon Prideaux,KC ,D,23,22,2028,0,1,0,0,0,0/0,0,0,0.0,0.0,1,1,0,0.04,31,27,0,5,0,,2001,reg
Brian Dunseth,MIA,D,18,10,1066,0,1,0,0,0,0/0,0,0,0.0,0.0,1,0,1,0.08,13,5,0,3,0,,2001,reg
Todd Yeagley,CLB,M,5,3,254,0,1,0,0,0,0/0,0,0,0.0,0.0,0,1,0,0.35,6,3,1,0,0,,2001,reg
Jeff Bilyk,MIA,M,15,5,535,0,1,0,0,0,0/0,0,0,0.0,0.0,0,1,0,0.17,18,15,0,4,0,,2001,reg
Craig Waibel,LA ,D,9,2,279,0,1,0,0,0,0/0,0,0,0.0,0.0,0,1,0,0.32,6,2,0,2,0,,2001,reg
Wes Hart,COL,D-M,5,2,178,0,1,1,0,0,0/0,0,0,0.0,0.0,0,0,1,0.51,6,7,2,1,0,0.0,2001,reg
Leo Cullen,MIA,M,14,8,793,0,1,2,0,0,0/0,0,0,0.0,0.0,1,1,0,0.11,4,3,0,0,0,0.0,2001,reg
Jim Curtin,CHI,D,18,12,1194,0,1,2,0,0,0/0,0,0,0.0,0.0,0,1,0,0.08,8,8,0,0,1,0.0,2001,reg
Yari Allnutt,NE ,F,9,8,707,0,1,2,1,0,0/0,0,0,0.0,0.0,0,0,1,0.13,11,4,2,2,0,50.0,2001,reg
Gilmar,MET,M-F,4,1,191,0,1,2,0,0,0/0,0,0,0.0,0.0,0,0,1,0.47,0,11,3,0,0,0.0,2001,reg
Michael Green,KC ,D,3,2,154,0,1,2,0,0,0/0,0,0,0.0,0.0,1,1,0,0.58,0,1,0,0,0,0.0,2001,reg
Mario Longo,CLB,M,4,0,32,0,1,2,0,0,0/0,0,0,0.0,0.0,0,1,0,2.81,3,0,0,1,0,0.0,2001,reg
Lance Key,COL,D,13,13,1193,0,1,5,1,0,0/0,0,0,0.0,0.0,0,1,0,0.08,29,15,0,3,0,20.0,2001,reg
Mike Petke,MET,D,25,25,2194,0,1,5,0,0,0/0,0,0,0.0,0.0,0,1,0,0.04,48,19,1,5,1,0.0,2001,reg
Mike Clark,CLB,D,25,25,2280,0,1,6,1,0,0/0,0,0,0.0,0.0,0,1,0,0.04,28,25,5,7,0,16.67,2001,reg
C.J. Brown,CHI,D,22,22,1882,0,1,7,2,0,0/0,0,0,0.0,0.0,0,0,1,0.05,42,25,0,5,1,28.57,2001,reg
Steve Shak,COL,D,14,8,806,0,1,7,3,0,0/0,0,0,0.0,0.0,0,0,1,0.11,23,7,0,3,0,42.86,2001,reg
Scott Vermillion,COL,D,21,18,1546,0,1,7,0,0,0/0,0,0,0.0,0.0,0,1,0,0.06,50,12,1,4,0,0.0,2001,reg
Miles Joseph,DAL,M,9,3,389,0,1,8,3,0,0/0,0,0,0.0,0.0,0,1,0,0.23,9,5,0,2,0,37.5,2001,reg
Eric Dade,DAL,D,21,20,1639,0,1,8,1,0,0/0,0,0,0.0,0.0,0,0,1,0.05,38,16,1,6,0,12.5,2001,reg
Kevin Anderson,TB ,M-D,10,6,443,0,1,8,5,0,0/0,0,0,0.0,0.0,1,0,1,0.2,9,2,0,1,0,62.5,2001,reg
Ritchie Kotschau,COL,D,22,21,2000,0,1,9,3,0,0/0,0,0,0.0,0.0,0,1,0,0.05,36,16,3,3,1,33.33,2001,reg
Joe Franchino,NE ,M,23,23,2027,0,1,11,2,0,0/0,0,0,0.0,0.0,0,0,1,0.04,41,19,1,10,1,18.18,2001,reg
Craig Demmin,TB ,D,19,19,1702,0,1,11,2,0,0/0,0,0,0.0,0.0,0,1,0,0.05,40,15,0,7,0,18.18,2001,reg
Duncan Oughton,CLB,D,20,12,1233,0,1,16,5,0,0/0,0,0,0.0,0.0,0,0,1,0.07,28,38,0,3,0,31.25,2001,reg
Chris Armas,CHI,M,21,21,1940,0,1,16,10,0,0/0,0,0,0.0,0.0,1,1,0,0.05,43,42,1,3,0,62.5,2001,reg
Nick Downing,NE ,D,5,3,279,0,0,0,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,7,1,0,1,0,inf,2001,reg
Chad McCarty,TB ,D,2,2,79,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,0,0,0,0,,2001,reg
Carlos Llamosa,MIA,D,20,20,1827,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,13,26,0,5,1,,2001,reg
Tony Frias,NE ,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2001,reg
Kyle Beckerman,RSL,M,1,0,14,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,2,0,0,0,,2001,reg
Jose Burciaga Jr.,KC ,D,3,2,93,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,5,0,0,0,,2001,reg
Eddie Robinson,SJ ,D,1,1,88,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,2,0,0,0,,2001,reg
Ray Goodlett,DC ,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2001,reg
Don Gramenz,TB ,D,1,0,1,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2001,reg
Rivers Guthrie,COL,M,1,0,10,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,,2001,reg
John Jones,CLB,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2001,reg
Fausto Klinger,MET,M-D,1,0,14,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,1,0,0,,2001,reg
Stephen Danbusky,NE ,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2001,reg
Fred DeGand,DC ,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2001,reg
Judah Cooks,DC ,M,2,0,24,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2001,reg
Micah Cooks,DC ,M-D,1,0,2,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2001,reg
Justin Evans,CHI,M,15,3,622,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,17,6,0,3,1,,2001,reg
Jason Farrell,LA ,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2001,reg
Narciso Fernandes,KC ,M-F,1,0,6,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,0,1,0,0,,2001,reg
Matt Fundenberger,CLB,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2001,reg
Kalin Bankov,TB ,M,1,1,45,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2001,reg
Jeremy Aldrich,CHI,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2001,reg
John Carroll,COL,M-D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2001,reg
Peter Byaruhanga,KC ,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2001,reg
Dario Brose,SJ ,M,1,0,3,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,,2001,reg
Steve Bernal,CHI,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2001,reg
Mersim Beskovic,MET,D,3,0,11,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2001,reg
Keyeno Thomas,COL,M-D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2001,reg
Fernando Ortiz-Solis,NE ,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2001,reg
Paul Schneider,TB ,F,1,0,10,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2001,reg
Jeff Rigby,MET,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2001,reg
Miguel Saavedra,DAL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2001,reg
Tim Sahaydak,MIA,D,4,2,171,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,2,0,2,0,,2001,reg
Amos Magee,CHI,F,1,0,2,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,1,0,0,,2001,reg
Pete Marino,MIA,F,2,0,19,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,1,0,0,,2001,reg
Alberto Munoz,TB ,M,2,0,21,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0,,2001,reg
Randy Merkel,MIA,D,1,0,6,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2001,reg
Chad Prince,CHI,D,1,0,5,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2001,reg
Ali Ngon,MIA,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2001,reg
Antonio Otero,MIA,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2001,reg
Mark Semioli,MET,D,14,6,549,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,14,9,0,2,0,0.0,2001,reg
Diego Sonora,TB ,M-D,4,4,353,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,6,0,1,0,0.0,2001,reg
Cordt Weinstein,MET,F,2,0,41,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,2,1,0,0,0.0,2001,reg
Josue Mayard,DAL,D,3,0,27,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,0.0,2001,reg
Geoff Aunger,COL,D,1,1,82,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,2,0,0,0,0.0,2001,reg
Kevin Adams,CLB,D,5,0,42,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,1,0,0.0,2001,reg
Matt Chulis,CHI,D,1,1,71,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,2001,reg
John DeBrito,CLB,D,2,0,48,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,0,0,0,0,100.0,2001,reg
Brian Kelly,LA ,M,2,0,13,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,1,0,0,0.0,2001,reg
Alex Bengard,LA ,M,3,0,56,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,100.0,2001,reg
Nick Garcia,KC ,D,24,24,2142,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,23,27,0,5,2,0.0,2001,reg
Orlando Perez,MET,D,24,21,1948,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,37,19,0,6,0,0.0,2001,reg
Seth Trembly,COL,M-D,4,1,198,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,7,0,1,0,0.0,2001,reg
Tahj Jakins,KC ,D,10,7,604,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,7,8,1,1,0,50.0,2001,reg
Brian Johnson,KC ,M,3,0,62,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,2,0,0,0,0.0,2001,reg
Ted Eck,DAL,M-F,9,3,323,0,0,2,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,14,2,0,1,1,100.0,2001,reg
A.J. Wood,DC ,F,7,1,180,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,8,3,1,2,0,50.0,2001,reg
Alan Woods,NE ,D,18,15,1475,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,12,14,0,1,0,0.0,2001,reg
Wojtek Krakowiak,SJ ,M,5,1,153,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,4,1,0,0,50.0,2001,reg
Roy Myers,MET,M-F,3,3,168,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,4,0,0,0,33.33,2001,reg
Roland Aguilera,CLB,M,3,0,76,0,0,3,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,0,0,0,1,0.0,2001,reg
Rusty Pierce,NE ,D,23,22,1988,0,0,5,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,48,44,0,6,0,40.0,2001,reg
Jimmy Conrad,SJ ,D,16,8,928,0,0,5,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,21,10,0,2,0,40.0,2001,reg
Isaias Bardales Jr.,LA ,F,12,1,270,0,0,6,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,7,16,2,0,0,50.0,2001,reg
Chris Dawes,COL,D,16,16,1478,0,0,6,4,0,0/0,0,0,0.0,0.0,0,0,0,0.0,36,9,0,6,1,66.67,2001,reg
Scott Cannon,TB ,D,9,8,681,0,0,6,4,0,0/0,0,0,0.0,0.0,0,0,0,0.0,10,10,0,0,0,66.67,2001,reg
Neathan Gibson,COL,F,8,1,154,0,0,6,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,2,1,0,0,33.33,2001,reg
Stephen Herdsman,COL,D,20,16,1276,0,0,7,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,20,20,0,2,0,42.86,2001,reg
Martin Klinger,MET,F,9,2,272,0,0,9,4,0,0/0,0,0,0.0,0.0,0,0,0,0.0,7,11,2,0,0,44.44,2001,reg
Gus Kartes,TB ,M,18,5,516,0,0,10,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,9,12,3,1,0,30.0,2001,reg
Chris Martinez,COL,D,26,26,2189,0,0,10,7,0,0/0,0,0,0.0,0.0,0,0,0,0.0,43,10,0,3,0,70.0,2001,reg
Carlos Ruiz,LA ,F,26,26,2376,24,1,100,56,9,3/4,15,9,0.91,24.0,1,1,0,0.04,71,71,38,9,0,56.0,2002,reg
Taylor Twellman,NE ,F,28,26,2418,23,6,92,58,5,3/3,13,10,0.86,25.0,1,3,3,0.22,55,87,14,2,0,63.04,2002,reg
Jeff Cunningham,CLB,F,27,21,1962,16,5,78,37,3,1/1,7,9,0.73,20.5,3,2,3,0.23,30,38,40,2,0,47.44,2002,reg
Ante Razov,CHI,F,25,24,2120,14,8,115,56,3,2/2,7,7,0.59,12.2,4,4,4,0.34,42,50,35,4,1,48.7,2002,reg
Ariel Graziani,SJ ,F,28,26,2289,14,5,69,39,6,0/0,11,3,0.55,20.3,1,3,2,0.2,56,39,25,6,0,56.52,2002,reg
Jason Kreis,DAL,M,27,26,2303,13,4,81,38,5,0/0,8,5,0.51,16.0,2,3,1,0.16,54,36,15,5,0,46.91,2002,reg
Mamadou Diallo,MET,F,24,21,1623,12,5,81,51,4,3/5,9,3,0.67,14.8,2,2,3,0.28,37,62,54,2,1,62.96,2002,reg
Rodrigo Faria,MET,F,28,25,2285,12,5,90,49,2,2/3,2,10,0.47,13.3,3,3,2,0.2,37,50,30,4,0,54.44,2002,reg
Mark Chung,COL,M,27,27,2401,11,10,83,33,3,2/2,8,3,0.41,13.3,2,6,4,0.37,30,61,3,0,0,39.76,2002,reg
Chris Henderson,COL,M,28,28,2414,11,7,56,28,2,1/1,8,3,0.41,19.6,2,4,3,0.26,44,43,33,3,0,50.0,2002,reg
Chris Carrieri,COL,F,25,18,1830,11,5,54,23,5,0/0,9,2,0.54,20.4,1,5,0,0.25,26,28,26,5,0,42.59,2002,reg
Edson Buddle,CLB,F,21,13,1304,9,5,51,19,2,0/0,2,7,0.62,17.6,1,1,4,0.35,27,15,11,2,0,37.25,2002,reg
Preki,KC ,M,25,24,2141,7,10,84,44,1,2/2,3,4,0.29,8.3,2,5,5,0.42,17,46,6,3,1,52.38,2002,reg
Bobby Rhine,DAL,M,27,19,1686,7,6,44,19,3,0/0,5,2,0.37,15.9,1,3,3,0.32,26,44,19,2,0,43.18,2002,reg
Chris Klein,KC ,M,25,25,2171,7,5,34,17,2,0/0,1,6,0.29,20.6,1,5,0,0.21,11,14,12,0,0,50.0,2002,reg
Landon Donovan,SJ ,M-F,20,18,1681,7,3,42,23,2,0/0,4,3,0.37,16.7,2,3,0,0.16,30,45,4,3,0,54.76,2002,reg
Ronnie Ekelund,SJ ,M,27,27,2347,6,8,43,20,1,2/3,5,1,0.23,14.0,2,6,2,0.31,45,24,0,2,1,46.51,2002,reg
Dario Fabbro,KC ,F,16,16,1116,6,3,35,19,0,1/2,4,2,0.48,17.1,0,1,2,0.24,32,22,21,5,0,54.29,2002,reg
Dante Washington,CLB,F,21,12,1122,6,2,36,19,2,0/0,4,2,0.48,16.7,0,1,1,0.16,24,28,10,0,0,52.78,2002,reg
Steve Ralston,NE ,M,27,27,2460,5,19,27,13,1,0/0,4,1,0.18,18.5,5,6,13,0.7,15,42,3,6,0,48.15,2002,reg
Josh Wolff,CHI,F,14,14,1223,5,5,30,12,1,0/1,2,3,0.37,16.7,2,3,2,0.37,31,24,8,2,0,40.0,2002,reg
Brian McBride,CLB,F,14,14,1239,5,5,37,14,1,1/1,1,4,0.36,13.5,1,2,3,0.36,12,50,9,1,0,37.84,2002,reg
John Spencer,COL,F,16,13,1149,5,4,49,21,3,3/3,2,3,0.39,10.2,0,2,2,0.31,18,22,15,4,1,42.86,2002,reg
Bobby Convey,DC ,M,26,25,2248,5,3,39,25,1,0/0,5,0,0.2,12.8,2,3,0,0.12,35,26,8,3,1,64.1,2002,reg
Ali Curtis,DC ,F,20,6,806,5,1,25,12,1,0/0,3,2,0.56,20.0,0,0,1,0.11,16,25,8,1,0,48.0,2002,reg
Antonio Martinez,DAL,F-M,26,19,1774,4,10,24,9,1,0/0,0,4,0.2,16.7,2,7,3,0.51,25,32,8,1,1,37.5,2002,reg
Dwayne De Rosario,SJ ,M,27,18,1637,4,8,56,29,1,0/0,1,3,0.22,7.1,4,7,1,0.44,41,26,34,3,0,51.79,2002,reg
Ronald Cerritos,DAL,F,23,11,1209,4,6,40,25,0,0/0,1,3,0.3,10.0,3,4,2,0.45,17,16,23,0,0,62.5,2002,reg
Igor Simutenkov,KC ,M-F,19,17,1480,4,5,55,23,1,1/2,4,0,0.24,7.3,1,1,4,0.3,21,49,18,6,0,41.82,2002,reg
Alexi Lalas,LA ,D,26,26,2364,4,4,25,16,3,0/0,4,0,0.15,16.0,1,2,2,0.15,56,18,0,6,0,64.0,2002,reg
Ryan Nelsen,DC ,D,20,17,1596,4,3,15,12,2,0/0,4,0,0.23,26.7,0,3,0,0.17,28,14,0,2,0,80.0,2002,reg
Brad Davis,MET,M,24,12,1246,4,3,22,10,2,0/0,2,2,0.29,18.2,1,2,1,0.22,14,31,3,2,0,45.45,2002,reg
Chris Brown,KC ,M-F,28,14,1512,4,3,35,17,2,0/0,4,0,0.24,11.4,0,2,1,0.18,15,22,3,1,0,48.57,2002,reg
Zach Kingsley,COL,M,15,10,997,4,2,20,17,0,0/0,2,2,0.36,20.0,0,2,0,0.18,22,26,5,2,0,85.0,2002,reg
Jorge Rodriguez,DAL,M-D,22,17,1693,4,2,30,13,1,3/3,2,2,0.21,13.3,0,0,2,0.11,39,11,0,4,1,43.33,2002,reg
Clint Mathis,MET,M,14,14,1106,4,2,40,20,1,0/0,3,1,0.33,10.0,1,0,2,0.16,20,24,4,3,1,50.0,2002,reg
Wolde Harris,NE ,F,22,11,1117,4,0,41,24,0,0/1,2,2,0.32,9.8,0,0,0,0.0,24,27,10,1,0,58.54,2002,reg
Cobi Jones,LA ,M,19,18,1638,3,13,31,21,1,0/0,2,1,0.16,9.7,4,10,3,0.71,14,43,7,2,0,67.74,2002,reg
Ramiro Corrales,SJ ,M,28,26,2354,3,9,38,16,2,0/0,3,0,0.11,7.9,3,7,2,0.34,59,34,2,6,0,42.11,2002,reg
Marco Etcheverry,DC ,M,24,23,2146,3,8,26,12,3,0/1,2,1,0.13,11.5,3,6,2,0.34,22,54,3,9,0,46.15,2002,reg
