age,birth_year,cause_of_death,death_month,death_year,famous_for,name,nationality,fame_score
84,1928,,January,2012, member of the New South Wales Legislative Assembly for Miranda (1978â€“1984),Bill Robb,Australian,1
90,1922,,January,2012, television executive,Gerhard SchrÃ¶der,German,1
63,1949,,January,2012, singer (Dag Vag),Stig Vig,Swedish,1
73,1939, sequelae from hip fracture,January,2012, actor (Dynasty ER Melrose Place),James Farentino,American,5
81,1931,,January,2012, Governor of Rhode Island (1977â€“1985),J. Joseph Garrahy,American,6
81,1931,,January,2012, First Lady (1986â€“1990),Carolina Isakson Proctor,Colombian,4
92,1920, Tony Award-winner,January,2012, operatic soprano and musical theatre actress (The Sound of Music),Patricia Neway,American,17
57,1955, heart attack,January,2012, politician Attorney General (since 2011),Carlos EscarrÃ¡,Venezuelan,4
70,1942, cardiac arrest,January,2012, actor,Emil Hossu,Romanian,1
73,1939, complications from a stroke,January,2012, actress (Besos en la Frente Vidas robadas),Mabel Manzotti,Argentine,1
56,1956, Crohn's disease,January,2012, heavy metal guitarist (Riot),Mark Reale,American,2
77,1935, kidney failure,January,2012, actor (Seinfeld Army of Darkness Star Wars: The Clone Wars),Ian Abercrombie,British,5
79,1933, complications from a stroke,January,2012, actress (The Sting General Hospital Xanadu),Dimitra Arliss,American,3
60,1952, cardiac arrest,January,2012, politician Representative from the 5th District of Negros Occidental (since 2004),Iggy Arroyo,Filipino,7
84,1928, multiple organ failure,January,2012, politician Governor of San Juan (1999â€“2002),Alfredo AvelÃ_n,Argentine,5
91,1921,,January,2012, baseball player (St,Bud Byerly,American,
91,1921,,January,2012, MP for Midlothian (1966â€“1992),Alex Eadie,British,4
74,1938,,January,2012, Governor of Kerala (since 2011),M. O. H. Farook,Indian,9
60,1952, heart attack,January,2012, actor (Welcome Back Kotter; Cagney & Lacey),Robert Hegyes,American,8
87,1925,,January,2012, head of the DirecciÃ_n Federal de Seguridad (1978â€“1982),Miguel Nazar Haro,Mexican,4
59,1953, suicide,January,2012, actor (The Bill),Colin Tarrant,British,10
86,1926,,January,2012, Bishop of Ponce (1964â€“2000),Juan Fremiot Torres Oliver,Puerto,1
80,1932,,January,2012, Minister of Finance (1995â€“2003),Hikmat Mizban Ibrahim al-Azzawi,Iraqi,4
84,1928,,January,2012, Mayor of Vancouver (1967â€“1972),Tom Campbell,Canadian,3
65,1947, complications from pneumonia,January,2012, football player (Cincinnati Bengals),Greg Cook,American,6
78,1934, stroke complications and cancer,January,2012, politician Oregon State Senator (1983â€“1999),Jeannette Hamby,American,19
47,1965,,January,2012, stand-up comedian and actor (My Wife and Kids),Todd Lynn,American,6
82,1930, heart problems,January,2012, runner Olympic bronze medalist (1960),IstvÃ¡n RÃ_zsavÃ¶lgyi,Hungarian,3
82,1930,,January,2012, Mayor of Boston (1968â€“1984),Kevin White,American,29
89,1923,,January,2012, college basketball coach (Canisius),Joseph Curran,American,1
67,1945,,January,2012, racing driver,FranÃ§ois Migault,French,2
88,1924,,January,2012, boxing trainer and manager (Marvin Hagler),Goody Petronelli,American,4
86,1926, heart failure,January,2012, television director (All in the Family Benson The Dick Van Dyke Show),John Rich,American,2
93,1919,,January,2012, Minister of the Interior (1983â€“1987); President (1992â€“1999) and Lifetime Senator (since 1999),Oscar Luigi Scalfaro,Italian,8
83,1929,,January,2012, Bishop of Tiruchirapalli (1990â€“1997),Gabriel Lawrence Sengol,Indian,1
95,1917,,January,2012, Archbishop of Santa Fe de Antioquia (1988â€“1992),Eladio Acosta Arteaga,Colombian,
86,1926,,January,2012, American football player (Chicago Hornets Montreal Alouettes),Frank Aschenbrenner,German-born,3
81,1931,,January,2012, MP for Mississauga (1972â€“1974) and Mississauga South (1979â€“1993),Don Blenkarn,Canadian,
87,1925,,January,2012, Olympic fencer,Helmi HÃ¶hle,German,3
83,1929,,January,2012, Olympic silver (1956) and bronze (1960) medal-winning modern pentathlete,George Lambert,American,2
85,1927,,January,2012, resistance fighter and politician,Abdelhamid Mehri,Algerian,2
66,1946, apparent heart attack,January,2012, jurist Justice of the Arizona Supreme Court (2002â€“2010),Michael D. Ryan,American,4
86,1926,,January,2012, actor (The Elephant Man),Frederick Treves,British,4
85,1927,,January,2012, footballer and coach,Stefano Angeleri,Italian,1
90,1922,,January,2012, Bishop of Aliwal (1973â€“1981),Everardus Antonius M. Baaij,Dutch-born,5
51,1961, cancer,January,2012, baseball player (Atlanta Braves Cleveland Indians),Rick Behenna,American,2
88,1924,,January,2012, Archbishop of Philadelphia (1988â€“2003),Anthony Bevilacqua,American,14
25,1987, drug overdose,January,2012, singer and reality star (House of Carters) sister of Nick and Aaron Carter,Leslie Carter,American,16
82,1930,,January,2012, Bishop of Zambia (2001â€“2003),Petros Karatroupkos,Greek-born,1
57,1955, suicide,January,2012, artist and musician (Destroy All Monsters),Mike Kelley,American,44
87,1925,,January,2012, TD for Laoisâ€“Offaly (1951â€“1961),Peadar Maher,Irish,3
73,1939,,January,2012, first female Chairperson of the Crow Nation (1990â€“2000),Clara Nomee,American,4
92,1920,,January,2012, footballer (Nottingham Forest F,Sid Ottewell,English,19
64,1948,,January,2012, comics writer,Antonio Segura,Spanish,3
64,1948,,January,2012, comics writer,Antonio Segura,Spanish,3
64,1948,,January,2012, comics writer,Antonio Segura,Spanish,3
64,1948,,January,2012, comics writer,Antonio Segura,Spanish,3
64,1948,,January,2012, comics writer,Antonio Segura,Spanish,3
64,1948,,January,2012, comics writer,Antonio Segura,Spanish,3
64,1948,,January,2012, comics writer,Antonio Segura,Spanish,3
91,1921,,January,2012," at 91""","^ Molly Young (2012-01-16). ""Sister Francella Mary Griggs",dies,
91,1921,,January,2012," at 91""","^ Molly Young (2012-01-16). ""Sister Francella Mary Griggs",dies,
91,1921,,January,2012," at 91""","^ Molly Young (2012-01-16). ""Sister Francella Mary Griggs",dies,
91,1921,,January,2012," at 91""","^ Molly Young (2012-01-16). ""Sister Francella Mary Griggs",dies,
91,1921,,January,2012," at 91""","^ Molly Young (2012-01-16). ""Sister Francella Mary Griggs",dies,
91,1921,,January,2012," at 91""","^ Molly Young (2012-01-16). ""Sister Francella Mary Griggs",dies,
96,1916," dies at 96""",January,2012, Washington lawyer,^ Laris,a,
96,1916," dies at 96""",January,2012, Washington lawyer,^ Laris,a,
67,1945," Dies at 67""",January,2012, Audio Dramatist,^ Barnes,Renowned,
67,1945," Dies at 67""",January,2012, Audio Dramatist,^ Barnes,Renowned,
88,1924," Dies at 88""",January,2012, Who Pushed Baseball to Integrate,^ Goldstein,Writer,
88,1924," Dies at 88""",January,2012, Bookseller with a Passion for Black Politics,^ Martin,Harlem,
85,1927," Dies at 85""",January,2012, Penn State Coach,^ Goldstein,Longtime,
85,1927," dies at 85""",January,2012, Will Robinson!' voice actor,^ Noland,'Danger,
85,1927," dies at 85""",January,2012, Will Robinson!' voice actor,^ Noland,'Danger,
85,1927," dies at 85""",January,2012, Will Robinson!' voice actor,^ Noland,'Danger,
78,1934," dies at 78""",January,2012,,"^ Staff (2012-01-27). ""Jeannette Hamby",Oregon,
78,1934," dies at 78""",January,2012,,"^ Staff (2012-01-27). ""Jeannette Hamby",Oregon,
78,1934," dies at 78""",January,2012,,"^ Staff (2012-01-27). ""Jeannette Hamby",Oregon,
82,1930," Dies at 82""",January,2012, of Kennedys and Others,^ Vitello,Chronicler,
82,1930," Dies at 82""",January,2012, of Kennedys and Others,^ Vitello,Chronicler,
87,1925," 2012""",January,2012,11,"^ Email Us (2012-02-11). ""Former Laois-Offaly TD dies",Feb,
83,1929,,February,2012, baseball player (Chicago White Sox),Herb Adams,American,
75,1937, suicide by gunshot,February,2012, television host and producer (Soul Train),Don Cornelius,American,18
90,1922,,February,2012, boxing trainer (Muhammad Ali),Angelo Dundee,American,8
99,1913,,February,2012, actress (Zwei BrÃ_der The Longest Day),Ruth Hausmeister,German,2
35,1977, strangled,February,2012, football player (C.D. ÃÅguila),Ladislao Nerio,Salvadoran,2
72,1940, complications from lung disease,February,2012, basketball coach (Southwest Missouri State Saint Louis University),Charlie Spoonhour,American,3
94,1918,,February,2012, basketball player (Fort Wayne Pistons),Jerry Steiner,American,1
88,1924,,February,2012, Nobel Prize in Literature (1996),WisÅ‚awa Szymborska,Polish,21
98,1914, heart attack,February,2012, children's writer (Pit Pony),Joyce Barkhouse,Canadian,4
81,1931,,February,2012, Auxiliary Bishop of Paderborn (1980â€“1999),Paul Consbruch,German,1
79,1933,,February,2012, journalist and foreign correspondent (Associated Press),George Esper,American,3
78,1934, myocardial infarction,February,2012, Olympic ice hockey player,Elwyn Friedrich,Swiss,2
71,1941,,February,2012, political analyst,Luis Javier Garrido,Mexican,2
88,1924, complications of Alzheimer's disease,February,2012, spy novelist (The Unexpected Mrs. Pollifax),Dorothy Gilman,American,6
89,1923, stroke,February,2012, politician U.S. Representative from California (1975â€“1981),James F. Lloyd,American,2
51,1961, plane crash,February,2012, businessman (Micron Technology),Steve Appleton,American,9
89,1923,,February,2012, science fiction author (The Tripods The Sword of the Spirits),John Christopher,British,8
81,1931, pancreatic cancer,February,2012, actor (Anatomy of a Murder The Big Lebowski Road House),Ben Gazzara,American,14
49,1963,,February,2012, commander of the 13th Sustainment Command (Expeditionary),Terence Hildner,American,5
69,1943, cancer,February,2012, film director (Wild Orchid) and producer (9Â_ Weeks),Zalman King,American,8
73,1939,,February,2012, physician and educational administrator (Jagiellonian University Medical College),Andrzej Szczeklik,Polish,9
90,1922,,February,2012, Deputy Prime Minister (1965â€“1968) and Minister for Health (1975â€“1981),Toh Chin Chye,Singaporean,13
88,1924,,February,2012, Ambassador to the United States (1974â€“1989),Wilhelm Wachtmeister,Swedish,2
77,1935,,February,2012, Chairman of the Hungarian Justice and Life Party (since 1993),IstvÃ¡n Csurka,Hungarian,4
75,1937, U,February,2012, politician,Robert Daniel,American,5
60,1952, helicopter crash,February,2012, documentary filmmaker (Trials of Life The Blue Planet),Mike deGruy,American,10
54,1958, owner (since 1999) and chairman (2001â€“2011) of Nottingham Forest F,February,2012, businessman,Nigel Doughty,British,13
67,1945, Auxiliary Bishop of the Military Services (since 2004) and Titular Bishop of Flenucleta,February,2012, Roman Catholic prelate,Joseph W. Estabrook,American,3
72,1940, cancer,February,2012, poet Poet Laureate of West Virginia (since 1994),Irene McKinney,American,4
71,1941, heart failure,February,2012, politician Alabama State Senator (1974â€“2010),Wendell Mitchell,American,1
63,1949,,February,2012, stage and screen actor (The Chronicles of Narnia),Jeffrey Perry,British,7
86,1926,,February,2012, Director General Army Medical Services (1981â€“1984),Sir Alan Reay,British,28
94,1918,,February,2012, Bishop of Daloa (1956â€“1975),Pierre-EugÃ¨ne Rouanet,French-born,
83,1929,,February,2012, Bishop of Pavia (1986â€“2003),Giovanni Volta,Italian,1
51,1961, helicopter crash,February,2012, screenwriter and producer (Sanctum),Andrew Wight,Australian,7
61,1951,,February,2012, football manager (TOT S,Pongphan Wongsuwan,Thai,3
79,1933,,February,2012, actor (Saturday Night Fever Fatal Attraction),Sam Coppola,American,
75,1937, cancer,February,2012, actor (Night of the Living Dead),Bill Hinzman,American,3
90,1922, Alzheimer's disease and pneumonia,February,2012, admiral (World War II Korea Vietnam),William D. Houser,American,1
92,1920,,February,2012, and Zhaotong (since 2000),Lawrence Zhang Wen-Chang,Chinese,2
82,1930,,February,2012, actor (The Big Valley),Peter Breck,American,8
76,1936,,February,2012, musician (RTÃ‰ Concert Orchestra),Noel Kelehan,Irish,4
69,1943,,February,2012, musician (Family),Jim King,British,1
82,1930,,February,2012, Foreign Minister (1993),Matthew Mbu,Nigerian,2
51,1961,,February,2012, Olympic bronze medal-winning (1980) water polo player,IstvÃ¡n Udvardi,Hungarian,
37,1975, shot,February,2012, baseball player (Baltimore Orioles Tampa Bay Devil Rays),Danny Clyburn,American,1
80,1932, natural causes,February,2012, actor (Mary Hartman Mary Hartman Barney Miller The Great Waldo Pepper),Phil Bruns,American,3
70,1942, heart attack,February,2012, politician Mayor of Annapolis (1985â€“1989),Dennis Callahan,American,6
72,1940, illness,February,2012, journalist editor of Connacht Tribune (1984â€“2007),John Cunningham,Irish,3
82,1930,,February,2012, basketball player (Minneapolis Lakers Milwaukee Hawks Philadelphia Warriors),Lew Hitch,American,1
85,1927,,February,2012, Minister of Foreign Affairs (1966 1976â€“1977),Jorge Salvador Lara,Ecuadorian,2
89,1923,,February,2012, character actor (Welcome to Pooh Corner),Laurie Main,Australian-born,2
62,1950, lung cancer,February,2012, musician (Almendra Pescado Rabioso Invisible),Luis Alberto Spinetta,Argentine,7
76,1936,,February,2012, sprinter,Irina Turova,Soviet,3
66,1946, cardiorespiratory arrest,February,2012, singer,Wando,Brazilian,2
85,1927, novelist and translator,February,2012, Kurdish writer,Brayim Younisi,Iranian,1
42,1970, cancer,February,2012, video game concept artist (The Elder Scrolls V: Skyrim Fallout 3),Adam Adamowicz,American,6
74,1938, colon cancer,February,2012, lawyer and politician Senator (since 2009),Fred Dickson,Canadian,2
83,1929, cancer,February,2012, actor (Good Life Delivery),Oscar NÃºÃ±ez,Argentine,1
84,1928,,February,2012, football player (New York Yankees Detroit Lions Chicago Cardinals),Don Panciera,American,
88,1924,,February,2012, Auxiliary Bishop of Rome (1980â€“1998),Filippo Giannini,Italian,
84,1928,,February,2012, ice hockey player (New York Rangers Boston Bruins),Ed Harrison,Canadian,1
84,1928,,February,2012, Bishop of La Guaira (1973â€“2001),Francisco de Guruceaga Iturriza,Venezuelan,1
54,1958, leukemia,February,2012, Zealand businessman (Infratil),Lloyd Morrison,New,15
60,1952,,February,2012, American voice actor (Family Guy Call of Duty: Modern Warfare 3),David Anthony Pizzuto,Canadian-born,2
11,2001, myocardial infarction,February,2012, Thoroughbred racehorse winner of the National Stakes (2002) and 2000 Guineas Stakes (2003),Refuse To Bend,Irish,3
53,1959, cancer,February,2012, politician Minister of the Environment (2000â€“2001),Siri Bjerke,Norwegian,
89,1923,,February,2012, baseball player (St,Gene Crumling,American,5
48,1964, accidental drowning,February,2012," singer (""I Will Always Love You"") and actress (The Bodyguard)",Whitney Houston,American,381
87,1925,,February,2012, Anglican Bishop of the Arctic (1974â€“1990),John Sperry,Canadian,8
