Year,Laureate_Id,Firstname,Lastname,Category,Gender,Prize_Share,Motivation,Birth_Date,Birth_Country,Birth_City,Birth_Country_Code,Death_Date,Death_Country,Death_City,Death_Country_Code,Organization_Name,Organization_City,Organization_Country
1986,127,Ernst,Ruska,physics,male,2,"""for his fundamental work in electron optics and for the design of the first electron microscope""",25-12-1906,Germany,Heidelberg,DE,27-05-1988,Germany,West Berlin,DE,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany
1986,265,Yuan T.,Lee,chemistry,male,3,"""for their contributions concerning the dynamics of chemical elementary processes""",19-11-1936,Taiwan,Hsinchu,TW,0000-00-00,,,,University of California,Berkeley CA,USA
1986,435,Rita,Levi-Montalcini,medicine,female,2,"""for their discoveries of growth factors""",22-04-1909,Italy,Turin,IT,30-12-2012,Italy,Rome,IT,Institute of Cell Biology of the C.N.R.,Rome,Italy
1986,434,Stanley,Cohen,medicine,male,2,"""for their discoveries of growth factors""",17-11-1922,USA,Brooklyn NY,US,05-02-2020,USA,Nashville TN,US,Vanderbilt University School of Medicine,Nashville TN,USA
1986,548,Elie,Wiesel,peace,male,1,"""for being a messenger to mankind: his message is one of peace atonement and dignity""",30-09-1928,Romania,Sighet,RO,02-07-2016,USA,New York NY,US,,,
1986,663,Wole,Soyinka,literature,male,1,"""who in a wide cultural perspective and with poetic overtones fashions the drama of existence""",13-07-1934,Nigeria,Abeokuta,NG,0000-00-00,,,,,,
1986,700,James M.,Buchanan Jr.,economics,male,1,"""for his development of the contractual and constitutional bases for the theory of economic and political decision-making""",03-10-1919,USA,Murfreesboro TN,US,09-01-2013,USA,Blacksburg VA,US,Center for Study of Public Choice,Fairfax VA,USA
1987,269,Charles J.,Pedersen,chemistry,male,3,"""for their development and use of molecules with structure-specific interactions of high selectivity""",03-10-1904,Korea (now South Korea),Pusan,KR,26-10-1989,USA,Salem NJ,US,Du Pont,Wilmington DE,USA
1987,664,Joseph,Brodsky,literature,male,1,"""for an all-embracing authorship imbued with clarity of thought and poetic intensity""",24-05-1940,USSR (now Russia),Leningrad (now St. Petersburg),RU,28-01-1996,USA,New York NY,US,,,
1987,131,K. Alex,Müller,physics,male,2,"""for their important break-through in the discovery of superconductivity in ceramic materials""",20-04-1927,Switzerland,Basel,CH,09-01-2023,Switzerland,Zurich,CH,IBM Zurich Research Laboratory,Rüschlikon,Switzerland
1987,268,Jean-Marie,Lehn,chemistry,male,3,"""for their development and use of molecules with structure-specific interactions of high selectivity""",30-09-1939,France,Rosheim,FR,0000-00-00,,,,Université Louis Pasteur,Strasbourg,France
1987,130,J. Georg,Bednorz,physics,male,2,"""for their important break-through in the discovery of superconductivity in ceramic materials""",16-05-1950,West Germany (now Germany),Neuenkirchen,DE,0000-00-00,,,,IBM Zurich Research Laboratory,Rüschlikon,Switzerland
1987,436,Susumu,Tonegawa,medicine,male,1,"""for his discovery of the genetic principle for generation of antibody diversity""",05-09-1939,Japan,Nagoya,JP,0000-00-00,,,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
1987,701,Robert M.,Solow,economics,male,1,"""for his contributions to the theory of economic growth""",23-08-1924,USA,Brooklyn NY,US,0000-00-00,,,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
1987,549,Oscar,Arias Sánchez,peace,male,1,"""for his work for lasting peace in Central America""",13-09-1940,Costa Rica,Heredia,CR,0000-00-00,,,,,,
1987,267,Donald J.,Cram,chemistry,male,3,"""for their development and use of molecules with structure-specific interactions of high selectivity""",22-04-1919,USA,Chester VT,US,17-06-2001,USA,Palm Desert CA,US,University of California,Los Angeles CA,USA
1988,550,United Nations Peacekeeping Forces,,peace,org,1,"""for preventing armed clashes and creating conditions for negotiations""",1948-00-00,,,,0000-00-00,,,,,,
1988,134,Jack,Steinberger,physics,male,3,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",25-05-1921,Germany,Bad Kissingen,DE,12-12-2020,Switzerland,Geneva,CH,CERN,Geneva,Switzerland
1988,133,Melvin,Schwartz,physics,male,3,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",02-11-1932,USA,New York NY,US,28-08-2006,USA,Twin Falls ID,US,Digital Pathways Inc.,Mountain View CA,USA
1988,132,Leon M.,Lederman,physics,male,3,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",15-07-1922,USA,New York NY,US,03-10-2018,USA,Rexburg ID,US,Fermi National Accelerator Laboratory,Batavia IL,USA
1988,439,George H.,Hitchings,medicine,male,3,"""for their discoveries of important principles for drug treatment""",18-04-1905,USA,Hoquiam WA,US,27-02-1998,USA,Chapel Hill NC,US,Wellcome Research Laboratories,Research Triangle Park NC,USA
1988,272,Hartmut,Michel,chemistry,male,3,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",18-07-1948,West Germany (now Germany),Ludwigsburg,DE,0000-00-00,,,,Max-Planck-Institut für Biophysik,Frankfurt-on-the-Main,Germany
1988,271,Robert,Huber,chemistry,male,3,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",20-02-1937,Germany,Munich,DE,0000-00-00,,,,Max-Planck-Institut für Biochemie,Martinsried,Germany
1988,270,Johann,Deisenhofer,chemistry,male,3,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",30-09-1943,Germany,Zusamaltheim,DE,0000-00-00,,,,University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA
1988,665,Naguib,Mahfouz,literature,male,1,"""who through works rich in nuance - now clear-sightedly realistic now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind""",11-12-1911,Egypt,Cairo,EG,30-08-2006,Egypt,Cairo,EG,,,
1988,437,Sir James W.,Black,medicine,male,3,"""for their discoveries of important principles for drug treatment""",14-06-1924,Scotland,Uddingston,GB,21-03-2010,,,,London University King's College Hospital Medical School,London,United Kingdom
1988,438,Gertrude B.,Elion,medicine,female,3,"""for their discoveries of important principles for drug treatment""",23-01-1918,USA,New York NY,US,21-02-1999,USA,Chapel Hill NC,US,Wellcome Research Laboratories,Research Triangle Park NC,USA
1988,702,Maurice,Allais,economics,male,1,"""for his pioneering contributions to the theory of markets and efficient utilization of resources""",31-05-1911,France,Paris,FR,09-10-2010,France,Paris,FR,École Nationale Supérieur des Mines de Paris,Paris,France
1989,274,Thomas R.,Cech,chemistry,male,2,"""for their discovery of catalytic properties of RNA""",08-12-1947,USA,Chicago IL,US,0000-00-00,,,,University of Colorado,Boulder CO,USA
1989,273,Sidney,Altman,chemistry,male,2,"""for their discovery of catalytic properties of RNA""",07-05-1939,Canada,Montreal,CA,05-04-2022,USA,Rockleigh NJ,US,Yale University,New Haven CT,USA
1989,136,Hans G.,Dehmelt,physics,male,4,"""for the development of the ion trap technique""",09-09-1922,Prussia (now Germany),Görlitz,DE,07-03-2017,USA,Seattle WA,US,University of Washington,Seattle WA,USA
1989,135,Norman F.,Ramsey,physics,male,2,"""for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks""",27-08-1915,USA,Washington D.C.,US,04-11-2011,USA,Wayland MA,US,Harvard University,Cambridge MA,USA
1989,440,J. Michael,Bishop,medicine,male,2,"""for their discovery of the cellular origin of retroviral oncogenes""",22-02-1936,USA,York PA,US,0000-00-00,,,,University of California School of Medicine,San Francisco CA,USA
1989,137,Wolfgang,Paul,physics,male,4,"""for the development of the ion trap technique""",10-08-1913,Germany,Lorenzkirch,DE,07-12-1993,Germany,Bonn,DE,University of Bonn,Bonn,Germany
1989,703,Trygve,Haavelmo,economics,male,1,"""for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures""",13-12-1911,Norway,Skedsmo,NO,26-07-1999,Norway,Oslo,NO,University of Oslo,Oslo,Norway
1989,666,Camilo José,Cela,literature,male,1,"""for a rich and intensive prose which with restrained compassion forms a challenging vision of man's vulnerability""",11-05-1916,Spain,Iria Flavia,ES,17-01-2002,Spain,Madrid,ES,,,
1989,551,Lhamo,Thondup,peace,male,1,"""for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people""",06-07-1935,Tibet (now China),Taktser,CN,0000-00-00,,,,,,
1989,441,Harold E.,Varmus,medicine,male,2,"""for their discovery of the cellular origin of retroviral oncogenes""",18-12-1939,USA,Oceanside NY,US,0000-00-00,,,,University of California School of Medicine,San Francisco CA,USA
1990,667,Octavio,Paz,literature,male,1,"""for impassioned writing with wide horizons characterized by sensuous intelligence and humanistic integrity""",31-03-1914,Mexico,Mexico City,MX,19-04-1998,Mexico,Mexico City,MX,,,
1990,140,Richard E.,Taylor,physics,male,3,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics""",02-11-1929,Canada,Medicine Hat Alberta,CA,22-02-2018,USA,Stanford CA,US,Stanford University,Stanford CA,USA
1990,139,Henry W.,Kendall,physics,male,3,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics""",09-12-1926,USA,Boston MA,US,15-02-1999,USA,Wakulla Springs State Park FL,US,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
1990,138,Jerome I.,Friedman,physics,male,3,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics""",28-03-1930,USA,Chicago IL,US,0000-00-00,,,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
1990,704,Harry M.,Markowitz,economics,male,3,"""for their pioneering work in the theory of financial economics""",24-08-1927,USA,Chicago IL,US,0000-00-00,,,,City University of New York,New York NY,USA
1990,705,Merton H.,Miller,economics,male,3,"""for their pioneering work in the theory of financial economics""",16-05-1923,USA,Boston MA,US,03-06-2000,USA,Chicago IL,US,University of Chicago,Chicago IL,USA
1990,442,Joseph E.,Murray,medicine,male,2,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",01-04-1919,USA,Milford MA,US,26-11-2012,USA,Boston MA,US,Brigham and Women's Hospital,Boston MA,USA
1990,552,Mikhail,Gorbachev,peace,male,1,"""for the leading role he played in the radical changes in East-West relations""",02-03-1931,USSR (now Russia),Privolnoye,RU,30-08-2022,Russia,Moscow,RU,,,
1990,443,E. Donnall,Thomas,medicine,male,2,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",15-03-1920,USA,Mart TX,US,20-10-2012,USA,Seattle WA,US,Fred Hutchinson Cancer Research Center,Seattle WA,USA
1990,706,William F.,Sharpe,economics,male,3,"""for their pioneering work in the theory of financial economics""",16-06-1934,USA,Boston MA,US,0000-00-00,,,,Stanford University,Stanford CA,USA
1990,275,Elias James,Corey,chemistry,male,1,"""for his development of the theory and methodology of organic synthesis""",12-07-1928,USA,Methuen MA,US,0000-00-00,,,,Harvard University,Cambridge MA,USA
1991,707,Ronald H.,Coase,economics,male,1,"""for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy""",29-12-1910,United Kingdom,Willesden,GB,02-09-2013,USA,Chicago IL,US,University of Chicago,Chicago IL,USA
1991,668,Nadine,Gordimer,literature,female,1,"""who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity""",20-11-1923,South Africa,Springs,ZA,13-07-2014,South Africa,Johannesburg,ZA,,,
1991,445,Bert,Sakmann,medicine,male,2,"""for their discoveries concerning the function of single ion channels in cells""",12-06-1942,Germany,Stuttgart,DE,0000-00-00,,,,Max-Planck-Institut für medizinische Forschung,Heidelberg,Germany
1991,141,Pierre-Gilles,de Gennes,physics,male,1,"""for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter in particular to liquid crystals and polymers""",24-10-1932,France,Paris,FR,18-05-2007,France,Orsay,FR,Collège de France,Paris,France
1991,553,Aung San Suu Kyi,,peace,female,1,"""for her non-violent struggle for democracy and human rights""",19-06-1945,Burma (now Myanmar),Rangoon (now Yangon),MM,0000-00-00,,,,,,
1991,444,Erwin,Neher,medicine,male,2,"""for their discoveries concerning the function of single ion channels in cells""",20-03-1944,Germany,Landsberg,DE,0000-00-00,,,,Max-Planck-Institut für Biophysikalische Chemie,Göttingen,Germany
1991,276,Richard R.,Ernst,chemistry,male,1,"""for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy""",14-08-1933,Switzerland,Winterthur,CH,04-06-2021,Switzerland,Winterthur,CH,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland
1992,669,Derek,Walcott,literature,male,1,"""for a poetic oeuvre of great luminosity sustained by a historical vision the outcome of a multicultural commitment""",23-01-1930,Saint Lucia,Castries,LC,17-03-2017,Saint Lucia,Gros-Islet,LC,,,
1992,446,Edmond H.,Fischer,medicine,male,2,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",06-04-1920,China,Shanghai,CN,27-08-2021,USA,Seattle WA,US,University of Washington,Seattle WA,USA
