,Game ID,White Rating,Black Rating,Opening ECO,Opening Ply,White Centi-pawn Loss,White's Number of Inaccuracies,White's Number of Mistakes,White's Number of Blunders,Black Centi-pawn Loss,Black's Number of Inaccuracies,Black's Number of Mistakes,Black's Number of Blunders
9874,gMRMJ7sE,1979,2030,A16,7,73,3,1,2,34,2,2,1
9875,slVru4z0,2025,1879,C00,3,45,3,3,0,70,8,3,1
9876,AsQQEWAu,1984,2020,B22,3,37,5,2,0,18,2,1,0
9877,uWyGFm3H,1622,1606,A00,1,45,5,1,2,76,7,4,2
9878,JJjgrBSs,1398,1631,C50,6,105,7,3,3,87,6,4,1
9879,buaAR6sP,1715,1796,C26,5,84,5,4,2,55,4,1,1
9880,OQ6OGKrR,1418,1643,A45,2,109,3,3,6,138,4,1,7
9881,ID6EDtZp,1355,1531,A45,2,68,4,1,5,53,4,1,2
9882,TjKZOkpE,1336,1199,A45,5,162,5,2,4,138,4,3,6
9883,MnmAqxlb,1363,1211,A46,3,39,7,2,3,56,6,3,4
9884,MefP4qs5,1500,1330,C44,5,118,2,2,2,70,3,1,1
9885,O5Q4jw5Z,2226,1907,E60,5,32,3,1,2,63,3,0,3
9886,BHGHmzRX,1522,1642,A40,2,101,10,1,1,65,5,0,2
9887,dAc690L5,1533,1644,A40,2,74,2,5,2,43,5,2,1
9888,1W7lmRsA,1662,1525,A00,4,74,7,4,3,61,7,2,2
9889,T8cBx76x,1501,1435,D00,3,47,4,3,3,63,2,2,5
9890,s5vPRunD,1250,1185,A05,3,82,6,1,2,49,8,1,0
9891,UVXxhJe5,1232,1240,D35,6,31,4,0,1,45,2,3,1
9892,1NXt4NxG,1507,1625,C41,4,75,2,1,5,80,1,1,4
9893,7z8bgAKv,1640,1696,C41,4,95,4,0,3,52,5,0,1
9894,7BV7ovnd,1299,1331,A00,1,67,2,2,2,45,3,1,1
9895,A1SZH548,1344,1277,C46,6,64,3,6,4,46,2,1,4
9896,Fd4fq7G2,1358,1248,C47,7,82,3,1,4,47,2,0,2
9897,C4FFkz65,1362,1347,D35,6,111,6,2,5,80,4,0,4
9898,hkspKvjp,1301,1327,B01,2,51,5,2,1,16,1,0,1
9899,IkItONiJ,1313,1274,C62,6,33,4,2,3,52,3,1,6
9900,CRqZ0nFv,1305,1294,B01,2,198,3,2,9,227,2,3,9
9901,BySolwIC,1150,1298,B01,2,172,2,3,6,146,3,3,5
9902,gP5dTWE2,1500,1578,D02,4,107,2,0,2,139,1,1,3
9903,qFMCKQ3x,1884,1842,A40,2,52,0,0,2,24,2,0,1
9904,4teFAdSs,1868,1873,A48,5,82,4,1,5,117,4,3,6
9905,lVqO3Gwy,1179,1868,B00,2,63,7,4,2,44,6,1,2
9906,HsM9mbjf,1626,1862,C45,7,69,2,0,2,70,5,3,1
9907,UghFpuNy,1842,1845,A46,4,131,7,3,3,102,6,4,4
9908,Ppg26suy,1785,1834,C24,5,64,6,5,4,48,2,4,5
9909,aD5Az8qK,1827,1765,D00,3,67,0,1,1,20,1,0,0
9910,ZLpuc4Ft,1655,1659,C42,7,42,7,0,2,77,3,3,3
9911,U0rV8fLB,1801,1817,C00,2,53,6,0,1,34,0,1,2
9912,Cnrkl0EC,1331,1221,D20,6,143,2,1,3,193,1,1,2
9913,ZoCO2hD7,1302,1298,D06,4,151,2,2,4,191,6,1,4
9914,WlklO7RR,1252,1331,B50,5,110,0,0,2,153,2,2,2
9915,LEnHoSxt,1294,1319,A20,2,184,3,2,7,209,6,2,8
9916,XXcJDfbz,1228,1298,D00,4,58,2,0,2,23,0,1,0
9917,4qOkYVoN,1979,1828,A40,6,63,7,1,0,109,3,1,3
9918,GvwHqa92,1965,1699,C10,5,32,4,0,3,61,3,2,1
9919,bbDwqceU,1580,1958,D08,4,49,1,0,1,8,2,0,0
9920,pr9CclUh,2000,1829,C42,15,18,1,1,0,42,1,1,1
9921,sfEUAp73,1978,2001,C34,6,68,9,6,8,68,11,6,6
9922,4DShwN9c,1998,2132,A05,2,29,3,1,1,20,0,0,1
9923,oo9E37Ca,2121,2009,C62,11,8,0,0,0,64,2,0,1
9924,4gQrjdSJ,2002,1782,D11,5,31,1,2,1,38,3,0,2
9925,Lvp3Xr7I,2005,1976,A40,2,36,3,3,4,52,7,1,5
9926,Mil1QRJQ,1983,1954,D78,12,17,2,2,0,15,1,1,0
9927,W2pz3uOr,2056,2168,D00,2,21,1,1,0,4,0,0,0
9928,GFq8ryrs,2142,2158,C67,8,14,2,1,0,5,0,0,0
9929,aCDDuqqP,2098,2148,B01,4,42,2,1,1,6,0,0,0
9930,NVh4j6FK,2126,2183,C40,4,17,2,0,1,14,3,0,0
9931,msDBj13y,1655,1618,B10,2,36,6,0,2,38,4,0,2
9932,FSXOtakt,1501,1536,D00,3,74,15,2,5,56,8,1,3
9933,oeNcUdpL,1953,2116,B40,7,12,2,0,0,22,2,0,1
9934,xHR40apb,1969,2023,B40,7,58,2,0,1,8,0,0,0
9935,UTH6E5B6,1936,1980,C15,6,9,0,0,0,83,0,1,1
9936,RebUNQFN,1757,1866,B20,3,74,4,0,1,4,0,0,0
9937,j0MHI4xp,1649,1784,B22,3,53,2,0,1,4,0,0,0
9938,WSLwWhqW,2003,1793,B06,2,124,5,1,5,111,2,3,2
9939,CdxzrfT8,1791,1774,A40,2,57,1,0,2,36,1,1,1
9940,WZoYonnr,1300,1273,C00,3,155,7,2,3,131,7,0,2
9941,uaQ6UZ8j,1287,1286,A00,1,87,5,3,3,62,4,4,2
9942,xdPfT1re,1885,1816,A21,3,54,0,4,1,102,3,0,3
9943,nh0dJn6H,1762,1519,B00,6,22,4,0,0,56,5,1,1
9944,jo05FOET,2189,2341,A10,4,50,10,1,3,63,10,2,4
9945,zs2BxJJV,2178,2119,A10,2,30,0,3,0,55,6,2,1
9946,RzSSS1e4,2166,2136,C00,3,32,3,0,1,73,6,1,2
9947,FlZNZPP2,2122,2086,A36,9,44,3,1,2,71,4,2,4
9948,zFmhakz1,1258,1232,D06,3,52,2,1,1,90,2,0,3
9949,5Pn5SN9b,1986,1995,B31,6,79,0,2,5,106,3,1,6
9950,LyupTQKm,993,888,C00,3,17,2,1,0,36,7,1,2
9951,BiZZbIV6,1760,2149,A10,2,69,1,0,3,19,1,0,1
9952,l0BIjtZ0,2138,1901,D00,3,37,2,0,1,62,5,2,1
9953,DjhHnnDx,2129,1813,A40,1,38,2,3,0,71,5,2,1
9954,UjoVtJtJ,2110,1821,D00,3,80,5,3,2,112,8,5,3
9955,l6tWMZHs,1825,2098,A04,2,75,4,3,2,40,1,2,1
9956,zNRqs1dA,1503,2096,C41,8,81,2,4,4,55,1,5,2
9957,6ZQAwqmE,1794,2085,C41,4,73,2,2,2,22,1,2,0
9958,Q3DV5OWf,2072,1798,B06,5,35,1,1,0,84,3,1,1
9959,8aAH3ZMX,1486,1663,A00,1,118,3,4,7,143,6,4,8
9960,hX7tLQ5o,1813,1903,C53,7,85,5,5,9,102,5,5,8
9961,zTHaE7Am,1922,1943,C50,9,83,0,1,3,32,1,0,1
9962,joGqpsGT,2426,1628,C62,9,10,1,0,0,49,1,2,1
9963,YtUclMXK,1500,1628,C62,6,8,0,0,0,50,4,0,1
9964,9TogKNfR,1878,1584,A03,2,86,8,4,3,60,7,3,2
9965,Z3dFIhuD,1872,1668,A03,2,42,7,1,0,67,4,1,4
9966,PPBsBOny,1997,1883,B50,4,52,4,6,3,59,2,4,5
9967,XKOC7u5J,1422,1898,A53,4,65,0,1,4,38,4,2,2
9968,pMUmvLyC,1898,1856,A01,2,14,3,0,0,40,4,0,1
9969,vkuu8ivq,1884,1883,A01,2,65,4,4,2,100,5,2,4
9970,E3gX1SyN,1776,1382,B20,3,33,6,0,1,56,9,1,1
9971,lQ2BBnBI,1295,1282,B00,5,140,2,2,5,113,5,4,5
9972,mCkNEcTc,1897,1906,B23,3,122,6,0,9,126,4,3,8
9973,BvzCNiAr,1390,1448,A00,1,28,5,0,0,62,2,2,1
9974,Ca76nQcP,1593,1773,C55,7,24,0,0,0,44,2,0,2
9975,CqYiiBCS,1701,2630,B12,7,54,1,3,1,32,3,1,0
9976,pmjkBLuX,2627,2134,B71,12,9,2,0,0,9,3,0,1
9977,XPruQmYN,2135,2624,E01,7,70,0,0,2,7,0,0,0
9978,GlJSMf5e,2331,2615,A43,5,19,1,1,0,22,2,1,0
9979,bMnIswC7,2611,2137,C02,10,18,3,0,0,50,2,3,0
9980,hSGwPvmF,890,1144,C26,4,104,4,2,2,60,1,0,2
9981,fKmP11cO,1023,904,C42,5,148,1,1,8,181,2,1,10
9982,y1yctRNe,996,891,C23,4,134,0,0,1,58,0,0,1
9983,ntHA3s5K,879,920,C40,4,74,4,3,4,109,8,2,5
9984,wemRGX7V,839,891,A40,2,58,4,1,1,85,9,1,3
9985,FVtwlDJa,1549,1585,A00,1,56,1,1,1,3,0,0,0
9986,Sjcbi6iz,1469,1638,B00,2,39,4,0,2,29,1,1,1
9987,lyY9e7nj,1410,1664,B07,7,125,4,3,6,103,5,2,5
9988,az0PHkeq,1655,1588,B00,2,40,2,0,2,30,1,1,1
9989,PiMD42UP,1497,1648,B00,2,79,3,1,1,21,0,1,0
9990,5yFQSIIL,1660,1619,C44,5,139,2,2,5,108,8,3,3
9991,RgqDAYVV,1671,1682,C40,4,86,9,3,8,73,9,1,9
9992,QkdLM75c,1441,1690,B06,7,93,4,0,3,138,1,1,4
9993,5PCEaxUc,1691,1741,B30,4,41,10,2,0,16,2,2,0
9994,fdaFW6F8,1612,1706,A10,1,70,4,2,6,89,6,2,7
9995,t09roBT6,1698,1584,C40,4,32,4,2,1,53,5,4,2
9996,qqdhOU5O,1247,1245,C48,8,85,1,0,2,52,1,1,1
9997,aKgCOIzh,2007,2032,B01,6,65,1,3,3,33,2,1,1
9998,TzoFAAC6,1968,1942,B30,4,26,3,1,0,52,2,1,1
9999,cUdz5YNW,2038,1999,B00,3,143,3,1,7,105,2,5,6
10000,epMHoW49,1604,1620,B01,2,104,7,1,3,82,5,3,4
10001,2Iy0wDmq,1797,1710,B02,6,44,6,4,2,58,3,4,2
10002,qUkkOhqR,1825,1871,B33,8,64,5,2,1,26,2,0,0
10003,xAuWVCJg,1712,1812,B21,3,78,4,1,3,39,4,0,1
10004,kj8ECtfH,1650,1615,B40,5,49,5,0,2,24,2,2,1
10005,fQabZ3fa,1630,1634,A17,4,58,3,0,3,92,4,0,4
10006,rwLBYiQM,1611,1634,D31,5,18,4,0,0,49,3,0,1
10007,ECxmo0JC,1564,1589,B40,6,78,2,1,1,24,0,0,0
10008,PwYMup3C,1610,1646,A53,6,86,6,3,5,72,3,3,4
10009,jYDWMK6W,1589,1513,D10,5,12,3,0,0,34,7,1,1
10010,trys5kBP,1626,1612,A45,4,78,2,2,2,113,4,4,4
10011,jVu3Y91o,1609,1602,D31,5,21,3,0,0,63,2,1,2
10012,1k5Kyd3n,1584,1498,D08,7,24,0,1,0,81,2,1,1
10013,GxRAsmF4,1973,1689,C26,5,39,4,0,0,61,7,2,0
10014,RebpeWYl,1862,1816,B20,3,97,3,1,5,65,5,3,4
10015,vW5oUsgn,2026,1867,C41,8,97,4,0,4,132,2,1,6
10016,NlIEXjfV,1904,1693,B20,3,56,5,4,2,86,6,7,3
10017,9K7A28xm,1811,2449,A45,2,73,1,2,1,25,3,0,1
10018,MPGi3ZZ7,2174,1790,A51,4,57,5,3,2,30,4,3,0
10019,CFkzIbz6,1791,2343,A45,2,48,3,0,4,22,4,1,0
10020,XqL5M6Pz,1247,1422,A02,1,74,1,3,2,111,6,4,3
10021,odbA2h2l,1477,1316,A43,3,8,1,0,0,25,6,0,1
10022,d81iaqh9,1589,1545,C62,6,38,2,2,2,52,5,2,3
10023,ZnSaPYzT,1353,1357,B01,5,10,0,0,0,59,4,0,0
10024,SwuueVF7,1988,2170,B23,3,45,8,1,1,29,4,1,0
10025,4pDdVA3Q,1885,2161,B27,4,60,4,1,2,30,2,1,0
10026,AzLft0Cq,1854,1655,C34,6,57,7,2,0,16,1,0,0
10027,lkyEHtEe,1645,1591,D00,3,46,3,2,3,73,3,4,4
10028,NeLtCprv,1634,1631,D00,4,15,1,0,0,75,0,0,2
10029,Z477FMXt,1569,1624,B20,3,50,4,1,1,28,5,0,0
10030,1NqvBVDI,1794,1607,B13,5,68,2,0,3,33,2,1,1
10031,f1FZnCwI,1925,1499,B05,8,36,2,1,2,64,6,2,2
10032,vVhvPjDZ,1336,1528,A43,3,88,3,3,2,124,2,3,4
10033,hku5MDcK,1588,1663,C01,7,56,2,0,2,30,3,1,0
10034,jfQSEpPL,1303,1377,C41,4,116,4,2,7,134,7,2,6
10035,VDnd9zCH,1794,1646,C50,6,63,3,0,3,100,3,1,3
10036,d8NOZa6H,1807,1752,B30,4,105,5,10,7,83,2,6,7
10037,m1vWR0zF,1808,1986,B01,4,50,4,2,1,23,2,3,0
10038,ComPrsI4,1618,1630,C46,5,48,2,0,1,91,2,0,3
10039,q3PAvbfl,1813,1602,C50,9,87,0,1,1,3,0,0,0
10040,vC9VtTHR,1647,1745,D11,5,11,1,0,0,6,0,0,0
10041,stsSAAyT,1796,1680,C45,8,71,1,2,2,14,0,0,0
10042,jgWefrmY,1929,2077,B22,3,57,4,3,1,27,3,0,1
10043,vDte9zeR,1804,2005,C00,3,11,0,0,0,56,2,1,1
10044,LYt4imjZ,1780,1875,A52,7,15,0,0,0,39,5,0,1
10045,vzL8vQdv,1739,1729,B01,4,32,1,1,0,78,2,1,2
10046,voJ9JYpg,2023,2165,C57,10,25,0,2,0,63,3,0,3
10047,trIWksAB,2134,2014,C60,6,43,8,3,0,26,2,0,1
10048,mooxsML8,2003,2146,C53,8,122,5,4,3,144,10,4,3
10049,pCvtGcMf,1994,2066,B20,3,34,3,2,1,47,5,2,3
10050,APGa9Hjo,1985,2061,B13,5,24,3,0,0,53,7,0,1
10051,FlC5YO5y,2112,1990,E00,5,27,0,1,1,35,2,0,1
10052,EZ6aPVqm,1994,2182,B20,3,56,1,4,2,78,6,1,5
10053,ND96ynI0,2003,2144,B00,4,109,3,3,2,72,0,0,3
10054,SxxyOoeD,1742,1702,A00,1,75,3,3,3,50,4,2,2
10055,hTYSjuYO,2144,1934,C44,6,69,4,1,4,36,2,2,2
10056,2EM1iPOl,1341,2140,A00,1,67,1,2,1,33,2,1,0
10057,Nh3GM0B5,2251,1776,A00,2,72,8,4,8,61,5,6,8
10058,56PBmeQN,2250,2309,A05,4,16,3,0,2,15,0,2,1
10059,dzAEIys8,2251,2194,A00,2,49,6,2,2,78,4,5,2
10060,B9zX0iUI,2245,2196,A07,3,52,2,1,2,77,5,1,2
10061,FBe9EmJe,2209,2245,A62,16,33,1,0,1,60,3,0,1
10062,z1dlpL0X,2239,2163,A07,3,35,1,2,0,77,2,2,2
10063,mUXrPua3,2106,2158,A45,3,38,2,2,1,66,1,1,3
10064,IE3eqBZg,2188,2275,E06,9,26,3,1,0,58,3,2,1
10065,nsHgWPGx,2311,2278,A04,2,38,2,0,0,88,2,0,3
10066,PNryoad8,1636,1604,B00,5,124,4,2,2,82,3,0,2
10067,EESUWpXK,1467,1324,B00,2,30,1,1,1,68,2,0,2
10068,2SkY2sdu,1714,1713,E40,7,34,4,1,1,62,7,3,1
10069,Ry8N5iOD,1697,1680,D20,4,97,2,0,6,140,3,1,5
10070,pYjP3qOu,1663,1632,A85,5,78,3,2,3,118,6,1,3
10071,p0YTKFFH,1773,1740,B22,3,98,4,4,5,74,6,5,2
10072,46lxZJw3,1780,1817,C01,5,52,7,1,2,28,4,2,0
10073,d4vVaWIH,1669,1784,B32,7,73,4,1,1,108,5,3,2
10074,bYbx6WBW,1782,1930,C20,3,119,9,0,6,92,5,5,4
10075,CPNBFbpW,2330,2024,B40,7,45,16,1,0,60,10,5,2
10076,RaHLdvW8,2006,2051,B25,12,64,11,3,1,91,11,3,4
10077,mabYvAVI,1993,2319,C26,5,56,9,1,3,56,4,0,3
10078,C7zRxi4N,1989,2101,B25,10,58,2,1,3,62,5,1,3
10079,6i0C0fXG,2093,1997,D66,18,68,5,5,2,72,5,5,2
10080,IdSrTqGd,1994,2045,C25,4,98,4,6,4,76,6,1,5
10081,oOAF4050,1073,1242,C68,8,75,1,2,2,112,7,4,2
10082,C6EWqV8U,1065,944,C46,5,54,3,3,2,86,1,3,5
10083,wp9hJm1c,952,1043,C43,6,41,4,1,2,13,2,1,1
10084,0CuyDuTS,1062,1199,B00,2,84,4,5,1,60,9,0,0
10085,z5Vz8k39,1752,1725,A22,6,11,0,0,0,54,1,0,1
10086,cqegEH9L,1730,1818,B12,7,72,2,0,1,18,2,0,0
10087,YJZH08HX,1960,1722,B33,11,18,1,0,0,49,2,2,1
10088,sgaooRYh,1707,1703,C00,3,38,2,1,1,77,5,0,3
10089,093QQQug,1720,2272,B84,12,60,3,0,2,21,2,0,0
10090,6LDFSech,1877,1950,B90,11,13,2,0,0,59,2,0,1
10091,35vYeGZO,1862,1940,E61,5,125,5,0,7,97,5,1,3
10092,AIoOX3Ar,1945,1949,B38,11,70,6,3,1,27,3,0,1
10093,VLi43yxR,1939,1958,C48,7,18,2,0,0,64,2,2,1
10094,xc17Xw6A,1878,1528,C20,3,18,3,1,0,48,3,0,2
10095,0RYaElnp,1944,1848,C30,3,24,4,0,1,54,3,0,2
10096,i0rFlmN2,1500,2110,B08,8,40,4,1,2,16,4,0,1
10097,FRjB4D6O,2110,1577,C69,10,10,0,0,0,31,3,0,1
10098,zEVyoo0f,1590,1500,C42,9,53,1,0,1,8,0,0,0
10099,oG8fCWiQ,1655,1631,C57,8,196,1,1,4,98,1,0,2
10100,sZLcqEJ3,1909,1862,B00,3,70,9,7,6,88,11,2,7
10101,P4UEv4CG,1896,1899,A00,1,87,2,1,4,45,3,2,1
10102,LJOwFCJA,1906,2038,B30,4,55,10,1,2,35,5,2,1
10103,qX7SwXZE,1661,1545,C00,3,98,10,1,3,74,7,5,0
10104,KJl2CAJ1,1699,1944,C02,7,93,3,2,6,68,4,3,3
10105,YCNpTi4o,1970,1803,C41,6,30,4,1,2,56,7,3,2
10106,7pe7Xb03,2005,1956,D00,3,107,1,2,2,63,2,0,1
10107,qI77aFvW,1824,1942,C41,4,79,0,0,2,20,2,0,0
10108,JC8H5GLh,1821,1767,D00,3,85,7,4,9,66,6,6,6
10109,HpgHKbH8,1764,1736,D06,4,107,1,1,3,148,3,0,3
10110,PEOPWY8D,1394,1428,C20,4,73,2,1,1,91,1,0,3
10111,R7fEgt6C,1489,1433,C40,4,5,0,0,0,71,3,0,1
10112,vCdhwqV3,1895,1936,B00,3,24,2,3,0,46,6,2,2
10113,Tkll6HJy,1696,1508,C34,6,87,7,1,4,57,5,3,3
10114,81JvITPO,1498,1710,A80,3,26,3,0,2,43,4,1,2
10115,gjwqTsvp,1655,1723,B06,4,36,6,2,0,75,4,2,2
10116,xNbQx3It,1644,1730,B06,2,68,5,0,3,91,3,0,3
10117,YMNGPszy,1735,1965,A02,1,35,0,2,1,7,0,0,0
10118,WbyseOXW,1378,1187,B21,3,80,5,3,3,112,8,0,6
10119,GLq3oi5q,1145,1301,B52,6,109,6,2,3,135,5,1,7
10120,AUX0WVPw,2137,2081,A13,2,58,2,1,3,58,6,2,3
10121,z3qDHzBd,1975,2129,C00,3,61,5,2,3,27,2,0,1
10122,2UKKIz0M,2117,2099,A22,4,10,2,2,0,26,2,1,1
10123,pPr7B5Bi,2045,2105,D64,15,40,2,0,1,12,0,0,0
10124,tQxj3JSf,2116,2169,A22,4,16,6,1,0,15,3,2,0
10125,4aZRYed2,2288,2124,C11,7,53,1,0,2,76,6,4,2
10126,qmKP0kZ7,2086,2114,D35,9,79,3,3,5,57,1,4,2
10127,NPD8GJrr,1542,1929,B30,4,110,0,0,2,153,3,0,3
10128,iTR5bBaT,2048,1517,D20,6,100,3,0,2,71,1,0,2
10129,HiLsnwOL,2112,1493,C34,6,58,2,0,2,18,2,0,0
10130,de2yWeTA,1927,1470,C58,11,68,0,3,2,17,1,0,0
10131,Qh7EeW4d,1776,1450,D00,3,61,3,1,1,6,0,0,0
10132,9X6cAfVY,1429,1768,B46,10,14,1,0,0,49,4,1,0
10133,J6e2yP2q,1419,1951,C50,11,35,0,0,2,36,4,1,1
10134,2PxdPrgi,1643,1400,C55,7,45,3,0,2,17,0,1,0
10135,5VfEkTWl,1767,1715,D35,6,67,4,0,1,29,3,0,1
10136,kKNivwEq,1234,1210,D02,4,81,5,3,6,100,5,5,5
10137,FPeXHdlE,1724,1834,B01,8,25,4,1,0,25,4,2,0
10138,FBmQP9wZ,1831,1919,D30,6,55,1,0,1,130,2,0,1
10139,BMhtRPo9,1962,1834,B03,9,39,1,2,3,72,5,0,6
10140,HXUQHzIn,1939,1912,C30,4,68,4,4,4,69,3,3,3
10141,h5WqimwD,1940,1919,D06,6,71,2,3,1,109,3,2,2
10142,Hc6jmw1B,1913,1946,B03,9,70,3,0,2,117,0,2,2
10143,YSB6lHnw,1952,1953,C45,10,65,0,0,2,158,2,0,2
10144,k5v0yTPH,1803,1844,D53,8,20,1,1,0,60,2,2,1
10145,8EKdUMkj,1692,1697,B90,10,77,7,5,2,103,6,1,3
10146,W3ca46ed,1972,2048,C00,3,49,1,2,1,32,2,1,0
10147,4SMkXSDZ,1992,2003,C44,5,75,5,4,3,59,4,0,3
10148,zkTAiY9q,1968,1982,B72,15,141,1,0,4,91,4,1,2
10149,MHJJho5g,1990,1970,D51,8,59,5,3,8,59,9,4,6
10150,kjJET5G6,1979,2007,C41,4,104,3,2,8,84,6,1,7
10151,7Bp7d2KL,1922,1970,B21,3,83,6,3,1,40,4,1,1
10152,WEGqJzKt,1960,1927,B06,2,7,0,0,0,76,5,1,0
10153,LkH6fDmG,1897,1899,C46,5,14,1,0,0,96,4,0,1
10154,y48gpGXJ,1391,1332,D00,3,17,3,0,0,46,4,1,1
10155,4XtzKG1U,1840,1894,C41,4,21,2,0,0,16,1,0,0
10156,JOk5sCUG,1833,1833,C62,6,34,1,4,1,52,4,3,3
10157,iKL4sA4Y,1831,1826,D00,3,80,6,1,4,62,3,5,4
10158,xm9GvKzP,1841,1833,C20,3,67,7,3,3,93,6,4,5
10159,ajL3yjy9,1829,1928,B10,2,220,1,1,2,153,1,1,1
10160,cz45RMX6,1882,1820,C62,6,102,2,0,4,74,2,0,3
10161,9j2QxmWI,1921,1825,B30,4,83,5,1,3,113,4,0,5
10162,hOEBcgpy,1940,1942,C02,8,47,6,2,1,17,0,1,1
10163,iJlvN0Pz,1972,1482,A40,2,119,3,3,3,73,2,1,3
10164,DzgOvXrr,1403,1968,D00,3,40,5,1,2,15,9,0,0
10165,108Q9UcL,1475,1460,C50,8,23,2,0,0,69,3,0,2
10166,wZ6sfZmP,1455,1474,C34,6,41,3,0,1,83,2,1,3
10167,AHgW1sXC,1664,1622,C42,6,92,0,0,1,30,0,0,0
10168,9neYSpdO,1744,1908,B72,11,25,2,0,3,49,1,0,5
10169,wFww3DOn,1929,2100,B43,9,39,1,1,1,21,3,0,0
10170,q03sT6u7,2090,1964,A40,2,11,1,0,0,43,1,0,1
10171,FraFSahw,1912,2081,C77,9,61,5,0,3,42,2,1,2
10172,ChvhIUf0,2029,2013,C15,6,15,0,1,0,78,3,2,1
10173,6JjDFhgI,2126,1825,B13,9,45,5,4,3,57,6,4,5
10174,5REbo6Tg,1774,2125,D06,4,80,3,2,7,59,6,4,5
10175,NnJR6hNH,2129,2191,B23,5,49,2,2,2,31,4,2,1
10176,i34x1vMb,2149,2122,D06,6,57,3,1,1,9,1,0,0
10177,WmirdkeG,2117,2100,C65,9,41,2,2,3,52,3,1,4
10178,eCCTCXfa,1789,2115,B21,6,52,1,1,1,31,2,0,0
10179,netadLeB,2120,1705,C62,6,68,8,2,4,68,8,2,3
10180,RWM0LnY8,1601,2119,B30,4,55,3,2,1,29,2,0,0
10181,Huvgwg0Y,1406,2119,B20,3,70,5,0,1,28,0,1,0
10182,6eVqIbrE,2118,1710,C60,5,74,5,1,2,106,5,4,3
10183,TNUgbUSR,1436,1594,C40,4,95,0,1,2,22,2,0,0
10184,Y0K9xFUu,1767,1604,D06,4,19,1,0,0,60,1,0,2
10185,SSpOquXE,1554,1609,C40,4,87,3,1,4,51,6,2,1
10186,bCsHTmbK,1640,1618,C20,3,65,2,4,2,105,3,5,4
10187,inXxfiPS,1450,1965,B01,6,128,2,0,2,28,2,0,0
10188,c1BPZBQo,1991,1478,A10,2,102,3,5,7,75,3,2,8
10189,epAZKvYo,2456,1991,B01,6,29,0,0,0,49,1,0,1
10190,vxZGcHCm,1381,1260,C00,3,108,4,3,4,82,1,2,3
10191,DOZLI8i6,1680,1385,C67,8,12,0,0,0,57,3,0,1
10192,nxArvpFp,1398,1333,C40,4,71,7,3,3,72,1,5,4
10193,04wUhy2w,1414,1386,C46,5,60,4,0,1,40,2,0,1
10194,xBczjxi2,1332,1376,D30,4,63,7,1,2,36,3,2,1
10195,mTfBK2wT,1216,1370,D31,6,59,7,3,3,29,3,0,3
10196,cHRe3f10,1827,1924,B43,9,38,5,3,2,27,3,1,2
10197,LFgZiq0o,2208,2353,E97,17,31,4,1,1,47,2,1,3
10198,oPNUcRxN,1429,1919,D02,4,14,0,0,0,60,1,1,1
10199,Mkyru86H,1919,2094,C01,5,43,1,1,1,5,0,0,0
10200,s90KdBC3,1919,1902,B03,9,41,1,1,1,10,0,0,0
10201,vmLWhgrs,1919,2169,B00,2,135,0,0,8,111,1,3,5
10202,zdN3DNYI,1919,1500,B50,5,34,3,3,0,13,1,0,0
10203,MIebGj0C,1919,1930,C21,6,62,1,3,1,28,2,1,0
10204,7Yx3qYmA,2010,1930,C51,10,49,1,0,0,82,7,2,0
10205,EFx92AJK,1952,1964,B12,5,49,7,1,1,32,3,2,0
10206,auXyZZ0y,1978,1945,B12,7,100,6,3,3,68,4,3,1
10207,sFfdMzGn,1910,1921,B06,6,23,1,1,0,71,3,2,1
10208,IRU3O9Mf,1899,1911,C50,6,41,3,2,1,64,6,3,2
10209,2kkoyHEE,1910,1910,D00,3,57,10,5,4,58,3,3,7
10210,sYnM8jSN,1877,1922,D00,4,39,12,2,1,55,13,5,3
10211,gRBZKoZb,1909,1981,C44,9,57,4,1,1,92,5,2,3
10212,A9Sptuqn,1976,1895,D30,4,18,0,1,0,14,1,0,0
10213,3CoEmWF8,1655,1744,B10,2,43,1,1,1,91,5,0,1
10214,vJ8GUt8Q,1632,1538,D00,3,108,2,1,6,79,2,0,5
10215,EVCyI1yg,1526,1640,C30,4,70,4,0,2,122,6,3,1
10216,xlWoerip,1436,1048,C20,3,21,1,0,0,266,0,0,1
10217,IpMAFR0a,1762,1737,D00,3,92,6,5,13,102,11,4,12
10218,nvrCEsbV,1859,1760,C20,3,75,7,4,4,99,7,2,5
10219,AFR3dC5Q,1625,1759,C25,4,110,4,3,4,76,3,1,5
10220,ie5lfpJI,1601,1991,B20,3,75,2,2,0,9,1,0,0
10221,70HS8fDJ,1967,1901,A40,2,11,0,0,0,77,1,2,1
10222,eIxIqh8J,1960,1818,B10,3,16,1,0,0,64,1,0,1
10223,cZtnQtmn,1868,1963,B20,3,40,3,2,0,14,0,0,0
10224,Xg7e1lI1,1944,1974,B24,8,23,2,0,1,58,3,0,3
10225,iBz5ZqIw,1974,1970,C55,7,36,5,1,4,21,3,0,2
10226,8hLVH0L2,1627,1455,A13,2,42,1,2,0,72,1,1,2
10227,xhpvvpLZ,1745,1462,A43,5,36,3,0,1,78,4,1,1
10228,fs54bdbG,1711,1431,C00,4,133,2,1,3,99,6,0,3
10229,lzoJiirv,1151,1344,C00,3,61,6,1,1,26,2,0,0
10230,Ojacrxw4,1430,1435,A45,4,127,4,0,5,92,1,1,4
