BeerID,Name,URL,Style,StyleID,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,PrimingMethod,PrimingAmount,UserId
789,Coffee & Donut Stout,/homebrew/recipe/view/33071/coffee-donut-stout,American Stout,12,11.4,1.054,1.012,5.49,40.74,30.03,13.2,60,N/A,70,N/A,Specific Gravity,BIAB,0.35,16,N/A,N/A,
790,Kentucky Bourbon Barrel Ale,/homebrew/recipe/view/31540/kentucky-bourbon-barrel-ale,Wood-Aged Beer,176,18.93,1.084,1.021,8.25,18.06,19.59,9.46,60,1.168,35,N/A,Specific Gravity,extract,0.35,21.11,Corn Sugar,4oz,
791,Batch 15 : Stout,/homebrew/recipe/view/258493/batch-15-stout,Sweet Stout,162,17,1.079,1.027,6.84,27.76,34.76,25,90,1.052,60,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
792,Eriks Julgodis,/homebrew/recipe/view/75053/eriks-julgodis,Oatmeal Stout,114,5,1.051,1.014,4.76,27.2,40,8,60,1.032,68,N/A,Specific Gravity,BIAB,N/A,20,N/A,N/A,18597
793,Black Barleywine,/homebrew/recipe/view/14505/black-barleywine,American Barleywine,5,21.77,1.108,1.022,11.3,105.98,33.13,28.39,90,N/A,76,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,1569
794,Saison,/homebrew/recipe/view/57279/saison,Saison,134,37.85,1.064,1.016,6.27,31.39,7.75,22.71,60,1.106,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,
795,Shandy,/homebrew/recipe/view/6901/shandy,American Wheat or Rye Beer,15,20.82,1.054,1.013,5.45,16.09,4.38,24.61,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
796,Gingerbread Porter,/homebrew/recipe/view/188973/gingerbread-porter,Holiday/Winter Special Spiced Beer,85,18.93,1.042,1.01,5.9,0,31.01,18.93,60,N/A,75,N/A,Specific Gravity,Partial Mash,N/A,N/A,N/A,N/A,
797,Old Chub,/homebrew/recipe/view/18101/old-chub,Strong Scotch Ale,160,17.03,1.078,1.022,7.4,42.76,22.39,22.71,90,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,396
798,Winter Ale,/homebrew/recipe/view/589/winter-ale,Belgian Specialty Ale,25,18.93,1.074,1.018,7.27,39.22,11.55,15.14,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,196
799,L'il Pale Session,/homebrew/recipe/view/69489/l-il-pale-session,Blonde Ale,30,18.93,1.034,1.008,3.46,40.12,6.67,26.5,60,1.024,75,N/A,Specific Gravity,All Grain,1,16.11,N/A,N/A,
800,Schell's Pils Clone,/homebrew/recipe/view/4506/schell-s-pils-clone,Classic American Pilsner,40,20.82,1.059,1.015,5.77,42.51,3.59,26.5,60,1.046,80,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,299
801,Blut von Bayern Hefeweizen,/homebrew/recipe/view/40175/blut-von-bayern-hefeweizen,Weizen/Weissbier,170,20.82,1.045,1.011,4.41,12.11,3.67,28.39,60,1.033,60,N/A,Specific Gravity,BIAB,0.75,20,Corn Sugar,.825 c,8706
802,Bourbon County Vanilla Rye,/homebrew/recipe/view/10348/bourbon-county-vanilla-rye,Wood-Aged Beer,176,20.82,1.122,1.019,13.55,79.74,50,32.18,180,1.079,72,1.1,Specific Gravity,All Grain,1.25,19.44,Dextrose,N/A,
803,Dry Stout,/homebrew/recipe/view/156/dry-stout,Dry Stout,58,18.93,1.059,1.015,5.85,61.75,40,15.14,60,N/A,75,N/A,Specific Gravity,Partial Mash,N/A,N/A,N/A,N/A,
804,Fireside Chat Clone,/homebrew/recipe/view/146797/fireside-chat-clone,Brown Porter,37,20.82,1.086,1.021,8.45,61.31,40,26.5,60,1.067,60,1.25,Specific Gravity,All Grain,N/A,20,N/A,N/A,
805,07: German Hefeweizen,/homebrew/recipe/view/222386/07-german-hefeweizen,Weizen/Weissbier,170,20.82,1.05,1.012,4.96,16.37,3.39,28.39,90,1.036,70,1.33,Specific Gravity,All Grain,1,16.67,N/A,N/A,39936
806,Easy Mode Pale Ale,/homebrew/recipe/view/76361/easy-mode-pale-ale,American Pale Ale,10,18.93,1.049,1.011,4.95,38.95,7.46,26.5,60,1.035,70,N/A,Specific Gravity,All Grain,0.75,16.67,N/A,N/A,
807,Aaron's First Brew,/homebrew/recipe/view/9957/aaron-s-first-brew,American Wheat or Rye Beer,15,20.82,1.048,1.013,4.6,25.5,4.05,11.36,60,N/A,25,N/A,Specific Gravity,extract,N/A,N/A,Dextrose,3oz,1547
808,Crown Jewel Trappist Style Ale,/homebrew/recipe/view/5335/crown-jewel-trappist-style-ale,Belgian Pale Ale,24,20.82,1.052,1.015,4.84,27.78,10.27,11.36,60,N/A,25,N/A,Specific Gravity,extract,0.75,N/A,Corn Sugar,N/A,1116
809,Stout #3,/homebrew/recipe/view/348929/stout-3,Imperial Stout,87,17.03,1.122,1.024,12.83,100.72,50,22.71,90,1.091,68.5,1.4,Specific Gravity,All Grain,0.5,23.89,N/A,N/A,63258
810,EBH Amateur Hour 2,/homebrew/recipe/view/10671/ebh-amateur-hour-2,American Pale Ale,10,41.64,1.048,1.01,5,30.57,5.39,47.32,90,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,1279
811,Russian Imperial Stout Blend,/homebrew/recipe/view/17097/russian-imperial-stout-blend,Russian Imperial Stout,132,21.77,1.111,1.031,10.52,110.64,40,28.39,90,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,1569
812,Innis and Gunn Clone,/homebrew/recipe/view/227541/innis-and-gunn-clone,Scottish Heavy 70/-,139,18.93,1.037,1.012,3.36,14.12,11.68,20.82,30,1.034,50,N/A,Specific Gravity,Partial Mash,0.5,18.89,N/A,N/A,
813,Bakke Brygg Tysk Pilsner 50 l,/homebrew/recipe/view/141558/bakke-brygg-tysk-pilsner-50-l,German Pilsner (Pils),81,50,1.048,1.011,4.85,38.44,2.77,60,90,1.04,73,N/A,Specific Gravity,All Grain,N/A,10,N/A,N/A,18325
814,Chocolate Coconut Porter,/homebrew/recipe/view/325662/chocolate-coconut-porter,English Porter,66,20.82,1.062,1.016,6.06,32.81,29.42,28.39,60,1.046,75,1.05,Specific Gravity,All Grain,0.5,18.33,N/A,N/A,
815,Youngs Bitter Clone,/homebrew/recipe/view/190006/youngs-bitter-clone,Standard/Ordinary Bitter,157,21.01,1.038,1.009,3.67,0,13.1,24.04,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
816,Belgian Blonde,/homebrew/recipe/view/23772/belgian-blonde,Belgian Pale Ale,24,20,1.061,1.017,5.75,30.61,8.66,26.5,60,N/A,80,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,5399
817,New world XII (westvleteren 12 clone),/homebrew/recipe/view/47720/new-world-xii-westvleteren-12-clone-,N/A,111,20.82,1.105,1.024,10.67,49.4,25.37,28.39,90,N/A,75,N/A,Specific Gravity,All Grain,1,27.78,N/A,N/A,13634
818,Nut Brown Ale,/homebrew/recipe/view/13705/nut-brown-ale,Northern English Brown,113,20.82,1.055,1.013,5.57,24.49,16.71,26.5,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
819,Dark Skies Black IPA,/homebrew/recipe/view/51435/dark-skies-black-ipa,Specialty Beer,145,20.82,1.06,1.017,5.63,90.26,35.06,26.5,60,1.047,72,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,2187
820,THORS THUNDER,/homebrew/recipe/view/3138/thors-thunder,Russian Imperial Stout,132,20.82,1.095,1.027,8.97,113.13,40,32.18,90,1.061,65,1.3,Specific Gravity,All Grain,1,20,kegged,5gal,
821,Saison Dupont Clone,/homebrew/recipe/view/209130/saison-dupont-clone,Saison,134,38,1.065,1.018,6.11,25.08,5.64,62,90,1.04,65,5.2,Specific Gravity,All Grain,1,21,N/A,N/A,40623
822,Ginger! [IPA],/homebrew/recipe/view/188683/ginger-ipa-,American IPA,7,18.93,1.061,1.015,5.97,0,11.89,25.21,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
823,Kiltlifter,/homebrew/recipe/view/76376/kiltlifter,Strong Scotch Ale,160,18.93,1.067,1.019,6.3,34.4,15.26,24.61,60,1.051,65,1.25,Specific Gravity,All Grain,N/A,16.67,N/A,N/A,196
824,Blackberry porter,/homebrew/recipe/view/17515/blackberry-porter,Robust Porter,129,20.82,1.05,1.013,4.94,29.25,30.85,26.5,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,3273
825,Blue ribbon IPA.,/homebrew/recipe/view/11721/blue-ribbon-ipa-,American IPA,7,22.71,1.066,1.014,6.86,57.84,11.19,28.39,60,N/A,80,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
826,CM Dubbel,/homebrew/recipe/view/106637/cm-dubbel,Belgian Dubbel,22,25,1.062,1.01,6.92,23.9,14.1,32,90,1.046,80,2.5,Specific Gravity,All Grain,1,20,Invert sugar,150,
827,Blood Orange Wit (1-10-14),/homebrew/recipe/view/105900/blood-orange-wit-1-10-14-,Witbier,175,18.93,1.053,1.013,5.26,24.57,3.34,30.28,60,1.033,70,1.5,Specific Gravity,All Grain,0.35,18.33,N/A,N/A,23941
828,Practically Pumpkin Pie Ale,/homebrew/recipe/view/64559/practically-pumpkin-pie-ale,Fruit Beer,75,20.82,1.072,1.021,6.63,20.72,10.35,28.39,60,1.053,70,1.25,Specific Gravity,All Grain,0.35,20,N/A,N/A,345
829,Raspberry Tart,/homebrew/recipe/view/36407/raspberry-tart,Fruit Beer,75,20.82,1.061,1.015,6.03,16.26,8,24.61,90,N/A,70,N/A,Specific Gravity,All Grain,0.75,N/A,Force Carb,N/A,955
830,KBS Clone,/homebrew/recipe/view/188700/kbs-clone,Russian Imperial Stout,132,18.93,1.092,1.023,9.02,0,53.1,23.89,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
831,Summer Citra Kölsch (a successful experimen...,/homebrew/recipe/view/27237/,Kölsch,94,20.8,1.05,1.012,4.88,29.71,3.83,28.4,90,N/A,68,N/A,Specific Gravity,All Grain,N/A,N/A,Dextrose,3oz,1046
832,Mike's Easy Hard Cider,/homebrew/recipe/view/193104/mike-s-easy-hard-cider,Common Cider,44,3.79,1.051,1.013,5.02,0,8.2,3.79,60,1.051,70,1.5,Specific Gravity,All Grain,N/A,18.33,N/A,N/A,
833,Hard Cider,/homebrew/recipe/view/105901/hard-cider,Common Cider,44,18.93,1.046,1.012,4.54,0,9.3,18.93,0,1.046,0,N/A,Specific Gravity,extract,0.5,22.22,N/A,N/A,23595
834,Blackberry Wheat Ale,/homebrew/recipe/view/20243/blackberry-wheat-ale,Fruit Beer,75,22.71,1.061,1.015,6.03,20.88,9.62,15.9,60,N/A,70,N/A,Specific Gravity,extract,N/A,N/A,CO2,N/A,2332
835,Paulaner Hefeweizen,/homebrew/recipe/view/134310/paulaner-hefeweizen,Weizen/Weissbier,170,19.68,1.058,1.016,5.52,18.2,8.01,26.12,60,1.044,81,N/A,Specific Gravity,All Grain,0.75,16.67,CO2,N/A,
836,Berliner Weisse,/homebrew/recipe/view/132668/berliner-weisse,Berliner Weisse,27,45.42,1.031,1.006,3.26,4.62,3.22,49.21,15,1.028,60,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,21989
837,Belgian Saisan,/homebrew/recipe/view/9021/belgian-saisan,Saison,134,21.77,1.055,1.004,6.74,47.77,6,26.5,60,1.045,73,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,1569
838,A LIL' SLACK IPA,/homebrew/recipe/view/251609/,American IPA,7,18.9,1.061,1.012,6.46,60.55,7.43,29,60,1.04,80,N/A,Specific Gravity,BIAB,0.75,19,N/A,N/A,
839,Hoppy Saison,/homebrew/recipe/view/42512/hoppy-saison,Saison,134,24.61,1.059,1.009,6.58,95.41,4.43,31.23,90,N/A,80,N/A,Specific Gravity,All Grain,1,23.89,N/A,N/A,
840,Railgun's Basic Braggot,/homebrew/recipe/view/203700/railgun-s-basic-braggot,Braggot,32,7.57,1.085,1.021,8.37,0,12.43,9.46,60,1.068,35,N/A,Specific Gravity,extract,0.35,20.56,N/A,N/A,
841,Schoenling Little Kings,/homebrew/recipe/view/16441/schoenling-little-kings,Cream Ale,45,9.46,1.054,1.012,5.53,21.21,3.13,11.36,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,priming sugar,2.25 ounces,
842,Wheachy Woman (Mango/Peach Wheat),/homebrew/recipe/view/88943/wheachy-woman-mango-peach-wheat-,American Wheat or Rye Beer,15,20.82,1.058,1.014,5.78,23.28,4.2,13.25,60,1.091,80,N/A,Specific Gravity,Partial Mash,0.75,20,Corn Sugar,N/A,20681
843,White House Home Brew Honey Ale (original gu...,/homebrew/recipe/view/16721/white-house-home-brew-honey-ale-original-guess-,Blonde Ale,30,20.82,1.051,1.013,5.05,14.56,5.77,11.36,60,N/A,50,N/A,Specific Gravity,extract,N/A,N/A,3oz,Dextose,
844,Weizen,/homebrew/recipe/view/75394/weizen,Weizen/Weissbier,170,24.8,1.048,1.012,4.72,14.98,2.88,29,60,1.041,74,3,Specific Gravity,All Grain,0.5,22,N/A,N/A,18543
845,Crooked Numbers Summer Ale,/homebrew/recipe/view/32152/crooked-numbers-summer-ale,American Wheat or Rye Beer,15,18.93,1.05,1.012,5.09,29.65,5.81,18.93,60,1.05,44,N/A,Specific Gravity,extract,0.75,21.11,Corn Sugar,5oz,9218
846,Belgian Tripel,/homebrew/recipe/view/30605/belgian-tripel,Belgian Tripel,26,20.82,21.0987,5.35369,8.77,37.5,4.98,28.39,90,N/A,70,N/A,Plato,All Grain,N/A,N/A,N/A,N/A,2938
847,Birra Moretti La Rossa Clone,/homebrew/recipe/view/206377/birra-moretti-la-rossa-clone,Doppelbock,54,19.87,1.086,1.027,7.77,24.27,11.46,15.14,60,1.113,35,N/A,Specific Gravity,extract,N/A,N/A,Light DME,1.25 cup,26977
848,Sweet Josie Clone,/homebrew/recipe/view/69901/sweet-josie-clone,Northern English Brown,113,20.82,1.062,1.017,5.93,64.77,25.91,9.46,60,1.136,75,N/A,Specific Gravity,Partial Mash,1.25,21.11,N/A,N/A,17741
849,Pineapple Express,/homebrew/recipe/view/27163/pineapple-express,American Pale Ale,10,20.82,1.051,1.012,5.08,41.46,10.88,28.39,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,1186
850,Citra IPA,/homebrew/recipe/view/69723/citra-ipa,American IPA,7,18.93,1.074,1.017,7.47,46.42,6.34,18.93,60,1.074,35,N/A,Specific Gravity,extract,1,N/A,N/A,N/A,
851,Two Old Goats,/homebrew/recipe/view/343763/two-old-goats,Doppelbock,54,20.82,1.075,1.018,7.85,29.53,26.21,26.5,60,1.059,60,1.25,Specific Gravity,All Grain,1,15.56,N/A,N/A,40951
852,Coffee Porter,/homebrew/recipe/view/79353/coffee-porter,Brown Porter,37,12.49,1.052,1.015,4.84,25.66,22.78,15.14,60,1.043,75,1.25,Specific Gravity,All Grain,0.35,20,N/A,N/A,
853,Belgian Witbier,/homebrew/recipe/view/85548/belgian-witbier,Witbier,175,45.42,1.054,1.015,5.01,18.43,3.81,54.89,90,1.044,80,1.5,Specific Gravity,All Grain,1,15.56,N/A,N/A,5889
854,1796 Spruce Beer (Gluten Free),/homebrew/recipe/view/76298/1796-spruce-beer-gluten-free-,Specialty Beer,145,3.79,1.04,1.009,4.08,19.86,6.21,4.73,30,1.032,75,N/A,Specific Gravity,All Grain,0.35,18.33,Dextrose,1oz,
855,Smoked Porter,/homebrew/recipe/view/168494/smoked-porter,Robust Porter,129,23,1.065,1.014,6.74,36.84,27.26,28,75,1.053,72,N/A,Specific Gravity,BIAB,0.5,17,N/A,N/A,
856,Wild Sweet and Sour Lemon Flanders Red,/homebrew/recipe/view/2622/wild-sweet-and-sour-lemon-flanders-red,Flanders Red Ale,71,22.71,1.07,1.007,8.25,23.03,13.7,22.71,5,N/A,80,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,380
857,Sierra Nevada Pale Ale Clone Small Batch,/homebrew/recipe/view/1426/sierra-nevada-pale-ale-clone-small-batch,American IPA,7,9.46,1.055,1.013,5.54,41.59,10.33,9.46,40,N/A,70,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,
858,ESB,/homebrew/recipe/view/96506/esb,Extra Special/Strong Bitter (ESB),68,15,1.055,1.015,5.18,37.07,9.74,19,60,1.043,70,3,Specific Gravity,All Grain,N/A,21,N/A,N/A,
859,Biscuits and Honey,/homebrew/recipe/view/3336/biscuits-and-honey,Extra Special/Strong Bitter (ESB),68,18.93,1.058,1.016,5.46,58.37,8.75,22.71,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,737
860,The Wolpertinger's Delight: A Bavarian Weiß...,/homebrew/recipe/view/634/,Weizen/Weissbier,170,15.14,1.079,1.02,7.75,37.37,5.3,11.36,60,N/A,75,N/A,Specific Gravity,Partial Mash,N/A,N/A,DME,16 oz,
861,Pataskala clone,/homebrew/recipe/view/373817/pataskala-clone,Specialty IPA: Red IPA,150,41.64,1.061,1.011,6.62,82.3,14.21,53,60,1.048,80,1.25,Specific Gravity,All Grain,0.75,18.89,N/A,N/A,
862,Sack Mead Polish,/homebrew/recipe/view/11772/sack-mead-polish,Sweet Mead,161,3.79,1.147,1.006,18.52,0,5.67,3.79,1,N/A,100,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,380
863,NEIPA Juice Bomb,/homebrew/recipe/view/475679/neipa-juice-bomb,American IPA,7,18.93,1.088,1.027,8.06,29,5.18,26.5,60,1.063,75,1.5,Specific Gravity,All Grain,0.35,21.11,N/A,N/A,
864,Nut Brown Ale,/homebrew/recipe/view/1284/nut-brown-ale,Southern English Brown,143,18.93,1.036,1.008,3.62,18.75,16.93,9.46,60,N/A,70,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,
865,Tangerine ipa,/homebrew/recipe/view/231975/tangerine-ipa,American IPA,7,20.82,1.062,1.016,6.14,58.26,10.25,11.36,60,1.114,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,
866,Cram Ale,/homebrew/recipe/view/354538/cram-ale,Cream Ale,45,22.71,1.055,1.009,5.99,24.82,3.12,30.28,90,1.041,75,1.5,Specific Gravity,All Grain,0.5,18.33,N/A,N/A,63277
867,Punk ipa,/homebrew/recipe/view/204251/punk-ipa,American IPA,7,25,1.063,1.013,6.59,54.72,6.35,35,60,1.045,75,2.6,Specific Gravity,All Grain,0.75,19,N/A,N/A,17602
868,Hoppy Pils,/homebrew/recipe/view/105888/hoppy-pils,German Pilsner (Pils),81,18.93,1.052,1.015,4.92,44.69,4.24,30.28,90,1.033,60,1.5,Specific Gravity,All Grain,1.5,12.78,N/A,N/A,23941
869,' #1 Amber lager,/homebrew/recipe/view/212243/-1-amber-lager,Vienna Lager,167,18.93,1.049,1.009,5.32,19.92,10.16,13.25,60,1.071,35,N/A,Specific Gravity,extract,0.5,18.33,N/A,N/A,
870,Weizenbock,/homebrew/recipe/view/128114/weizenbock,Weizenbock,171,20.82,1.089,1.024,8.49,27.86,18.4,30.28,90,1.061,70,1.25,Specific Gravity,All Grain,0.75,16.67,N/A,N/A,
871,Zeus's Nuggets Harvest Ale,/homebrew/recipe/view/54904/zeus-s-nuggets-harvest-ale,American Pale Ale,10,20.82,1.073,1.018,7.15,78.49,10.72,28.39,90,1.053,75,N/A,Specific Gravity,All Grain,1.5,17.22,N/A,N/A,15149
872,Cream Of Three Crops,/homebrew/recipe/view/29965/cream-of-three-crops,Cream Ale,45,18.93,1.041,1.012,3.9,20.08,2.65,24.61,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,8363
873,Basil Pepper Saison,/homebrew/recipe/view/54154/basil-pepper-saison,Saison,134,19.87,1.062,1.006,7.3,64.78,4.41,20.82,90,1.059,63,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,97
874,Coopers Sparkling Ale Clone,/homebrew/recipe/view/329176/coopers-sparkling-ale-clone,Australian Sparkling Ale,17,40,1.045,1.005,5.29,32.92,5.73,44,60,1.041,75,3,Specific Gravity,All Grain,N/A,20,N/A,N/A,
875,Muncher Helles,/homebrew/recipe/view/16175/muncher-helles,Munich Helles,109,21,1.05,1.011,5.04,21.82,4.54,26.5,60,N/A,84,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,401
876,Imperial Oktoberfest,/homebrew/recipe/view/135378/imperial-oktoberfest,Oktoberfest/Märzen,115,18.93,1.07,1.017,7.06,37.07,10.41,20.82,60,1.064,70,N/A,Specific Gravity,BIAB,2,12.78,N/A,N/A,
877,India Pale Lager,/homebrew/recipe/view/217646/india-pale-lager,Premium American Lager,124,22.71,1.051,1.013,5.05,48.74,7.16,31.23,60,1.037,70,1.75,Specific Gravity,All Grain,1.5,12.22,N/A,N/A,26961
878,Chestnuts roasted on a...,/homebrew/recipe/view/65443/chestnuts-roasted-on-a-,Northern English Brown,113,5,1.052,1.015,4.91,22.24,40,7,60,1.037,60,N/A,Specific Gravity,All Grain,0.35,21,N/A,N/A,
879,Belgian witbier (OG 1.058) - 1 gallon,/homebrew/recipe/view/210576/belgian-witbier-og-1-058-1-gallon,Witbier,175,3.79,1.058,1.016,5.52,14.25,3.69,5.3,90,1.042,80,N/A,Specific Gravity,BIAB,0.35,18.33,N/A,N/A,
880,Green Bullet IPA,/homebrew/recipe/view/224774/green-bullet-ipa,American IPA,7,21,1.057,1.011,6.01,62.41,7.68,10,30,1.042,50,N/A,Specific Gravity,extract,N/A,19,N/A,N/A,34066
881,Pilsner Urquell National Award-Winning Clone...,/homebrew/recipe/view/178654/pilsner-urquell-national-award-winning-clone-decoction-and-non-decoction-version-,Czech Premium Pale Lager,50,22.71,1.051,1.013,5,33,2.92,28.39,90,1.041,81,1.75,Specific Gravity,All Grain,1.5,13.33,N/A,N/A,34123
882,Dark Lightnin' Barleywine,/homebrew/recipe/view/16593/dark-lightnin-barleywine,American Barleywine,5,26.5,1.13,1.029,13.25,52.99,24.36,32.18,60,1.107,75,1.25,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,2568
883,Minesweeper,/homebrew/recipe/view/33560/minesweeper,Extra Special/Strong Bitter (ESB),68,18,1.06,1.014,6.07,38.37,14.74,26,90,1.042,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
884,Strong Scotch Ale Smuttynose Clone,/homebrew/recipe/view/61898/strong-scotch-ale-smuttynose-clone,Strong Scotch Ale,160,22.71,1.089,1.021,8.96,31.15,21.12,30.28,120,1.067,73,1.35,Specific Gravity,All Grain,1,18.89,Corn Sugar,5,
885,Super Strong Barleywine,/homebrew/recipe/view/72199/super-strong-barleywine,American Barleywine,5,20.82,1.162,1.039,16.17,290.06,10.51,32.18,90,1.053,47,1.1,Specific Gravity,All Grain,1.25,20,N/A,N/A,1569
886,Kronenburg 1664 Blanc Clone (Solkonge) 25 l...,/homebrew/recipe/view/359337/kronenburg-1664-blanc-clone-solkonge-25-l,Witbier,175,25,1.052,1.011,5.33,26.8,3.19,28,60,1.046,70,3,Specific Gravity,All Grain,0.75,17,Table sugar,6g per liter,51696
887,Oatmeal Stout - Cocoa Nibs,/homebrew/recipe/view/12238/oatmeal-stout-cocoa-nibs,Oatmeal Stout,114,41.64,1.063,1.016,6.15,39.13,38.37,56.78,90,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,380
888,Requiem Raspberry,/homebrew/recipe/view/12719/requiem-raspberry,Fruit Beer,75,20.82,1.077,1.01,8.75,42.06,10.97,11.36,60,N/A,70,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,316
889,Raspberry Sour,/homebrew/recipe/view/263151/raspberry-sour,Fruit Lambic,77,20.82,1.042,1.004,5.03,5.25,3.29,24.61,60,1.01,35,N/A,Specific Gravity,Partial Mash,0.5,20,N/A,N/A,
890,Prco party beer,/homebrew/recipe/view/353938/prco-party-beer,American Pale Ale,10,16.5,1.05,1.008,5.52,42.15,11.38,23,60,1.036,62,3,Specific Gravity,All Grain,N/A,20,N/A,N/A,
891,Irish red ale,/homebrew/recipe/view/10613/irish-red-ale,Irish Red Ale,92,20.82,1.051,1.013,5,28.64,16.06,28.39,60,1.037,70,N/A,Specific Gravity,All Grain,0.35,21.11,Corn Sugar,.75 cups,
892,Shiner Bock Clone,/homebrew/recipe/view/352947/shiner-bock-clone,American Lager,8,41.64,1.05,1.011,5.12,15.11,18.2,49.21,60,1.042,70,1.5,Specific Gravity,All Grain,0.5,20,N/A,N/A,
893,Cream Ale - Prohibition Style,/homebrew/recipe/view/134107/cream-ale-prohibition-style,Cream Ale,45,18.93,1.053,1.015,4.97,17.41,3.23,26.5,60,1.038,70,1.5,Specific Gravity,All Grain,N/A,20,N/A,N/A,
894,Jalapeno Popper Ale,/homebrew/recipe/view/12262/jalapeno-popper-ale,Cream Ale,45,41.64,1.048,1.014,4.58,33.36,3.43,47.32,60,1.043,70,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,
895,Nutty Head Brown Ale,/homebrew/recipe/view/17214/-nutty-head-brown-ale,Mild,105,20.82,1.044,1.014,3.97,23.64,17.81,26.5,90,N/A,79,N/A,Specific Gravity,All Grain,N/A,N/A,Cane Sugar,87g,2005
896,Simplória Ale,/homebrew/recipe/view/246594/,American Pale Ale,10,10,1.05,1.01,5.21,42.03,6.66,13.5,60,1.037,70,N/A,Specific Gravity,BIAB,1,18,N/A,N/A,
897,Aaron's All American Adjunct Ale,/homebrew/recipe/view/42091/aaron-s-all-american-adjunct-ale,Classic American Pilsner,40,19.87,1.051,1.012,5.21,35.56,3.31,24.61,60,1.041,75,N/A,Specific Gravity,All Grain,0.5,11.11,Corn sugar,5 oz,2068
898,Paul Wicksteed Super Charger.,/homebrew/recipe/view/302685/paul-wicksteed-super-charger-,American Pale Ale,10,20.5,1.057,1.012,5.93,51.5,8.38,26.5,60,1.044,77,3,Specific Gravity,All Grain,N/A,18,N/A,N/A,35104
899,Black tooth grin,/homebrew/recipe/view/184270/black-tooth-grin,Sweet Stout,162,19.87,1.055,1.015,5.29,30.29,44.92,26.5,60,1.038,75,N/A,Specific Gravity,BIAB,0.75,20,N/A,N/A,34855
900,Pumpking the volume,/homebrew/recipe/view/75050/pumpking-the-volume,Spice  Herb  or Vegetable Beer,155,18.93,1.056,1.016,5.26,43.34,9.09,33,60,1.032,67,2.6,Specific Gravity,All Grain,N/A,22,Table Sugar,102.6 g,8627
901,Bjørges Kølsch,/homebrew/recipe/view/9532/,Kölsch,94,25,1.062,1.02,5.47,28.89,5.49,32,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,1046
902,#3 - Ginger,/homebrew/recipe/view/7164/-3-ginger,Spice  Herb  or Vegetable Beer,155,19,1.071,1.02,6.75,16.02,7.17,9,40,N/A,70,N/A,Specific Gravity,extract,N/A,N/A,Batch,150g,579
903,Marzen-Octoberfest,/homebrew/recipe/view/56926/marzen-octoberfest,Oktoberfest/Märzen,115,20.82,1.057,1.014,5.57,23.61,7.1,28.39,90,N/A,78,N/A,Specific Gravity,All Grain,N/A,9.44,N/A,N/A,15452
