Color,VehicleModel,VehicleDesc,ModelYear,VehicleType,DateStolen,Location
Silver,Subaru,IMPREZA,2009,Saloon,20/03/2022,Waitemata
Silver,Mercedes-Benz,C200,2000,Saloon,22/12/2021,Counties/Manukau
Silver,Toyota,ALLION,2005,Saloon,26/03/2022,Counties/Manukau
Red,Nissan,SKYLINE,2006,Saloon,22/11/2021,Waikato
Blue,Nissan,PRESAGE,2005,Stationwagon,29/11/2021,Auckland City
Silver,Nissan,CARAVAN,2009,Light Bus,31/01/2022,Northland
Grey,Toyota,HIGHLANDER,2015,Stationwagon,25/11/2021,Canterbury
Red,Volkswagen,POLO,2003,Hatchback,15/01/2022,Auckland City
Red,Chery,J3,2015,Hatchback,7/01/2022,Waikato
White,Toyota,MARKX,2006,Saloon,28/03/2022,Wellington
Silver,Suzuki,SWIFT,2012,Hatchback,31/12/2021,Canterbury
Silver,Honda,ACCORD,2001,Stationwagon,29/03/2022,Waitemata
Silver,Dodge,NITRO,2008,Stationwagon,25/02/2022,Wellington
Silver,Toyota,REGIUS,2009,Light Van,13/11/2021,Wellington
Grey,Mazda,MPV,2004,Stationwagon,17/03/2022,Auckland City
Blue,Toyota,RAUM,2007,Stationwagon,16/03/2022,Counties/Manukau
White,Mazda,AXELA,2007,Saloon,27/03/2022,Bay of Plenty
Silver,Mazda,DEMIO,2004,Hatchback,4/04/2022,Counties/Manukau
Silver,Nissan,MARCH,2004,Hatchback,5/02/2022,Counties/Manukau
White,Toyota,VITZ,2006,Hatchback,25/03/2022,Eastern
Black,Subaru,FORESTER,2006,Stationwagon,4/04/2022,Waitemata
Blue,Mercedes-Benz,ML320,2001,Stationwagon,11/02/2022,Waikato
Green,Mazda,BOUNTY,2001,Utility,16/12/2021,Eastern
Black,Subaru,FORESTER,2006,Stationwagon,8/01/2022,Waikato
Black,Subaru,FORESTER,2006,Stationwagon,8/01/2022,Waikato
Black,Mazda,RX8,2006,Sports Car,1/03/2022,Bay of Plenty
Silver,Honda,CRV,2004,Stationwagon,19/01/2022,Northland
White,Toyota,HIACE,2015,Light Van,6/04/2022,Waikato
Red,Holden,COMMODORE,2008,Stationwagon,6/03/2022,Southern
White,Mazda,BONGO,2009,Light Van,26/03/2022,Wellington
Silver,Volkswagen,GOLF,2006,Hatchback,5/02/2022,Counties/Manukau
Grey,Holden,CAPTIVA,2012,Stationwagon,29/11/2021,Bay of Plenty
Blue,Mazda,RX-8,2005,Sports Car,29/03/2022,Wellington
Grey,Nissan,SKYLINE,2007,Saloon,27/01/2022,Counties/Manukau
Silver,Mazda,AXELA,2006,Stationwagon,2/04/2022,Counties/Manukau
Gold,Honda,CRV,2006,Stationwagon,25/01/2022,Canterbury
Black,Subaru,FORESTER,2004,Stationwagon,23/03/2022,Central
Blue,Mitsubishi,LANCER,2004,Saloon,7/02/2022,Waitemata
Silver,Nissan,BLUEBIRD,2006,Saloon,19/03/2022,Auckland City
White,Mitsubishi,LANCER,1993,Saloon,11/11/2021,Wellington
Grey,Mazda,AXELA,2004,Hatchback,1/03/2022,Canterbury
White,Toyota,CALDINA,1997,Stationwagon,12/11/2021,Waitemata
Silver,Toyota,VITZ,2006,Hatchback,29/03/2022,Counties/Manukau
Silver,Isuzu,D-MAX,2015,Utility,7/11/2021,Central
Grey,Toyota,HILUX,2013,Utility,9/11/2021,Bay of Plenty
White,Toyota,DYNA,2010,Other Truck,23/01/2022,Auckland City
Silver,Honda,STREAM,2004,Stationwagon,2/04/2022,Counties/Manukau
Red,Honda,FIT,2006,Hatchback,17/03/2022,Counties/Manukau
Silver,Nissan,EXPERT,2007,Stationwagon,27/12/2021,Bay of Plenty
Orange,Ford,COURIER,2003,Utility,1/04/2022,Canterbury
Silver,Nissan,TIIDA,2009,Saloon,5/04/2022,Auckland City
Red,Mazda,RX-8,2006,Saloon,31/12/2021,Central
Blue,Toyota,WISH,2004,Stationwagon,1/03/2022,Canterbury
Silver,Toyota,RAV4,2015,Stationwagon,31/03/2022,Auckland City
Blue,Toyota,CELSIOR,2006,Saloon,4/03/2022,Counties/Manukau
Grey,BMW,335I,2006,Sports Car,4/02/2022,Eastern
Blue,BMW,323I,2006,Saloon,6/03/2022,Waitemata
White,Subaru,LEGACY,2006,Saloon,11/03/2022,Canterbury
Black,Mazda,MPV,2005,Stationwagon,20/01/2022,Waikato
Blue,Mini,COOPER,2005,Saloon,7/12/2021,Bay of Plenty
Grey,Toyota,ARISTO,1998,Saloon,11/02/2022,Central
Grey,Subaru,LEGACY,2004,Stationwagon,27/02/2022,Central
White,Toyota,ESTIMA,2004,Stationwagon,4/12/2021,Waikato
Black,Mazda,DEMIO,2005,Hatchback,11/11/2021,Bay of Plenty
Purple,Honda,ODYSSEY,2004,Stationwagon,3/01/2022,Canterbury
Blue,BMW,323I,2006,Saloon,1/03/2022,Bay of Plenty
Red,Ford,FESTIVA GLXI 1.3,1995,Hatchback,4/02/2022,Wellington
Blue,Toyota,VITZ,2005,Hatchback,18/03/2022,Central
White,Dodge,JOURNEY,2015,Stationwagon,29/03/2022,Auckland City
Black,Audi,A4,2008,Saloon,5/04/2022,Waitemata
Grey,Honda,FIT,2006,Hatchback,26/03/2022,Auckland City
Blue,Mazda,AXELA,2006,Hatchback,15/01/2022,Central
Grey,Nissan,MURANO,2004,Stationwagon,15/03/2022,Eastern
Red,Ford,COURIER,1995,Utility,28/01/2022,Waikato
White,Mazda,ATENZA,2007,Saloon,4/04/2022,Waikato
White,Honda,INTEGRA,2000,Saloon,4/12/2021,Auckland City
White,Honda,PRELUDE,1997,Saloon,29/11/2021,Waikato
Silver,BMW,328CI,1999,Sports Car,4/02/2022,Bay of Plenty
Blue,Mazda,DEMIO,2005,Hatchback,11/12/2021,Bay of Plenty
Grey,Piaggio,MP3,2015,Roadbike,3/12/2021,Waitemata
Green,Toyota,RAUM,2004,Hatchback,12/10/2021,Canterbury
Silver,Toyota,CAMRY,2005,Saloon,12/01/2022,Waikato
Red,Suzuki,SWIFT,2005,Hatchback,10/12/2021,Eastern
Silver,Mitsubishi,LANCER,1998,Saloon,2/03/2022,Canterbury
Blue,Honda,FIT,2005,Hatchback,21/12/2021,Northland
Silver,Toyota,MARKX,2008,Saloon,8/03/2022,Auckland City
Grey,Mazda,DEMIO,2005,Hatchback,11/03/2022,Waikato
White,Mazda,DEMIO,2006,Hatchback,1/02/2022,Canterbury
White,Subaru,OUTBACK,2004,Stationwagon,13/03/2022,Waikato
Green,Holden,UTE,2002,Utility,27/11/2021,Eastern
White,Nissan,BLUEBIRD,2006,Saloon,20/03/2022,Auckland City
Black,Ford,RANGER,2015,Utility,13/12/2021,Northland
Silver,BMW,Z4,2006,Convertible,19/01/2022,Auckland City
Silver,Holden,CAPTIVA,2007,Stationwagon,17/02/2022,Southern
Black,Nissan,NAVARA,2015,Utility,3/03/2022,Northland
Grey,Mazda,AXELA,2005,Saloon,26/12/2021,Waitemata
Silver,BMW,MINI,2004,Hatchback,26/03/2022,Eastern
Grey,Mazda,MPV,2006,Stationwagon,22/03/2022,Waikato
White,Holden,RODEO 4X2,2004,Utility,20/11/2021,Waikato
Blue,Ford,TERRITORY,2005,Stationwagon,7/02/2022,Northland
White,Mitsubishio Fuso,CANTER,2015,Other Truck,12/03/2022,Waitemata
Silver,Nissan,DUALIS,2007,Hatchback,27/01/2022,Bay of Plenty
White,Honda,ODYSSEY,2004,Stationwagon,14/12/2021,Waitemata
Silver,Volkswagen,GOLF,2013,Hatchback,11/03/2022,Waitemata
Silver,Subaru,IMPREZA,1995,Stationwagon,20/01/2022,Central
Blue,Honda,ACCORD,2005,Saloon,27/12/2021,Waitemata
Silver,BMW,116I,2007,Hatchback,27/03/2022,Auckland City
Silver,Mitsubishi,GALANT,2007,Saloon,8/03/2022,Waitemata
Brown,Mazda,DEMIO,2005,Stationwagon,17/10/2021,Auckland City
White,Mazda,MAZDA3,2013,Hatchback,6/03/2022,Central
Grey,Toyota,LANDCRUISER,1995,Stationwagon,4/02/2022,Canterbury
Black,Subaru,IMPREZA,1998,Stationwagon,28/02/2022,Wellington
White,Nissan,NAVARA,2013,Light Van,30/10/2021,Eastern
Silver,Honda,ELYSION,2004,Light Van,5/03/2022,Waitemata
Red,Toyota,HILUX,1996,Utility,2/02/2022,Counties/Manukau
White,Bedford,J2S,1980,Mobile Home - Light,16/01/2022,Tasman
Grey,BMW,X3,2005,Stationwagon,26/10/2021,Canterbury
Red,Mitsubishi,GALANT,2006,Saloon,7/12/2021,Auckland City
Silver,Subaru,FORESTER,2005,Stationwagon,28/03/2022,Canterbury
Green,Nissan,MAXIMA,1997,Saloon,16/03/2022,Central
White,Suzuki,VITARA,2016,Stationwagon,1/02/2022,Waikato
Black,Ford,RANGER,2016,Utility,28/03/2022,Canterbury
Black,Nissan,FUGA,2005,Saloon,19/01/2022,Waitemata
Silver,Toyota,AVENSIS,2004,Stationwagon,17/01/2022,Auckland City
Silver,Toyota,TOWNACE,2009,Light Van,8/02/2022,Waikato
Silver,Toyota,HIACE,2008,Light Van,13/10/2021,Central
Silver,Mazda,FAMILIA,1998,Stationwagon,27/03/2022,Counties/Manukau
Silver,Toyota,MARKX,2005,Saloon,5/04/2022,Counties/Manukau
White,Mazda,BONGO,2012,Light Van,25/02/2022,Auckland City
Grey,Subaru,LEGACY,2006,Saloon,23/01/2022,Counties/Manukau
Black,Ford,FALCON,2007,Saloon,14/01/2022,Southern
Silver,Toyota,PRIUS,2010,Saloon,20/10/2021,Counties/Manukau
Silver,Mercedes-Benz,S,2001,Saloon,29/11/2021,Counties/Manukau
White,Mazda,BONGO,2012,Light Van,18/03/2022,Auckland City
White,Toyota,PRIUS,2010,Hatchback,17/02/2022,Counties/Manukau
Silver,Toyota,SIENTA,2006,Stationwagon,27/03/2022,Auckland City
Black,Subaru,FORESTER,2007,Stationwagon,3/12/2021,Central
Gold,Nissan,TIIDA,2005,Saloon,4/04/2022,Waitemata
White,Mercedes-Benz,B180,2012,Stationwagon,28/03/2022,Counties/Manukau
Silver,Toyota,MARKX,2005,Saloon,7/02/2022,Counties/Manukau
Black,Suzuki,SWIFT,2005,Hatchback,27/03/2022,Bay of Plenty
White,Toyota,REGIUS,2008,Light Van,11/03/2022,Canterbury
Silver,Nissan,TIIDA,2006,Saloon,16/02/2022,Canterbury
Red,Subaru,FORESTER,2005,Stationwagon,28/03/2022,Wellington
Green,Mazda,MX5 ROADSTER,1990,Sports Car,28/01/2022,Auckland City
White,Toyota,REGIUS,2008,Light Van,4/04/2022,Counties/Manukau
White,Subaru,FORESTER,1999,Stationwagon,6/03/2022,Waikato
White,Nissan,TIIDA,2006,Hatchback,30/01/2022,Counties/Manukau
White,Mazda,DEMIO,2005,Hatchback,5/04/2022,Waitemata
Black,BMW,320I,2008,Saloon,21/10/2021,Counties/Manukau
Silver,Nissan,TEANA,2006,Saloon,26/02/2022,Eastern
Red,Toyota,RAV4,1994,Stationwagon,27/11/2021,Waikato
White,Mazda,MPV,2006,Stationwagon,5/04/2022,Waitemata
Silver,Honda,FIT,2006,Hatchback,16/03/2022,Auckland City
White,Nissan,AD,2009,Stationwagon,17/01/2022,Counties/Manukau
Blue,Mazda,ATENZA,2007,Saloon,1/04/2022,Central
White,Nissan,ELGRAND,2004,Stationwagon,14/12/2021,Counties/Manukau
Silver,Nissan,TIIDA,2009,Hatchback,11/12/2021,Counties/Manukau
Red,Ford,TERRITORY,2006,Stationwagon,21/03/2022,Northland
Black,Chrysler,300C,2006,Saloon,6/12/2021,Southern
Silver,BMW,540I,2006,Saloon,9/03/2022,Northland
White,Ford,COURIER,2004,Utility,26/11/2021,Canterbury
Gold,Nissan,TIIDA,2007,Hatchback,23/03/2022,Counties/Manukau
Silver,Mitsubishi,COLT,2006,Hatchback,26/02/2022,Canterbury
Silver,Volkswagen,GOLF,2010,Hatchback,25/02/2022,Canterbury
White,Nissan,TIIDA,2005,Saloon,31/03/2022,Waikato
Black,Dodge,JOURNEY,2013,Stationwagon,11/10/2021,Counties/Manukau
Silver,Mercedes-Benz,C,2004,Saloon,26/10/2021,Bay of Plenty
Black,Mitsubishi,OUTLANDER,2007,Stationwagon,21/02/2022,Canterbury
Red,Nissan,TIIDA,2005,Saloon,14/03/2022,Counties/Manukau
Black,Honda,ODYSSEY,2005,Stationwagon,8/01/2022,Eastern
Grey,Nissan,SKYLINE,2007,Saloon,21/12/2021,Canterbury
Grey,Nissan,SKYLINE,2007,Saloon,27/03/2022,Counties/Manukau
Red,Hyundai,I30,2009,Hatchback,27/11/2021,Bay of Plenty
Grey,Ford,COURIER,2002,Utility,15/12/2021,Bay of Plenty
Black,Toyota,IST,2004,Hatchback,13/10/2021,Waitemata
Black,Peugeot,407,2005,Saloon,15/10/2021,Waikato
Black,BMW,320I,2007,Stationwagon,8/03/2022,Counties/Manukau
Red,Ford,MONDEO,2008,Hatchback,28/12/2021,Counties/Manukau
Black,Honda,FIT,2004,Hatchback,25/12/2021,Waikato
Black,Mitsubishi,COLT,2008,Hatchback,7/02/2022,Auckland City
Black,Suzuki,SWIFT,2007,Hatchback,15/12/2021,Counties/Manukau
Green,Toyota,SURF,1994,Stationwagon,2/12/2021,Canterbury
White,Honda,FIT,2004,Hatchback,26/03/2022,Counties/Manukau
Black,Nissan,ELGRAND,2005,Stationwagon,9/02/2022,Bay of Plenty
Silver,Ford,COURIER,2002,Utility,18/01/2022,Waikato
White,FOTON,TUNLAND,2016,Utility,5/04/2022,Canterbury
Silver,Toyota,MARKX,2007,Saloon,3/04/2022,Auckland City
Black,Nissan,TIIDA,2007,Hatchback,24/03/2022,Counties/Manukau
Black,Mazda,CX-7,2006,Stationwagon,27/02/2022,Waitemata
White,Nissan,AD,2008,Stationwagon,27/01/2022,Central
Blue,Mitsubishi,OUTLANDER,2006,Stationwagon,18/10/2021,Bay of Plenty
Red,Mazda,B2000 PLUS CAB,1987,Flat Deck Truck,26/02/2022,Auckland City
Silver,Toyota,MARKX,2007,Saloon,14/12/2021,Counties/Manukau
White,Mazda,AXELA,2005,Hatchback,22/02/2022,Waikato
Blue,Toyota,ISIS,2006,Stationwagon,18/01/2022,Waitemata
White,Mazda,MPV,2005,Stationwagon,27/10/2021,Auckland City
Red,Toyota,CELICA,1991,Convertible,20/12/2021,Canterbury
Silver,Ford,MONDEO,2003,Saloon,29/03/2022,Waitemata
Silver,Trailer,BUNNINGS,2007,Trailer,25/02/2022,Waikato
Silver,Homebuilt,TRAILER,1991,Trailer,1/04/2022,Waitemata
Grey,Trailer,LAODER,2007,Trailer,8/02/2022,Canterbury
White,Trailer,HOMEMADE,1984,Boat Trailer,14/12/2021,Canterbury
Silver,Trailer,FINELINE,2007,Trailer,18/02/2022,Waitemata
Grey,Trailer,DOMESTIC TRAILER,2007,Trailer,25/11/2021,Wellington
Silver,Trailer,HOSKING MULTI ROLLER,2007,Boat Trailer,27/03/2022,Auckland City
Grey,Homebuilt,TRAILER,2007,Trailer,10/02/2022,Auckland City
Silver,Trailer,WATERCRAFT,2007,Boat Trailer,20/11/2021,Canterbury
Silver,Trailer,KING,2007,Trailer,14/12/2021,Bay of Plenty
White,Toyota,HILUX,2007,Utility,23/02/2022,Canterbury
Silver,Yamaha,MW,2016,Roadbike,7/01/2022,Auckland City
Blue,Volkswagen,TOUAREG,2005,Stationwagon,2/04/2022,Counties/Manukau
Blue,Mazda,DEMIO,2005,Hatchback,31/03/2022,Bay of Plenty
Blue,Nissan,X-TRAIL,2016,Stationwagon,17/03/2022,Counties/Manukau
Blue,BMW,320I,2007,Saloon,6/02/2022,Auckland City
White,Volkswagen,GOLF,1984,Convertible,18/03/2022,Counties/Manukau
Blue,Nissan,X-TRAIL,2007,Hatchback,14/03/2022,Canterbury
Grey,Nissan,PRESAGE,2005,Stationwagon,23/11/2021,Tasman
Red,Mazda,DEMIO,2005,Hatchback,24/10/2021,Canterbury
Blue,BMW,535I,2011,Saloon,20/12/2021,Auckland City
Silver,Toyota,MARKX,2007,Saloon,24/10/2021,Northland
Grey,Honda,ODYSSEY,2004,Stationwagon,5/11/2021,Counties/Manukau
Grey,Nissan,NAVARA,2016,Utility,11/01/2022,Counties/Manukau
Black,Ford,FALCON,1999,Saloon,12/12/2021,Eastern
White,Mazda,AXELA,2006,Hatchback,21/03/2022,Canterbury
Black,Suzuki,SWIFT,2006,Hatchback,5/04/2022,Counties/Manukau
Gold,Nissan,TEANA,2005,Saloon,11/03/2022,Counties/Manukau
Silver,Mitsubishi,OUTLANDER,2005,Stationwagon,19/11/2021,Bay of Plenty
Blue,Nissan,TIIDA,2005,Saloon,19/03/2022,Waikato
Green,Subaru,LEGACY,2005,Stationwagon,2/04/2022,Counties/Manukau
Grey,Subaru,LEGACY,2012,Stationwagon,23/03/2022,Northland
Black,Audi,A4,2007,Saloon,21/10/2021,Bay of Plenty
Red,Mazda,AXELA,2010,Hatchback,11/03/2022,Wellington
White,Suzuki,SX4,2009,Hatchback,23/03/2022,Central
Blue,Hino,FD,1996,Other Truck,20/12/2021,Counties/Manukau
Black,Jaguar,XJR,2006,Saloon,10/03/2022,Counties/Manukau
Gold,Nissan,TIIDA,2007,Saloon,13/03/2022,Auckland City
White,Nissan,VANETTE,2008,Light Van,10/01/2022,Waitemata
Grey,Audi,A3,2005,Hatchback,28/11/2021,Counties/Manukau
Black,BMW,X5,2007,Stationwagon,12/10/2021,Bay of Plenty
Red,Subaru,IMPREZA,2007,Hatchback,12/12/2021,Waitemata
Black,BMW,120I,2007,Hatchback,9/03/2022,Counties/Manukau
Black,Chevrolet,BLAZER,1998,Stationwagon,25/11/2021,Canterbury
Silver,Subaru,LEGACY,2002,Stationwagon,15/01/2022,Counties/Manukau
Grey,Mobile Machine,TB216,2016,Mobile Machine,12/11/2021,Auckland City
Green,Suzuki,GRAND VITARA,2000,Stationwagon,17/11/2021,Wellington
Silver,Toyota,OPA,2005,Stationwagon,5/04/2022,Waitemata
Blue,Mazda,AXELA,2008,Stationwagon,3/01/2022,Eastern
Silver,Nissan,MARCH,2006,Hatchback,22/03/2022,Counties/Manukau
Silver,Ford,TERRITORY,2005,Stationwagon,9/12/2021,Wellington
Red,Holden,COMMODORE,2004,Saloon,2/11/2021,Canterbury
White,Toyota,CROWN,2005,Saloon,1/11/2021,Bay of Plenty
Blue,Nissan,TEANA,2006,Saloon,21/11/2021,Canterbury
Silver,BMW,320I,2009,Saloon,31/03/2022,Canterbury
White,Nissan,VANETTE,2008,Light Van,10/10/2021,Bay of Plenty
Grey,Toyota,HIACE,1993,Light Van,18/01/2022,Canterbury
White,Mazda,BONGO,2011,Light Van,5/12/2021,Auckland City
Silver,Mercedes-Benz,C200,2007,Saloon,17/11/2021,Waitemata
White,Honda,AIRWAVE,2005,Stationwagon,2/03/2022,Waikato
Gold,Mazda,MPV,2006,Stationwagon,21/01/2022,Canterbury
Blue,Toyota,VITZ,2008,Hatchback,20/02/2022,Auckland City
Blue,Mazda,DEMIO,2005,Hatchback,6/04/2022,Waitemata
Brown,Honda,STREAM,2007,Stationwagon,13/02/2022,Wellington
Black,Nissan,TERRANO,1997,Stationwagon,3/02/2022,Wellington
Blue,Mazda,DEMIO,2010,Hatchback,25/02/2022,Auckland City
Grey,Nissan,MURANO,2007,Stationwagon,30/03/2022,Waitemata
Red,Toyota,VITZ,2005,Hatchback,27/11/2021,Auckland City
Blue,Mazda,FAMILIA,1998,Hatchback,24/03/2022,Northland
Black,Toyota,MARKX,2006,Saloon,20/12/2021,Auckland City
Brown,Nissan,MARCH,2007,Hatchback,10/12/2021,Auckland City
Silver,Nissan,X-TRAIL,2007,Stationwagon,27/02/2022,Waitemata
White,Nissan,TIIDA,2011,Saloon,5/04/2022,Counties/Manukau
Silver,Mitsubishi,MIRAGE,1996,Saloon,16/12/2021,Southern
Silver,Toyota,IST,2004,Hatchback,6/12/2021,Canterbury
Grey,Land Rover,RANGE ROVER,2010,Stationwagon,8/01/2022,Canterbury
White,Holden,CRUZE,2017,Hatchback,14/12/2021,Northland
Grey,Mazda,DEMIO,2008,Hatchback,27/03/2022,Auckland City
Blue,Honda,TORNEO,1999,Saloon,30/11/2021,Waitemata
Grey,Mazda,ATENZA,2003,Hatchback,4/04/2022,Northland
Silver,Toyota,CALDINA,2006,Stationwagon,4/03/2022,Waikato
White,Toyota,PRIUS,2011,Hatchback,17/12/2021,Auckland City
Green,Mazda,EUNOS,1991,Sports Car,23/03/2022,Waikato
Black,Honda,CIVIC,2013,Saloon,25/12/2021,Wellington
White,Toyota,MARKX,2005,Saloon,9/01/2022,Waitemata
Silver,Mitsubishi,OUTLANDER,2005,Stationwagon,5/04/2022,Canterbury
Silver,Nissan,TIIDA,2009,Saloon,4/04/2022,Waitemata
Red,Mazda,MX5,1990,Sports Car,26/03/2022,Central
Cream,Ford,COURIER,2000,Utility,14/02/2022,Bay of Plenty
Silver,Toyota,RAV4,2005,Stationwagon,1/01/2022,Waikato
Silver,Mazda,MAZDA6,2004,Saloon,5/01/2022,Auckland City
Grey,Honda,ACCORD,2004,Saloon,10/12/2021,Auckland City
Black,Mazda,CX-7,2008,Stationwagon,6/02/2022,Auckland City
Black,Mazda,CX-7,2008,Stationwagon,7/02/2022,Canterbury
Silver,BMW,320I,2007,Stationwagon,6/03/2022,Waitemata
Grey,Mazda,AXELA,2006,Hatchback,21/10/2021,Canterbury
Brown,Honda,STREAM,2006,Stationwagon,9/02/2022,Central
White,Toyota,MARKX,2005,Saloon,28/10/2021,Counties/Manukau
Silver,Toyota,MARKX,2007,Stationwagon,17/03/2022,Waikato
Black,Subaru,IMPREZA,2002,Stationwagon,26/01/2022,Central
White,Toyota,HILUX,1996,Utility,7/02/2022,Northland
Black,Nissan,NAVARA,2008,Utility,8/10/2021,Bay of Plenty
White,Toyota,MARKX,2005,Saloon,31/01/2022,Waikato
White,Daihatsu,V76,1988,Mobile Home - Light,25/11/2021,Central
White,Mitsubishi,CHALLENGER,1998,Stationwagon,18/02/2022,Tasman
Black,Toyota,MARKX,2005,Saloon,10/01/2022,Central
White,Mitsubishi,OUTLANDER,2006,Stationwagon,29/01/2022,Canterbury
Blue,Toyota,BB,2006,Hatchback,22/03/2022,Auckland City
Brown,Nissan,DUALIS,2007,Stationwagon,25/12/2021,Canterbury
Black,Toyota,WISH,2006,Stationwagon,15/12/2021,Northland
Black,Volkswagen,GOLF,2007,Hatchback,1/03/2022,Auckland City
Silver,Toyota,ALTEZZA,2001,Saloon,23/02/2022,Waitemata
Blue,Toyota,MARKX,2005,Saloon,11/10/2021,Auckland City
Silver,BMW,525I,2005,Saloon,10/02/2022,Counties/Manukau
Silver,Nissan,CARAVAN,2011,Light Van,13/01/2022,Auckland City
White,Mazda,BOUNTY,2002,Utility,19/02/2022,Central
White,Toyota,CROWN,2006,Saloon,24/02/2022,Canterbury
Silver,Toyota,MARKX,2006,Saloon,31/10/2021,Counties/Manukau
White,Toyota,PRIUS,2017,Hatchback,5/04/2022,Auckland City
Silver,BMW,318TI,2003,Saloon,22/12/2021,Eastern
White,Nissan,PULSAR,2017,Hatchback,2/03/2022,Bay of Plenty
Blue,Mercedes-Benz,E240,2002,Saloon,14/10/2021,Auckland City
Black,Volkswagen,GOLF,2008,Stationwagon,20/02/2022,Auckland City
Green,Nissan,BLUEBIRD,2004,Saloon,21/01/2022,Bay of Plenty
Silver,Nissan,SERENA,2006,Stationwagon,10/03/2022,Bay of Plenty
White,Nissan,NAVARA,1998,Utility,8/11/2021,Bay of Plenty
Grey,Ford,FALCON,2007,Saloon,16/01/2022,Counties/Manukau
Silver,Nissan,NAVARA,2004,Utility,12/01/2022,Tasman
Black,Holden,VT COMMODORE,2000,Saloon,10/01/2022,Wellington
White,Mercedes-Benz,E500,2006,Saloon,21/10/2021,Waitemata
Green,Toyota,HILUX,1995,Stationwagon,18/11/2021,Canterbury
Brown,Mazda,BOUNTY,2006,Utility,2/03/2022,Eastern
White,Jaguar,XF,2012,Saloon,2/04/2022,Auckland City
Silver,Nissan,AD,2011,Stationwagon,7/02/2022,Auckland City
White,Porsche,CAYENNE,2008,Stationwagon,15/12/2021,Waitemata
Black,Toyota,MARKX,2006,Saloon,30/03/2022,Counties/Manukau
Blue,Mazda,ATENZA,2004,Saloon,17/02/2022,Auckland City
Black,Nissan,JUKE,2012,Stationwagon,14/02/2022,Wellington
White,Toyota,AQUA,2013,Hatchback,12/02/2022,Auckland City
Blue,Mazda,DEMIO,2006,Hatchback,4/04/2022,Bay of Plenty
White,Nissan,SKYLINE,2005,Sports Car,19/02/2022,Waikato
Black,Nissan,TIIDA,2011,Hatchback,26/02/2022,Canterbury
Silver,Mazda,ATENZA,2007,Saloon,13/02/2022,Waitemata
White,Toyota,KLUGER,2004,Stationwagon,1/04/2022,Counties/Manukau
Red,Honda,ODYSSEY,2004,Stationwagon,11/10/2021,Northland
Silver,Toyota,MARKX,2005,Saloon,30/11/2021,Counties/Manukau
Black,Honda,FIT,2006,Hatchback,29/12/2021,Bay of Plenty
White,Toyota,HIACE,2010,Light Van,11/01/2022,Auckland City
Silver,Toyota,MARKX,2006,Saloon,14/11/2021,Counties/Manukau
Silver,Mitsubishi,CHALLENGER,1998,Stationwagon,16/02/2022,Counties/Manukau
Black,Nissan,TIIDA,2007,Hatchback,8/11/2021,Counties/Manukau
Grey,Nissan,SKYLINE,2010,Saloon,7/03/2022,Waikato
White,Nissan,TIIDA,2007,Saloon,5/04/2022,Waikato
Red,Mazda,ATENZA,2002,Hatchback,9/10/2021,Waikato
Silver,Subaru,LEGACY,2009,Saloon,12/01/2022,Bay of Plenty
Gold,Holden,EPICA,2008,Saloon,26/01/2022,Northland
Grey,Mitsubishi,TRITON,2013,Utility,20/02/2022,Northland
Black,Toyota,CALDINA,2007,Stationwagon,14/02/2022,Wellington
Red,Mazda,DEMIO,2005,Hatchback,12/03/2022,Wellington
White,Mazda,ATENZA,2006,Saloon,6/12/2021,Waikato
White,Toyota,CAMRY,2012,Saloon,21/01/2022,Counties/Manukau
Blue,Honda,LOGO,1997,Hatchback,31/03/2022,Southern
Blue,Honda,LOGO,1997,Hatchback,4/04/2022,Southern
Silver,Nissan,SKYLINE,2006,Saloon,28/10/2021,Central
Green,Toyota,RACTIS,2006,Hatchback,5/03/2022,Counties/Manukau
Red,Daihatsu,V12 HU,1982,Flat Deck Truck,9/12/2021,Auckland City
White,Nissan,SKYLINE,2007,Saloon,16/11/2021,Waitemata
Red,Audi,A3,1999,Hatchback,7/03/2022,Waitemata
Blue,Ford,FALCON,2005,Saloon,31/12/2021,Bay of Plenty
White,Toyota,CALDINA,2000,Stationwagon,8/12/2021,Eastern
Silver,Toyota,MARKX,2006,Saloon,19/11/2021,Northland
White,Mazda,BONGO,2008,Light Van,2/12/2021,Counties/Manukau
Purple,Honda,ODYSSEY,2004,Stationwagon,27/03/2022,Bay of Plenty
Gold,Nissan,TIIDA,2005,Hatchback,4/04/2022,Auckland City
White,Mazda,AXELA,2007,Saloon,16/02/2022,Canterbury
Black,Toyota,HILUX,1995,Stationwagon,10/12/2021,Bay of Plenty
Silver,Nissan,TIIDA,2005,Hatchback,9/03/2022,Auckland City
Black,BMW,530I,2005,Saloon,31/12/2021,Auckland City
Silver,Mazda,ATENZA,2006,Stationwagon,17/10/2021,Bay of Plenty
Silver,Mazda,ATENZA,2006,Stationwagon,17/10/2021,Bay of Plenty
White,Mazda,ATENZA,2008,Saloon,17/03/2022,Southern
Blue,Nissan,SKYLINE,1990,Saloon,9/01/2022,Waitemata
Blue,Ford,COURIER,2002,Utility,24/03/2022,Central
Blue,Subaru,LEGACY,2009,Stationwagon,26/02/2022,Wellington
Red,Honda,CIVIC,2000,Saloon,9/02/2022,Counties/Manukau
White,Mazda,BT-50,2017,Utility,8/11/2021,Waitemata
